Sample	qualimap_raw_bamqc-avg_gc	qualimap_raw_bamqc-median_insert_size	qualimap_raw_bamqc-1_x_pc	qualimap_raw_bamqc-5_x_pc	qualimap_raw_bamqc-10_x_pc	qualimap_raw_bamqc-30_x_pc	qualimap_raw_bamqc-50_x_pc	qualimap_raw_bamqc-median_coverage	qualimap_raw_bamqc-mean_coverage	qualimap_raw_bamqc-percentage_aligned_on_target	qualimap_raw_bamqc-regions_size	qualimap_raw_bamqc-regions_mapped_reads	qualimap_raw_bamqc-general_error_rate	qualimap_raw_bamqc-percentage_aligned	qualimap_raw_bamqc-mapped_reads	qualimap_raw_bamqc-mapped_paired_reads	qualimap_raw_bamqc-total_reads	qualimap_raw_bamqc-ns	qualimap_raw_bamqc-duplication_rate	qualimap_all_molecules_bamqc-avg_gc	qualimap_all_molecules_bamqc-median_insert_size	qualimap_all_molecules_bamqc-1_x_pc	qualimap_all_molecules_bamqc-5_x_pc	qualimap_all_molecules_bamqc-10_x_pc	qualimap_all_molecules_bamqc-30_x_pc	qualimap_all_molecules_bamqc-50_x_pc	qualimap_all_molecules_bamqc-median_coverage	qualimap_all_molecules_bamqc-mean_coverage	qualimap_all_molecules_bamqc-percentage_aligned_on_target	qualimap_all_molecules_bamqc-regions_size	qualimap_all_molecules_bamqc-regions_mapped_reads	qualimap_all_molecules_bamqc-general_error_rate	qualimap_all_molecules_bamqc-percentage_aligned	qualimap_all_molecules_bamqc-mapped_reads	qualimap_all_molecules_bamqc-mapped_paired_reads	qualimap_all_molecules_bamqc-total_reads	qualimap_all_molecules_bamqc-ns	qualimap_all_molecules_bamqc-duplication_rate	qualimap_duplex_bamqc-avg_gc	qualimap_duplex_bamqc-median_insert_size	qualimap_duplex_bamqc-1_x_pc	qualimap_duplex_bamqc-5_x_pc	qualimap_duplex_bamqc-10_x_pc	qualimap_duplex_bamqc-30_x_pc	qualimap_duplex_bamqc-50_x_pc	qualimap_duplex_bamqc-median_coverage	qualimap_duplex_bamqc-mean_coverage	qualimap_duplex_bamqc-percentage_aligned_on_target	qualimap_duplex_bamqc-regions_size	qualimap_duplex_bamqc-regions_mapped_reads	qualimap_duplex_bamqc-general_error_rate	qualimap_duplex_bamqc-percentage_aligned	qualimap_duplex_bamqc-mapped_reads	qualimap_duplex_bamqc-mapped_paired_reads	qualimap_duplex_bamqc-total_reads	qualimap_duplex_bamqc-ns	qualimap_duplex_bamqc-duplication_rate	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
CHa_47_T0_B_TWS042_10_LPART2	51.73752084328694	224	99.6773105159205	99.6319597362094	99.5761516841329	98.56938527084854	95.19642776723487	347	516.6357	87.2199251101727	120595501	496.516961	0.2	99.93970456019237	569.2701069999999	496.30339699999996	569.613558	2201863870	81.19																																												
CHa_47_T0_B_TWS042_10_LPART20	52.25828521224671	214	99.68911443885456	99.6597153321665	99.63233039680311	99.49853187309202	99.0071793805973	741	1130.3047	87.68518933537958	120595501	1087.1123929999999	0.21	99.90526266432333	1239.79021	1086.5494939999999	1240.965868	4780921784	87.52																																												
CHa_47_T0_B_TWS042_10_LPART20_1																																																										30.705754097169702	51.0	150.0	150	18.181818181818183	620.482934
CHa_47_T0_B_TWS042_10_LPART20_2																																																										30.459361304352285	51.0	150.0	150	27.27272727272727	620.482934
CHa_47_T0_B_TWS042_10_LPART21	52.21928261204115	212	99.68947514882831	99.65674009679681	99.62805411787294	99.46593032521172	98.83269525950226	694	1060.4748	87.69989958019977	120595501	1020.247397	0.21	99.90666827027212	1163.339299	1019.7057759999999	1164.426078	4468515878	86.95																																												
CHa_47_T0_B_TWS042_10_LPART21_1																																																										30.38541925069609	51.0	150.0	150	18.181818181818183	582.213039
CHa_47_T0_B_TWS042_10_LPART21_2																																																										30.3925275349508	51.0	150.0	150	18.181818181818183	582.213039
CHa_47_T0_B_TWS042_10_LPART22	52.316477679332515	211	99.68765003928297	99.65472177938048	99.62316836346987	99.41546243918337	98.58120163205757	653	1000.5313	87.71244235848393	120595501	962.412737	0.2	99.9158753810123	1097.236277	961.9438759999999	1098.1601	4214785159	86.48																																												
CHa_47_T0_B_TWS042_10_LPART22_1																																																										29.43187954099352	51.0	150.0	150	9.090909090909092	549.08005
CHa_47_T0_B_TWS042_10_LPART22_2																																																										29.264136749819627	51.0	150.0	150	18.181818181818183	549.08005
CHa_47_T0_B_TWS042_10_LPART23	52.07038174158892	217	99.69163277492416	99.66566829056086	99.64172626970553	99.56848970675946	99.37681671889236	923	1395.5088	87.47585052051082	120595501	1341.8613799999998	0.2	99.89289175037985	1533.979232	1341.187449	1535.624012	5917872934	89.05																																												
CHa_47_T0_B_TWS042_10_LPART23_1																																																										34.59747209966207	51.0	150.0	150	18.181818181818183	767.812006
CHa_47_T0_B_TWS042_10_LPART23_2																																																										34.44571270293662	51.0	150.0	150	9.090909090909092	767.812006
CHa_47_T0_B_TWS042_10_LPART24	51.96697637638673	224	99.68111828649396	99.63627250074612	99.59400724244266	98.96532956067739	96.75033565306884	426	636.7656	87.62390714218049	120595501	611.39257	0.22	99.93489924705531	697.7463	611.092479	698.200834	2718343210	84.12																																												
CHa_47_T0_B_TWS042_10_LPART24_1																																																										24.34888610813867	51.0	150.0	150	9.090909090909092	349.100417
CHa_47_T0_B_TWS042_10_LPART24_2																																																										24.66825313816919	51.0	150.0	150	9.090909090909092	349.100417
CHa_47_T0_B_TWS042_10_LPART25	51.83085461279298	225	99.63639771271401	99.35235063205218	98.32097965246648	86.74310992745907	74.13879395053054	127	188.2583	87.38176179171154	120595501	180.808863	0.2	99.94470634177436	206.918308	180.72582799999998	207.032784	804499215	67.55																																												
CHa_47_T0_B_TWS042_10_LPART25_1																																																										18.20416856504133	50.0	150.0	150	9.090909090909092	103.516392
CHa_47_T0_B_TWS042_10_LPART25_2																																																										18.54663570860525	51.0	150.0	150	9.090909090909092	103.516392
CHa_47_T0_B_TWS042_10_LPART26	51.85594154124352	212	98.17335805918664	87.08666171551458	72.42140650006505	44.957988938575745	29.34454329270542	24	36.9268	87.60354528009813	120595501	35.520393999999996	0.25	99.94980170886184	40.546754	35.504605999999995	40.567118	155473834	35.22																																												
CHa_47_T0_B_TWS042_10_LPART26_1																																																										6.564451989480929	50.0	150.0	150	18.181818181818183	20.283559
CHa_47_T0_B_TWS042_10_LPART26_2																																																										7.043668219574755	51.0	150.0	150	9.090909090909092	20.283559
CHa_47_T0_B_TWS042_10_LPART27	51.96099013683381	216	99.67807422600285	99.6261336482196	99.55734998770808	98.13878877620816	94.01655041841072	347	523.4264	87.59224724937137	120595501	503.024754	0.27	99.92735899710655	574.279996	502.761983	574.697462	2212639038	80.84																																												
CHa_47_T0_B_TWS042_10_LPART27_1																																																										20.08695635208727	51.0	150.0	150	9.090909090909092	287.348731
CHa_47_T0_B_TWS042_10_LPART27_2																																																										20.383184400616656	51.0	150.0	150	9.090909090909092	287.348731
CHa_47_T0_B_TWS042_10_LPART28	51.89034651719742	221	99.6804607163579	99.64145428609315	99.59900079522868	99.05587108096181	97.05520191835349	454	679.2094	87.63068016519114	120595501	651.827045	0.25	99.93682303547921	743.834287	651.512556	744.3045159999999	2898132247	83.96																																												
CHa_47_T0_B_TWS042_10_LPART28_1																																																										24.491250482507027	50.0	150.0	150	9.090909090909092	372.15225799999996
CHa_47_T0_B_TWS042_10_LPART28_2																																																										24.694164997027897	51.0	150.0	150	18.181818181818183	372.15225799999996
CHa_47_T0_B_TWS042_10_LPART29	51.86724174375916	223	99.6732954407644	99.61347894727847	99.52189344111602	97.54460574777164	92.39897183229083	295	439.7274	87.58506376928713	120595501	422.008014	0.22	99.94464432828659	481.826462	421.820547	482.093328	1873856068	79.74																																												
CHa_47_T0_B_TWS042_10_LPART29_1																																																										22.863540578107788	50.0	150.0	150	9.090909090909092	241.046664
CHa_47_T0_B_TWS042_10_LPART29_2																																																										23.04106240632197	51.0	150.0	150	9.090909090909092	241.046664
CHa_47_T0_B_TWS042_10_LPART2_1																																																										21.1492581945095	50.0	150.0	150	9.090909090909092	284.806779
CHa_47_T0_B_TWS042_10_LPART2_2																																																										21.586711686522392	51.0	150.0	150	9.090909090909092	284.806779
