Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
CHa_47_T0_B_TWS042_10_LPART31_1	(1, 39.31857532568317)	(2, 39.368881247527206)	(3, 39.44911442749329)	(4, 39.47519615627743)	(5, 39.53798203670736)	(6, 39.6701112625252)	(7, 39.61844930712278)	(8, 39.553165515123645)	(9, 39.65996283271693)	(10, 39.62056709062259)	(15, 39.65968076963659)	(20, 39.67978339808757)	(25, 39.67863988688758)	(30, 39.64090074301955)	(35, 39.61234227363708)	(40, 39.60905293594816)	(45, 39.59090961904771)	(50, 39.58213762582788)	(55, 39.59417584224434)	(60, 39.59412341713461)	(65, 39.58615382738016)	(70, 39.5730940655954)	(75, 39.54523174770388)	(80, 39.53804471330087)	(85, 39.515820140794055)	(90, 39.49490918100586)	(95, 39.468743107599764)	(100, 39.436340329168885)	(105, 39.4170749481824)	(110, 39.39756116201437)	(115, 39.36593432728017)	(120, 39.370265581808255)	(125, 39.30915592680409)	(130, 39.2425385740349)	(135, 39.17460531787437)	(140, 39.11993980396049)	(145, 39.02595725399516)	(150, 38.95425589639153)
CHa_47_T0_B_TWS042_10_LPART31_2	(1, 38.94322036345481)	(2, 39.05385567562433)	(3, 39.27148172390298)	(4, 39.31091785126796)	(5, 39.46871636642811)	(6, 39.53275955268395)	(7, 39.52037185219223)	(8, 39.54109786448285)	(9, 39.65617426775529)	(10, 39.5767932916899)	(15, 39.60333365734123)	(20, 39.598780993906864)	(25, 39.59001656963787)	(30, 39.59139609376915)	(35, 39.57617280866776)	(40, 39.560431815745545)	(45, 39.55469624469582)	(50, 39.54103072489089)	(55, 39.52180414858456)	(60, 39.494664039572726)	(65, 39.48200770707498)	(70, 39.47391241961211)	(75, 39.46585581585242)	(80, 39.439621682377364)	(85, 39.412294235257725)	(90, 39.387172198417815)	(95, 39.359646191260815)	(100, 39.33309441169475)	(105, 39.29364756997756)	(110, 39.265062412022125)	(115, 39.22355586627352)	(120, 39.09888699340759)	(125, 39.08872266564667)	(130, 39.03706570448943)	(135, 38.932767471416035)	(140, 38.8486443714515)	(145, 38.74262105403348)	(150, 38.667407611198094)
CHa_47_T0_B_TWS042_10_LPART32_1	(1, 39.25785395865772)	(2, 39.27561209562327)	(3, 39.44536339379402)	(4, 39.41974138536023)	(5, 39.48499591300373)	(6, 39.64041194388355)	(7, 39.57775887357691)	(8, 39.551885288719085)	(9, 39.6135906198511)	(10, 39.571203285810284)	(15, 39.61612984218673)	(20, 39.63443682721066)	(25, 39.62938662688837)	(30, 39.60384253902713)	(35, 39.5824005513839)	(40, 39.58039640172201)	(45, 39.57229534961688)	(50, 39.563219993564694)	(55, 39.551262454746166)	(60, 39.54139097300619)	(65, 39.528984082889984)	(70, 39.51697202969956)	(75, 39.50011091342049)	(80, 39.47869404799726)	(85, 39.456518936715874)	(90, 39.43491540972878)	(95, 39.42181408775001)	(100, 39.40291179882292)	(105, 39.38342213886496)	(110, 39.36193481810726)	(115, 39.336953175265)	(120, 39.313197166731946)	(125, 39.26531683494728)	(130, 39.2071846406333)	(135, 39.14089505187061)	(140, 39.06767408576376)	(145, 38.97651335839937)	(150, 38.916771099752644)
CHa_47_T0_B_TWS042_10_LPART32_2	(1, 38.96222295513099)	(2, 38.990637850643616)	(3, 39.19255178421821)	(4, 39.2307034379175)	(5, 39.41965003779637)	(6, 39.47571590138261)	(7, 39.471946117960535)	(8, 39.48927972235262)	(9, 39.61910706665235)	(10, 39.530098550574)	(15, 39.56273226127576)	(20, 39.561322224565785)	(25, 39.54668985007051)	(30, 39.547174362855266)	(35, 39.53489059464885)	(40, 39.51226710290642)	(45, 39.51205407336134)	(50, 39.49109268891751)	(55, 39.47675854231609)	(60, 39.46956324988484)	(65, 39.44972452926023)	(70, 39.43263896400664)	(75, 39.41419886328645)	(80, 39.39805557953129)	(85, 39.37504161204781)	(90, 39.35093143414831)	(95, 39.32569836269408)	(100, 39.300772271240504)	(105, 39.256833096826014)	(110, 39.236249404274744)	(115, 39.19031564191879)	(120, 39.14021860118525)	(125, 39.07706486605451)	(130, 39.01428588290142)	(135, 38.92418725693452)	(140, 38.84897633812093)	(145, 38.738574908004516)	(150, 38.66152168149406)
CHa_47_T0_B_TWS042_10_LPART33_1	(1, 39.271152787585855)	(2, 39.100285841524)	(3, 39.19327085148142)	(4, 39.245739502455834)	(5, 39.20971608001553)	(6, 39.30033019341047)	(7, 39.185944877164644)	(8, 39.21375132086283)	(9, 39.34329621799397)	(10, 39.23429134795529)	(15, 39.50418831306511)	(20, 39.56881148993015)	(25, 39.50817800341089)	(30, 39.49033111599981)	(35, 39.51714301590012)	(40, 39.49948391798155)	(45, 39.47342020830553)	(50, 39.43495465182345)	(55, 39.40952554497475)	(60, 39.38662821230007)	(65, 39.35940082391484)	(70, 39.33856344170889)	(75, 39.30357797953248)	(80, 39.276603633180606)	(85, 39.24669634057817)	(90, 39.202975693620225)	(95, 39.165273718455964)	(100, 39.14739272496995)	(105, 39.118975892346214)	(110, 39.08410437308286)	(115, 39.05268171622272)	(120, 39.0103080074527)	(125, 38.94816819072813)	(130, 38.87958178881248)	(135, 38.7954018306889)	(140, 38.71284722618414)	(145, 38.624411864786836)	(150, 38.52921045849529)
CHa_47_T0_B_TWS042_10_LPART33_2	(1, 38.90405414328833)	(2, 38.949274545281284)	(3, 39.18228266535059)	(4, 39.21914471618094)	(5, 39.34790900195894)	(6, 39.37461049000979)	(7, 39.39874684639842)	(8, 39.40246260313214)	(9, 39.52646460040662)	(10, 39.47244140611003)	(15, 39.4863060273907)	(20, 39.47995182788013)	(25, 39.461865769823035)	(30, 39.44131070965678)	(35, 39.421871653677236)	(40, 39.400785850208486)	(45, 39.375623758177696)	(50, 39.35215429023604)	(55, 39.32128722681631)	(60, 39.291869601322794)	(65, 39.262395477559686)	(70, 39.226769867631276)	(75, 39.200671836254784)	(80, 39.1682752508368)	(85, 39.134423204060774)	(90, 39.09618926757579)	(95, 39.06013942302802)	(100, 39.0090955072434)	(105, 38.9558018758169)	(110, 38.89822284976518)	(115, 38.83168870339739)	(120, 38.77574579815792)	(125, 38.70824334983802)	(130, 38.64453768494231)	(135, 38.575861054540276)	(140, 38.49378413193278)	(145, 38.38985814156145)	(150, 38.30264264575339)
CHa_47_T0_B_TWS042_10_LPART34_1	(1, 39.20126808601553)	(2, 39.26696321066256)	(3, 39.44321843770786)	(4, 39.45261568452084)	(5, 39.52724547708573)	(6, 39.584558066304766)	(7, 39.551412375877625)	(8, 39.56310135620808)	(9, 39.63287790721914)	(10, 39.61101554639443)	(15, 39.68010558845803)	(20, 39.69450054978257)	(25, 39.68139632818599)	(30, 39.651168679076314)	(35, 39.63887939344262)	(40, 39.642947887073376)	(45, 39.6310954752227)	(50, 39.619541539590614)	(55, 39.59716092363472)	(60, 39.577612398420555)	(65, 39.568610349556984)	(70, 39.54635724222276)	(75, 39.53303798762262)	(80, 39.514846764982806)	(85, 39.48583273210128)	(90, 39.46841591073142)	(95, 39.45334650261375)	(100, 39.43292841187796)	(105, 39.40672858642525)	(110, 39.38606124479263)	(115, 39.37094228714564)	(120, 39.33207911049571)	(125, 39.28267439058161)	(130, 39.22212056999656)	(135, 39.15302958155007)	(140, 39.074426522581675)	(145, 38.971041020013)	(150, 38.89581694389232)
CHa_47_T0_B_TWS042_10_LPART34_2	(1, 38.70841300569165)	(2, 38.74774240449011)	(3, 39.08848925511386)	(4, 39.16068304470793)	(5, 39.326335727901686)	(6, 39.38504375665143)	(7, 39.361719019094835)	(8, 39.388238915555995)	(9, 39.504418645970404)	(10, 39.47619467894908)	(15, 39.51066099392828)	(20, 39.50123173861499)	(25, 39.496509422107586)	(30, 39.49385947071248)	(35, 39.475424564682825)	(40, 39.455291928216944)	(45, 39.458783067058434)	(50, 39.43463007887049)	(55, 39.41918817316439)	(60, 39.403072354791306)	(65, 39.38915952219501)	(70, 39.369938134081636)	(75, 39.349038245239356)	(80, 39.32156015272042)	(85, 39.29706521417788)	(90, 39.27140257151415)	(95, 39.240391488804896)	(100, 39.194200543490844)	(105, 39.16266641542524)	(110, 39.1265333394132)	(115, 39.09446851037759)	(120, 39.027966024329444)	(125, 38.962533507814534)	(130, 38.880881579278046)	(135, 38.804881547323774)	(140, 38.73314822344456)	(145, 38.63062425001489)	(150, 38.55815668345451)
CHa_47_T0_B_TWS042_10_LPART35_1	(1, 39.17707865608119)	(2, 39.221485333700585)	(3, 39.43770287225118)	(4, 39.46214200896927)	(5, 39.51646912214926)	(6, 39.57994180383559)	(7, 39.54002970701551)	(8, 39.48510017039403)	(9, 39.63457377016441)	(10, 39.60770708125172)	(15, 39.67187889290295)	(20, 39.69710977790329)	(25, 39.67366017684286)	(30, 39.64421970059841)	(35, 39.65445473074089)	(40, 39.645751136134216)	(45, 39.63347708451179)	(50, 39.62111466199143)	(55, 39.60284322359047)	(60, 39.582111008749244)	(65, 39.57005175494683)	(70, 39.55114556356841)	(75, 39.53042423061224)	(80, 39.50681688605975)	(85, 39.47471485209675)	(90, 39.46746073738685)	(95, 39.44626019883968)	(100, 39.42453559173059)	(105, 39.404544674158906)	(110, 39.383100794764104)	(115, 39.36295905948025)	(120, 39.33014525482146)	(125, 39.282960066908366)	(130, 39.22606782333306)	(135, 39.1511090258395)	(140, 39.07888569508485)	(145, 38.97530803308901)	(150, 38.90692867458513)
CHa_47_T0_B_TWS042_10_LPART35_2	(1, 38.54824670414848)	(2, 38.56133116720135)	(3, 38.955937661589275)	(4, 39.076900480211634)	(5, 39.23820925774987)	(6, 39.29336665691427)	(7, 39.28123377617598)	(8, 39.311737083319535)	(9, 39.440321634464674)	(10, 39.421723988138424)	(15, 39.45740281419254)	(20, 39.45861317412554)	(25, 39.449375558393164)	(30, 39.44396151195394)	(35, 39.422688924759576)	(40, 39.40486361364951)	(45, 39.41098345797718)	(50, 39.3888677675484)	(55, 39.372834640722836)	(60, 39.359568256825966)	(65, 39.3384034835923)	(70, 39.32548595917823)	(75, 39.302047597656006)	(80, 39.2798061569618)	(85, 39.250715145903044)	(90, 39.23071906428156)	(95, 39.19455867385632)	(100, 39.1563292162035)	(105, 39.092561631624676)	(110, 39.08773477260339)	(115, 39.04237503706181)	(120, 38.98660658578561)	(125, 38.906242008831974)	(130, 38.83790768808757)	(135, 38.75990903161733)	(140, 38.68741777713062)	(145, 38.585779617322444)	(150, 38.51375816330302)
CHa_47_T0_B_TWS042_10_LPART36_1	(1, 39.230809926612)	(2, 39.298607083277744)	(3, 39.463036608182776)	(4, 39.451025056243324)	(5, 39.50192279481987)	(6, 39.54529764047688)	(7, 39.50927460990653)	(8, 39.50531486728057)	(9, 39.60562801636244)	(10, 39.5183951334521)	(15, 39.61414484207445)	(20, 39.643778910774216)	(25, 39.624436760709095)	(30, 39.588449446269244)	(35, 39.5924245902876)	(40, 39.58706599346469)	(45, 39.57524729755828)	(50, 39.53824346295197)	(55, 39.533598445524134)	(60, 39.51891481914003)	(65, 39.51313136072662)	(70, 39.49333420881934)	(75, 39.46329700726011)	(80, 39.447438342738096)	(85, 39.43345591315207)	(90, 39.4016144819354)	(95, 39.390606204800044)	(100, 39.360278569917114)	(105, 39.34202972495823)	(110, 39.309504114327794)	(115, 39.316924041942784)	(120, 39.28419292472448)	(125, 39.23793731964266)	(130, 39.17167273873865)	(135, 39.095672858901544)	(140, 39.02065665525514)	(145, 38.90609976056406)	(150, 38.82110072795077)
CHa_47_T0_B_TWS042_10_LPART36_2	(1, 38.698822299951196)	(2, 38.81828936136276)	(3, 39.08087888806611)	(4, 39.1388082262163)	(5, 39.2993477717618)	(6, 39.35290875218575)	(7, 39.350607312319866)	(8, 39.384166299726374)	(9, 39.50351283311069)	(10, 39.43210255171898)	(15, 39.47155219834411)	(20, 39.469826215910686)	(25, 39.45185864659534)	(30, 39.45011006972092)	(35, 39.42623988437789)	(40, 39.403153383269014)	(45, 39.41346680036762)	(50, 39.38241512807775)	(55, 39.36591436942432)	(60, 39.3513064361254)	(65, 39.33727948077944)	(70, 39.31780759082642)	(75, 39.28118431171721)	(80, 39.266392613517645)	(85, 39.234693378989576)	(90, 39.20684864325788)	(95, 39.170976454108434)	(100, 39.11605587796184)	(105, 39.0706286047802)	(110, 39.047921708654215)	(115, 39.00392417902531)	(120, 38.92792971664801)	(125, 38.855263331920106)	(130, 38.757321784079345)	(135, 38.67452881424019)	(140, 38.59880716946124)	(145, 38.48130180092583)	(150, 38.39876220790173)
CHa_47_T0_B_TWS042_10_LPART37_1	(1, 39.19709740867913)	(2, 39.227674684960796)	(3, 39.43526905441228)	(4, 39.36852223762741)	(5, 39.443282048136844)	(6, 39.543843801431855)	(7, 39.48829050946879)	(8, 39.483597848324465)	(9, 39.53998268094645)	(10, 39.494487821333045)	(15, 39.60670721593969)	(20, 39.59808664537993)	(25, 39.58880588753333)	(30, 39.55898024380929)	(35, 39.59540142234255)	(40, 39.56493030332979)	(45, 39.56596578381417)	(50, 39.5466702069176)	(55, 39.523184094390054)	(60, 39.5177921451531)	(65, 39.476139214781455)	(70, 39.46994903275031)	(75, 39.4611444125968)	(80, 39.45722401111753)	(85, 39.438100807466164)	(90, 39.40373610677578)	(95, 39.398251990856664)	(100, 39.39457570555337)	(105, 39.349675482217016)	(110, 39.32553355881034)	(115, 39.322964626049426)	(120, 39.2560645128269)	(125, 39.22987629793688)	(130, 39.16226966472398)	(135, 39.10887775758097)	(140, 39.019490842774765)	(145, 38.94438021756862)	(150, 38.85712499141391)
CHa_47_T0_B_TWS042_10_LPART37_2	(1, 38.87940174553176)	(2, 38.88348112968583)	(3, 39.129843210825584)	(4, 39.12406859499463)	(5, 39.29980607603975)	(6, 39.40639693791259)	(7, 39.371796370497414)	(8, 39.304936532597154)	(9, 39.524188295157664)	(10, 39.442280688941366)	(15, 39.478162535536896)	(20, 39.4633332211009)	(25, 39.470416573044595)	(30, 39.452568877282594)	(35, 39.425409895524055)	(40, 39.40572960300867)	(45, 39.407780514463035)	(50, 39.378313484874646)	(55, 39.358610911340854)	(60, 39.31944731800843)	(65, 39.322765979666926)	(70, 39.2907712344181)	(75, 39.288323180202795)	(80, 39.25548077581537)	(85, 39.233929008427296)	(90, 39.20248389977793)	(95, 39.182896892016366)	(100, 39.13160300070172)	(105, 39.118670695853574)	(110, 39.08275063146595)	(115, 39.058314661401496)	(120, 39.01899545043425)	(125, 38.98222030402572)	(130, 38.9364895676357)	(135, 38.887121676130434)	(140, 38.824396288572764)	(145, 38.750527745089066)	(150, 38.70166335696968)
CHa_47_T0_B_TWS042_10_LPART38_1	(1, 39.32026572519269)	(2, 39.23703439784749)	(3, 39.45315947026973)	(4, 39.38471101424233)	(5, 39.452091219164814)	(6, 39.548128456485074)	(7, 39.482716589178864)	(8, 39.4663201596576)	(9, 39.58699522542778)	(10, 39.500443509732385)	(15, 39.60032525057062)	(20, 39.615940981112765)	(25, 39.60219455681256)	(30, 39.57933021370831)	(35, 39.58806582887865)	(40, 39.58602536421838)	(45, 39.56645848584919)	(50, 39.55087777681149)	(55, 39.52354949219647)	(60, 39.51992693957352)	(65, 39.49858746483109)	(70, 39.47609458421458)	(75, 39.47319908921883)	(80, 39.45155810787361)	(85, 39.43411715271106)	(90, 39.417977247633495)	(95, 39.39440595325329)	(100, 39.39285777885628)	(105, 39.35734053080775)	(110, 39.344250031691324)	(115, 39.32334852737303)	(120, 39.27314600145078)	(125, 39.24900295284952)	(130, 39.1743789603341)	(135, 39.128024991119815)	(140, 39.018474582603254)	(145, 38.95451067250914)	(150, 38.86736406849234)
CHa_47_T0_B_TWS042_10_LPART38_2	(1, 38.91804527715452)	(2, 38.89584412752813)	(3, 39.18009846630244)	(4, 39.138126951515666)	(5, 39.294532035835026)	(6, 39.40662911905674)	(7, 39.37219292161988)	(8, 39.39703392999973)	(9, 39.52177685033376)	(10, 39.44070889637539)	(15, 39.475206397443436)	(20, 39.47497097703556)	(25, 39.462061342559394)	(30, 39.456447316677774)	(35, 39.43767342792908)	(40, 39.420540169022956)	(45, 39.40704272022541)	(50, 39.38666496638803)	(55, 39.36087690322067)	(60, 39.33881660599417)	(65, 39.318932234167626)	(70, 39.30377039382647)	(75, 39.28503727444816)	(80, 39.25660510504329)	(85, 39.229072975889295)	(90, 39.20567649065112)	(95, 39.18045113238183)	(100, 39.15696677534167)	(105, 39.118251315211765)	(110, 39.09286482702753)	(115, 39.056659637680674)	(120, 39.01402917612908)	(125, 38.97677669167955)	(130, 38.941928228460185)	(135, 38.89145102316466)	(140, 38.830624069323264)	(145, 38.75966271106189)	(150, 38.716861811213626)
CHa_47_T0_B_TWS042_10_LPART39_1	(1, 39.374777416061576)	(2, 39.30655611748328)	(3, 39.46534090976956)	(4, 39.52039357564526)	(5, 39.54032723584892)	(6, 39.65857312528948)	(7, 39.60090827305313)	(8, 39.58285968722113)	(9, 39.672141762844646)	(10, 39.66583110964064)	(15, 39.70487111127576)	(20, 39.720929600821705)	(25, 39.718864784878)	(30, 39.69259811926076)	(35, 39.68136823823265)	(40, 39.6802588706134)	(45, 39.67191866771079)	(50, 39.66161317108261)	(55, 39.64676300090311)	(60, 39.63402350227894)	(65, 39.62646999972743)	(70, 39.616380174980186)	(75, 39.59945064675091)	(80, 39.58487125950906)	(85, 39.56575478731623)	(90, 39.548484699533056)	(95, 39.53402222718731)	(100, 39.51474521734559)	(105, 39.49324096378068)	(110, 39.468343119524334)	(115, 39.438128580295576)	(120, 39.412404251135065)	(125, 39.37604574986058)	(130, 39.32642145443452)	(135, 39.2719506261159)	(140, 39.20471670618931)	(145, 39.11656697167311)	(150, 39.04658641162861)
CHa_47_T0_B_TWS042_10_LPART39_2	(1, 38.77351300425017)	(2, 38.89674785801984)	(3, 39.187431399757195)	(4, 39.2583840596376)	(5, 39.391004755641724)	(6, 39.447955066305035)	(7, 39.433724807268625)	(8, 39.452005505686195)	(9, 39.55831617181493)	(10, 39.52243425130958)	(15, 39.54702897450346)	(20, 39.54754587776195)	(25, 39.54530966605755)	(30, 39.53552067023845)	(35, 39.52327215008904)	(40, 39.51452897543939)	(45, 39.50042230580889)	(50, 39.48757128769567)	(55, 39.47496652271605)	(60, 39.45547679273474)	(65, 39.44147622623929)	(70, 39.42377516862007)	(75, 39.40383919845483)	(80, 39.38282239580424)	(85, 39.36420147075604)	(90, 39.33988426071969)	(95, 39.31385623378626)	(100, 39.28596781381655)	(105, 39.25654425614486)	(110, 39.220647485122605)	(115, 39.18149205226148)	(120, 39.12909095306741)	(125, 39.073489992879274)	(130, 39.01487481541477)	(135, 38.93957594792612)	(140, 38.849982961637956)	(145, 38.75127434736478)	(150, 38.699386955009295)
CHa_47_T0_B_TWS042_10_LPART3_1	(1, 39.1138455987087)	(2, 39.006907857645665)	(3, 39.274336149588805)	(4, 39.3620373554264)	(5, 39.41670257557451)	(6, 39.569697364140744)	(7, 39.46043074305021)	(8, 39.40347875856261)	(9, 39.594607720891986)	(10, 39.57618719693606)	(15, 39.59692350433435)	(20, 39.6244880021294)	(25, 39.63278770878926)	(30, 39.57364566957976)	(35, 39.55216216674365)	(40, 39.55465629277012)	(45, 39.560241043442)	(50, 39.543426848995715)	(55, 39.551302928134206)	(60, 39.545981213301175)	(65, 39.536031759847546)	(70, 39.513742660560744)	(75, 39.49621311229585)	(80, 39.47144544327695)	(85, 39.45245023695644)	(90, 39.44124988880918)	(95, 39.41887747780432)	(100, 39.4059666102808)	(105, 39.383749999308215)	(110, 39.36169089171655)	(115, 39.32895036424979)	(120, 39.28410430880726)	(125, 39.24482112492301)	(130, 39.19581354414699)	(135, 39.130181864136134)	(140, 39.046077961864164)	(145, 38.96379577149064)	(150, 38.919712067394286)
CHa_47_T0_B_TWS042_10_LPART3_2	(1, 38.37619804835328)	(2, 38.390741670179324)	(3, 38.830946931411276)	(4, 38.92434698973235)	(5, 39.11795738188905)	(6, 39.20280216156241)	(7, 39.17580566050562)	(8, 39.21234042542434)	(9, 39.36260735204492)	(10, 39.31111907388832)	(15, 39.35632776016288)	(20, 39.342735143914815)	(25, 39.35188644017167)	(30, 39.34819825103332)	(35, 39.32926399220797)	(40, 39.31256793076339)	(45, 39.29541686137372)	(50, 39.28134552899986)	(55, 39.263132407726076)	(60, 39.24526049048392)	(65, 39.216848994549096)	(70, 39.19947751198198)	(75, 39.18917515857934)	(80, 39.17118757351072)	(85, 39.13104312312342)	(90, 39.11501854726663)	(95, 39.077763489979745)	(100, 39.05347401986446)	(105, 39.026435299948524)	(110, 38.98672234541911)	(115, 38.94000399825735)	(120, 38.89112406272524)	(125, 38.840511356330616)	(130, 38.78965416508748)	(135, 38.72292278939252)	(140, 38.65174297148165)	(145, 38.555311119977155)	(150, 38.49606495717649)
CHa_47_T0_B_TWS042_10_LPART40_1	(1, 38.24245940430513)	(2, 39.37215769565143)	(3, 39.49828356343143)	(4, 39.530277306030314)	(5, 39.57562704956761)	(6, 39.67070830085658)	(7, 39.62700362113668)	(8, 39.62242696685832)	(9, 39.70190576379387)	(10, 39.676729118014215)	(15, 39.7157817923751)	(20, 39.73589787358812)	(25, 39.72933241315941)	(30, 39.70573796547946)	(35, 39.69664187357911)	(40, 39.68880199152311)	(45, 39.67897366539818)	(50, 39.66529552882612)	(55, 39.648866163473755)	(60, 39.63718663208233)	(65, 39.627007270960526)	(70, 39.608673015053725)	(75, 39.589142136947686)	(80, 39.573980084285466)	(85, 39.555579260727484)	(90, 39.538887951213766)	(95, 39.52279834905907)	(100, 39.501354553364756)	(105, 39.4798270631376)	(110, 39.43280356646991)	(115, 39.41298215239363)	(120, 39.3842563720289)	(125, 39.349161842719454)	(130, 39.294081655917665)	(135, 39.24072080824527)	(140, 39.16892674012766)	(145, 39.071347659849955)	(150, 38.98905178151318)
CHa_47_T0_B_TWS042_10_LPART40_2	(1, 38.688673258679735)	(2, 38.915069388824264)	(3, 39.22253874741419)	(4, 39.31580822834897)	(5, 39.45135932838084)	(6, 39.48490389423956)	(7, 39.47676444056243)	(8, 39.49804690641436)	(9, 39.59450709972394)	(10, 39.55555160098282)	(15, 39.58622324995808)	(20, 39.5929126099265)	(25, 39.587024615413384)	(30, 39.57741566739263)	(35, 39.56463422039166)	(40, 39.553011714946074)	(45, 39.52727140399548)	(50, 39.52273580808652)	(55, 39.509727347844276)	(60, 39.49012837532824)	(65, 39.47817951874005)	(70, 39.46100479505412)	(75, 39.436538020941306)	(80, 39.41937150291247)	(85, 39.38916084323502)	(90, 39.37023669730804)	(95, 39.348423706137716)	(100, 39.30379942230283)	(105, 39.275653750656005)	(110, 39.25062769126831)	(115, 39.208856786961334)	(120, 39.16012179205383)	(125, 39.10191422570148)	(130, 39.040942608910626)	(135, 38.973454410535986)	(140, 38.8851379250918)	(145, 38.79850672861733)	(150, 38.7327879513051)
CHa_47_T0_B_TWS042_10_LPART41_1	(1, 38.57472493292824)	(2, 39.34992450035639)	(3, 39.481286507220695)	(4, 39.52186686535796)	(5, 39.56485507651287)	(6, 39.66749907446679)	(7, 39.61941999316044)	(8, 39.615724212991104)	(9, 39.6994497078841)	(10, 39.678452459381376)	(15, 39.72158633252966)	(20, 39.73229918128667)	(25, 39.7248631614105)	(30, 39.70163324304693)	(35, 39.694209474252446)	(40, 39.68789056169773)	(45, 39.680160767207404)	(50, 39.66728991843768)	(55, 39.65353345414443)	(60, 39.6418548165279)	(65, 39.63264109989468)	(70, 39.612618989104384)	(75, 39.596175818522916)	(80, 39.5793502378979)	(85, 39.56193411479083)	(90, 39.54407294911188)	(95, 39.52780905399422)	(100, 39.507135376693064)	(105, 39.483976744690956)	(110, 39.45531258234274)	(115, 39.4149646990732)	(120, 39.39126881384342)	(125, 39.359851527507544)	(130, 39.30332320816457)	(135, 39.248548781077716)	(140, 39.17993378378876)	(145, 39.080697046174144)	(150, 38.99756199422299)
CHa_47_T0_B_TWS042_10_LPART41_2	(1, 38.85603760307779)	(2, 38.91067210538781)	(3, 39.22948091365568)	(4, 39.32241424320629)	(5, 39.460020527131775)	(6, 39.49566488825189)	(7, 39.49101436025972)	(8, 39.50632217389174)	(9, 39.609461500434776)	(10, 39.57196811684986)	(15, 39.592889626694976)	(20, 39.60001338243413)	(25, 39.59347495667548)	(30, 39.58231259161554)	(35, 39.57369250526666)	(40, 39.55972626509354)	(45, 39.5438885827089)	(50, 39.530675550184206)	(55, 39.511919021674295)	(60, 39.498691128293586)	(65, 39.47029231551305)	(70, 39.4659129556403)	(75, 39.44389048160748)	(80, 39.42129328317908)	(85, 39.40114070158403)	(90, 39.37316367419885)	(95, 39.34638068404546)	(100, 39.317255404994434)	(105, 39.28288927392913)	(110, 39.246951828810225)	(115, 39.20773214264123)	(120, 39.158788763568495)	(125, 39.09922795987005)	(130, 39.03999803080664)	(135, 38.96583182566111)	(140, 38.87554950533707)	(145, 38.795864644336646)	(150, 38.73337522371518)
CHa_47_T0_B_TWS042_10_LPART4_1	(1, 39.14244071154737)	(2, 39.00631452797579)	(3, 39.095463144386756)	(4, 39.116052190543925)	(5, 39.1997483629661)	(6, 39.28566929776879)	(7, 39.18883316363607)	(8, 39.22243777685673)	(9, 39.236154512577286)	(10, 39.145139265766225)	(15, 39.46123119860827)	(20, 39.54423550426212)	(25, 39.488238436822)	(30, 39.44148714768333)	(35, 39.46766828163158)	(40, 39.45744883671277)	(45, 39.43611084988081)	(50, 39.39993446625171)	(55, 39.37799585116373)	(60, 39.36120117657544)	(65, 39.330195990289404)	(70, 39.315467038084456)	(75, 39.2916571833408)	(80, 39.267961357961084)	(85, 39.24376840165106)	(90, 39.21571474429781)	(95, 39.196817855097514)	(100, 39.18544574523266)	(105, 39.17192955199975)	(110, 39.15684063615556)	(115, 39.13252119910583)	(120, 39.10619453761456)	(125, 39.06785424628549)	(130, 39.017850677512016)	(135, 38.967357711405306)	(140, 38.91148530164851)	(145, 38.84449495380394)	(150, 38.785153140383265)
CHa_47_T0_B_TWS042_10_LPART4_2	(1, 38.825358903429404)	(2, 39.01680240090635)	(3, 39.23584086085635)	(4, 39.232591688027235)	(5, 39.39181995961096)	(6, 39.44071314544262)	(7, 39.44135644115851)	(8, 39.44886495691209)	(9, 39.571238400226875)	(10, 39.50461149571011)	(15, 39.51244696620234)	(20, 39.49685938885456)	(25, 39.49112940918199)	(30, 39.47265622971524)	(35, 39.454746166224524)	(40, 39.43351997311366)	(45, 39.39617937013293)	(50, 39.3885075495552)	(55, 39.359215737492136)	(60, 39.33060554106206)	(65, 39.30261218419347)	(70, 39.27687296870555)	(75, 39.24587522750383)	(80, 39.219258976981465)	(85, 39.1916723972591)	(90, 39.155405562903006)	(95, 39.12666010892444)	(100, 39.08104696248311)	(105, 39.034909639689666)	(110, 38.98329823709936)	(115, 38.937635907839486)	(120, 38.88007178382081)	(125, 38.83287059447736)	(130, 38.77582456587556)	(135, 38.71503448570034)	(140, 38.64142244771036)	(145, 38.54888032435091)	(150, 38.49350565861396)
