Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
CHa_47_T0_B_TWS042_10_LPART1_1	(1, 38.96021800266348)	(2, 38.84228848350315)	(3, 38.847730896695)	(4, 38.921186280011355)	(5, 38.95913472021295)	(6, 39.03017117014396)	(7, 38.907788751711486)	(8, 38.88632860955361)	(9, 38.98011368968024)	(10, 38.973232656714444)	(15, 39.292071154160496)	(20, 39.3675214349896)	(25, 39.26918399392049)	(30, 39.270597613019504)	(35, 39.27895345197355)	(40, 39.29750303460712)	(45, 39.266473243426574)	(50, 39.238480134354475)	(55, 39.238369847102476)	(60, 39.20312548553227)	(65, 39.175970868895526)	(70, 39.15757509749709)	(75, 39.137899964067444)	(80, 39.109747399947054)	(85, 39.08337568147003)	(90, 39.04351923406481)	(95, 39.03651626969707)	(100, 39.00726707596696)	(105, 38.97530015018559)	(110, 38.940318024563)	(115, 38.87408721971888)	(120, 38.880668741908025)	(125, 38.83892134392778)	(130, 38.77404727954773)	(135, 38.73614292527549)	(140, 38.66598516566576)	(145, 38.628609128249636)	(150, 38.58698647452435)
CHa_47_T0_B_TWS042_10_LPART1_2	(1, 38.478647199715475)	(2, 38.62250732112505)	(3, 38.9477687351873)	(4, 38.973024991051595)	(5, 39.159210732804326)	(6, 39.18920536442286)	(7, 39.202718556863424)	(8, 39.135052661892004)	(9, 39.37007243978417)	(10, 39.29071570492395)	(15, 39.283092978504676)	(20, 39.24019012388736)	(25, 39.22861429753043)	(30, 39.20300754363623)	(35, 39.148201902998075)	(40, 39.10956757153874)	(45, 39.071497064443705)	(50, 39.007335931548894)	(55, 38.971351943862885)	(60, 38.91387050640977)	(65, 38.88334312136975)	(70, 38.831690459170225)	(75, 38.775343945776065)	(80, 38.744422584927456)	(85, 38.688635636033084)	(90, 38.63585995023451)	(95, 38.58550142956385)	(100, 38.533427091353666)	(105, 38.51193490046656)	(110, 38.46697079684933)	(115, 38.39284640938339)	(120, 38.330590679695874)	(125, 38.27820393560437)	(130, 38.244575122261736)	(135, 38.20783542836899)	(140, 38.15648679374492)	(145, 38.104396683265435)	(150, 38.060185291930395)
CHa_47_T0_B_TWS042_10_LPART20_1	(1, 39.283166650317575)	(2, 39.307123541289855)	(3, 39.41361682157079)	(4, 39.47332040561812)	(5, 39.54894929471179)	(6, 39.656453473062)	(7, 39.61141987508717)	(8, 39.59046370967553)	(9, 39.66980580000932)	(10, 39.66353253544924)	(15, 39.70724506501898)	(20, 39.71406738642065)	(25, 39.70511395338393)	(30, 39.68000074116462)	(35, 39.67024803038338)	(40, 39.65985444299101)	(45, 39.647671683102246)	(50, 39.64072130628495)	(55, 39.631255997445365)	(60, 39.611123223253706)	(65, 39.609858396202085)	(70, 39.59847993659726)	(75, 39.5483746361991)	(80, 39.565003570267415)	(85, 39.54897296047147)	(90, 39.52802741549698)	(95, 39.52232851161705)	(100, 39.50151833668322)	(105, 39.482444778731015)	(110, 39.449632007445345)	(115, 39.41889793958459)	(120, 39.39428091861105)	(125, 39.348873825432236)	(130, 39.29840400638642)	(135, 39.24368963740105)	(140, 39.16774899468871)	(145, 39.06598915418357)	(150, 38.97617813288641)
CHa_47_T0_B_TWS042_10_LPART20_2	(1, 38.79534487728554)	(2, 38.86479324989783)	(3, 39.19091305096234)	(4, 39.2352922135325)	(5, 39.40623190774172)	(6, 39.45708523064713)	(7, 39.451303070005146)	(8, 39.48837232967313)	(9, 39.59210511017858)	(10, 39.52814570819445)	(15, 39.55460259024626)	(20, 39.56581920108055)	(25, 39.55280162467772)	(30, 39.54934005936737)	(35, 39.533192558362934)	(40, 39.52233036372279)	(45, 39.501395799872235)	(50, 39.48322079620645)	(55, 39.456433282659795)	(60, 39.448821647365406)	(65, 39.43260321354785)	(70, 39.39399801091064)	(75, 39.38802918018693)	(80, 39.37461190254106)	(85, 39.35024424442913)	(90, 39.317579996487055)	(95, 39.30021811719966)	(100, 39.26346671961811)	(105, 39.23022006951766)	(110, 39.19713436534259)	(115, 39.15053408962896)	(120, 39.08688961911078)	(125, 39.03370173852356)	(130, 38.974540237717484)	(135, 38.8914683068463)	(140, 38.800567776453946)	(145, 38.70769210455029)	(150, 38.643249140515444)
CHa_47_T0_B_TWS042_10_LPART21_1	(1, 39.211903660233894)	(2, 39.248543245009664)	(3, 39.398484414568394)	(4, 39.443152347537854)	(5, 39.507915452233625)	(6, 39.624775377110716)	(7, 39.5707991143084)	(8, 39.55526434199286)	(9, 39.62776840867008)	(10, 39.63094436605361)	(15, 39.689319757402416)	(20, 39.706289099444234)	(25, 39.69709552794815)	(30, 39.662776118622794)	(35, 39.65136787601213)	(40, 39.64347286560856)	(45, 39.634165143457054)	(50, 39.628284475779324)	(55, 39.60877719126452)	(60, 39.599482083395934)	(65, 39.59374727195005)	(70, 39.58415596734857)	(75, 39.569879970345355)	(80, 39.556967685156906)	(85, 39.53731833752353)	(90, 39.51827690069992)	(95, 39.50537699414183)	(100, 39.4505940111726)	(105, 39.4625087271534)	(110, 39.4302717572768)	(115, 39.38543026309653)	(120, 39.370954870009356)	(125, 39.33103639645556)	(130, 39.27243627121858)	(135, 39.21622007678876)	(140, 39.1160906796524)	(145, 39.02490588191722)	(150, 38.934617481145075)
CHa_47_T0_B_TWS042_10_LPART21_2	(1, 38.750284479630146)	(2, 38.843929295784804)	(3, 39.15445624020111)	(4, 39.25638767427193)	(5, 39.38729322240411)	(6, 39.44102459718358)	(7, 39.42207206561721)	(8, 39.46008311400941)	(9, 39.563119288024055)	(10, 39.50222869879765)	(15, 39.533175510004334)	(20, 39.53798924348721)	(25, 39.53459816141287)	(30, 39.52384942790675)	(35, 39.50778425111842)	(40, 39.49506972721715)	(45, 39.47215078121945)	(50, 39.4606484575829)	(55, 39.447388694089355)	(60, 39.42639093900472)	(65, 39.4087214292018)	(70, 39.384297130452964)	(75, 39.3684467533885)	(80, 39.34454772559637)	(85, 39.318240859253585)	(90, 39.29391070885996)	(95, 39.26747904386937)	(100, 39.23599796018996)	(105, 39.20237816934224)	(110, 39.1661802953884)	(115, 39.12152858259844)	(120, 39.06697647731658)	(125, 39.00425075605358)	(130, 38.9472199982797)	(135, 38.870405773581446)	(140, 38.78173478007592)	(145, 38.674255327352775)	(150, 38.62897149062304)
CHa_47_T0_B_TWS042_10_LPART22_1	(1, 39.202800041633274)	(2, 39.2849177510638)	(3, 39.4274349796537)	(4, 39.46143839864515)	(5, 39.53022557275574)	(6, 39.639906561893845)	(7, 39.576120225092865)	(8, 39.58499975550013)	(9, 39.67214603408009)	(10, 39.64929618623004)	(15, 39.69705750773498)	(20, 39.71260685541207)	(25, 39.70738784372152)	(30, 39.68456095281553)	(35, 39.66516161204545)	(40, 39.66587269816122)	(45, 39.644745968461244)	(50, 39.647976736361116)	(55, 39.63033013164474)	(60, 39.61473786891365)	(65, 39.608658186360984)	(70, 39.59249386715107)	(75, 39.57711786104777)	(80, 39.55916287215316)	(85, 39.54057649772561)	(90, 39.52432749942381)	(95, 39.50805364208734)	(100, 39.46963271056743)	(105, 39.46718202127359)	(110, 39.40894654795781)	(115, 39.384420506991646)	(120, 39.35070178965709)	(125, 39.32764919031388)	(130, 39.2351691433699)	(135, 39.209590553872786)	(140, 39.130022336451674)	(145, 39.02368171599023)	(150, 38.941326697263904)
CHa_47_T0_B_TWS042_10_LPART22_2	(1, 38.81373598804036)	(2, 38.92452712678234)	(3, 39.22553435332426)	(4, 39.30329498039494)	(5, 39.44535848097195)	(6, 39.48439780866196)	(7, 39.4799860184321)	(8, 39.502488797398485)	(9, 39.59362431761999)	(10, 39.548421475156495)	(15, 39.579050440459454)	(20, 39.58387767830938)	(25, 39.57923187994173)	(30, 39.56870758972212)	(35, 39.55527347023444)	(40, 39.541605353172095)	(45, 39.530334202453716)	(50, 39.517526913243344)	(55, 39.50025358670379)	(60, 39.484420434142535)	(65, 39.46869789678208)	(70, 39.45292241668587)	(75, 39.43317051967195)	(80, 39.4089059502344)	(85, 39.39076322915029)	(90, 39.365444783870764)	(95, 39.33757241735517)	(100, 39.30699785286316)	(105, 39.27613117577301)	(110, 39.24439430243368)	(115, 39.2009778993063)	(120, 39.14867433664727)	(125, 39.09356088533904)	(130, 39.03596377723066)	(135, 38.95602738835622)	(140, 38.86185364192343)	(145, 38.78582476307416)	(150, 38.72236597741987)
CHa_47_T0_B_TWS042_10_LPART23_1	(1, 39.17187401859929)	(2, 39.266822908992125)	(3, 39.40996707467479)	(4, 39.46331679267855)	(5, 39.53211900414071)	(6, 39.639908876340236)	(7, 39.56846307245683)	(8, 39.57346970034225)	(9, 39.69420405754895)	(10, 39.6550561963992)	(15, 39.70205451515172)	(20, 39.711224716118856)	(25, 39.702077797413345)	(30, 39.683105581185714)	(35, 39.674808040185816)	(40, 39.66148345328166)	(45, 39.65697713666645)	(50, 39.64521654614502)	(55, 39.631089569599666)	(60, 39.61975609118048)	(65, 39.607060804412576)	(70, 39.59218819248315)	(75, 39.57750096629773)	(80, 39.560956305233915)	(85, 39.53585707879645)	(90, 39.52444165141122)	(95, 39.50951997226259)	(100, 39.48748998045754)	(105, 39.46737921521899)	(110, 39.43654662883716)	(115, 39.39535991261903)	(120, 39.371940316598796)	(125, 39.33370460815639)	(130, 39.28355372499867)	(135, 39.21914003256677)	(140, 39.15682850028266)	(145, 39.052717231149934)	(150, 38.967392881585134)
CHa_47_T0_B_TWS042_10_LPART23_2	(1, 38.78588736602798)	(2, 38.87010131878558)	(3, 39.18784661984043)	(4, 39.27162389148679)	(5, 39.42785447405468)	(6, 39.46191819772091)	(7, 39.45458747359051)	(8, 39.47988758852515)	(9, 39.58420165417419)	(10, 39.54194183569461)	(15, 39.55879971379348)	(20, 39.5679673982592)	(25, 39.56951964567222)	(30, 39.55942828614743)	(35, 39.54740399253408)	(40, 39.53742418609693)	(45, 39.516342488919086)	(50, 39.489927577662804)	(55, 39.488650140227165)	(60, 39.47784977042935)	(65, 39.46341914976516)	(70, 39.44504736723276)	(75, 39.42570204587294)	(80, 39.40509356192589)	(85, 39.383735528355366)	(90, 39.35826272739997)	(95, 39.32798925105633)	(100, 39.30616373716875)	(105, 39.26683224382923)	(110, 39.24046708459518)	(115, 39.19532460267364)	(120, 39.1480374176384)	(125, 39.094981166001716)	(130, 39.036086116371564)	(135, 38.96587756899441)	(140, 38.88117859126053)	(145, 38.79690260665186)	(150, 38.732509085042885)
CHa_47_T0_B_TWS042_10_LPART24_1	(1, 39.19649485551889)	(2, 38.99232742824252)	(3, 39.154862656609204)	(4, 39.20590660594943)	(5, 39.18734519300216)	(6, 39.34567111674347)	(7, 39.21655333342097)	(8, 39.18786025683836)	(9, 39.29037654228869)	(10, 39.27624727701199)	(15, 39.53682267300185)	(20, 39.60639656010494)	(25, 39.59027704455592)	(30, 39.53465188212594)	(35, 39.547752989936996)	(40, 39.55942084365944)	(45, 39.54719048817407)	(50, 39.53867785382795)	(55, 39.53249325909571)	(60, 39.52753585625193)	(65, 39.5072856512801)	(70, 39.49205737729039)	(75, 39.4722791929521)	(80, 39.465442325151955)	(85, 39.44990008075528)	(90, 39.43352338762747)	(95, 39.41906670022683)	(100, 39.399026959626916)	(105, 39.38446207585023)	(110, 39.37042754091009)	(115, 39.351210712532605)	(120, 39.324040048912345)	(125, 39.29386510930464)	(130, 39.26066881896621)	(135, 39.21627168322747)	(140, 39.15314561311452)	(145, 39.08445873383187)	(150, 39.03344840175313)
CHa_47_T0_B_TWS042_10_LPART24_2	(1, 38.66017258867955)	(2, 38.79685458811698)	(3, 39.207164576374595)	(4, 39.21402411272399)	(5, 39.360021205589106)	(6, 39.43923841832592)	(7, 39.42983765613778)	(8, 39.43318330668164)	(9, 39.563399547586336)	(10, 39.47045147299265)	(15, 39.49726988610271)	(20, 39.50451520600733)	(25, 39.49002207866168)	(30, 39.4431216121979)	(35, 39.43623809764741)	(40, 39.41403532382489)	(45, 39.39492547268999)	(50, 39.37377258818915)	(55, 39.34086691910196)	(60, 39.31181783549688)	(65, 39.27264294215953)	(70, 39.24862589894873)	(75, 39.21518744791416)	(80, 39.185691935166034)	(85, 39.14972509815134)	(90, 39.121445420101004)	(95, 39.09197738827107)	(100, 39.06205381931698)	(105, 39.03254150166197)	(110, 39.00011703394786)	(115, 38.95274578832715)	(120, 38.89991870104241)	(125, 38.84046779755064)	(130, 38.779955146831)	(135, 38.70074618902561)	(140, 38.61900793146288)	(145, 38.536403921854955)	(150, 38.47536708614129)
CHa_47_T0_B_TWS042_10_LPART25_1	(1, 39.082899286134314)	(2, 39.18621087566498)	(3, 39.37880427671784)	(4, 39.46221261266525)	(5, 39.49163751766)	(6, 39.59964216102122)	(7, 39.50783159057553)	(8, 39.44487062493445)	(9, 39.57622123267202)	(10, 39.61509449827038)	(15, 39.66010024383384)	(20, 39.67846798022095)	(25, 39.68671986944831)	(30, 39.66525953493433)	(35, 39.65249233957072)	(40, 39.66724542331421)	(45, 39.63910874134795)	(50, 39.65659891430528)	(55, 39.64376015346439)	(60, 39.637713024232916)	(65, 39.61744453574077)	(70, 39.6190886347739)	(75, 39.594025174293165)	(80, 39.56565186893299)	(85, 39.55555109185026)	(90, 39.55126017143256)	(95, 39.54883592542522)	(100, 39.49967853786867)	(105, 39.4709949203021)	(110, 39.459753564440305)	(115, 39.453359726834364)	(120, 39.416240909942076)	(125, 39.364368250006244)	(130, 39.331266717642166)	(135, 39.25709520671857)	(140, 39.166950718297834)	(145, 39.103439949877696)	(150, 39.04960268514768)
CHa_47_T0_B_TWS042_10_LPART25_2	(1, 38.62082074885299)	(2, 38.69906143946748)	(3, 39.092826515823695)	(4, 39.17526599072348)	(5, 39.33932080051631)	(6, 39.37836889639662)	(7, 39.37790023632199)	(8, 39.39200394465062)	(9, 39.51612383283219)	(10, 39.45357065381491)	(15, 39.500776209433575)	(20, 39.50281802518774)	(25, 39.45615235894234)	(30, 39.4406949075273)	(35, 39.465810846653156)	(40, 39.48053787268783)	(45, 39.46981951225657)	(50, 39.43931900176737)	(55, 39.413662713437695)	(60, 39.40608396784154)	(65, 39.38427389934533)	(70, 39.37516946301606)	(75, 39.34570128178346)	(80, 39.32422023943802)	(85, 39.315961835300435)	(90, 39.30567736557124)	(95, 39.27632741488903)	(100, 39.24819491003898)	(105, 39.20236141151442)	(110, 39.18786272419541)	(115, 39.1484935777128)	(120, 39.08711165860572)	(125, 39.00560340820225)	(130, 38.9665662072148)	(135, 38.91970470725062)	(140, 38.82792988766455)	(145, 38.74396801619593)	(150, 38.687970084969734)
CHa_47_T0_B_TWS042_10_LPART26_1	(1, 39.045092481058184)	(2, 38.919530443350695)	(3, 38.93200724784048)	(4, 39.047093559862944)	(5, 39.030434599766245)	(6, 39.23903186812531)	(7, 39.05019986877056)	(8, 38.93239455659631)	(9, 39.122650171993975)	(10, 39.1732231113879)	(15, 39.3456004441824)	(20, 39.42549419458389)	(25, 39.39791577010721)	(30, 39.295570318798596)	(35, 39.33413347233589)	(40, 39.362332695164596)	(45, 39.35114486565203)	(50, 39.34847247467764)	(55, 39.3069057555432)	(60, 39.27304987255935)	(65, 39.280458582243874)	(70, 39.25693093603543)	(75, 39.22837068189069)	(80, 39.21614359689047)	(85, 39.19493190519474)	(90, 39.183556702253284)	(95, 39.142058107258194)	(100, 39.10645207776406)	(105, 39.07986907031454)	(110, 39.047758965771244)	(115, 39.04238011682269)	(120, 38.897773413433015)	(125, 38.92593935807814)	(130, 38.79190073103049)	(135, 38.79003953891918)	(140, 38.57087629444123)	(145, 38.54874158918561)	(150, 38.45291967745897)
CHa_47_T0_B_TWS042_10_LPART26_2	(1, 38.57077251580948)	(2, 38.68849441067024)	(3, 38.99728006312896)	(4, 39.02278012453337)	(5, 39.193261251637345)	(6, 39.24291195642737)	(7, 39.262246728988735)	(8, 39.27418176464988)	(9, 39.43990425940537)	(10, 39.35834330651736)	(15, 39.365669673650466)	(20, 39.362434422874216)	(25, 39.33373956710457)	(30, 39.308134464962485)	(35, 39.281255385211246)	(40, 39.235554362032815)	(45, 39.187650027295504)	(50, 39.170825238312474)	(55, 39.15099914171867)	(60, 39.09723992717451)	(65, 39.02450113414515)	(70, 39.00446928470492)	(75, 39.022529152798086)	(80, 38.87885469211788)	(85, 38.87660444599491)	(90, 38.82793980089983)	(95, 38.769174650267246)	(100, 38.73366335759913)	(105, 38.68014416996544)	(110, 38.62714456570467)	(115, 38.5969217039278)	(120, 38.52072165441972)	(125, 38.47069781984512)	(130, 38.40922074868617)	(135, 38.305624047535254)	(140, 38.17230964250406)	(145, 38.11115941733894)	(150, 38.099546583516236)
CHa_47_T0_B_TWS042_10_LPART27_1	(1, 39.21103421194507)	(2, 39.12070342151607)	(3, 39.288956007256566)	(4, 39.26306646191522)	(5, 39.29376937112696)	(6, 39.403065618549746)	(7, 39.23095366305968)	(8, 39.076468721206915)	(9, 39.38250747312331)	(10, 39.29561266306759)	(15, 39.40267783747408)	(20, 39.42923256201887)	(25, 39.450903063149426)	(30, 39.39885488758257)	(35, 39.38417925151721)	(40, 39.37980689951264)	(45, 39.348120252530364)	(50, 39.3657248564637)	(55, 39.32852821264069)	(60, 39.31800020651561)	(65, 39.30526506971071)	(70, 39.28406261240806)	(75, 39.25214909614478)	(80, 39.23561940630251)	(85, 39.21317917287061)	(90, 39.19005911322434)	(95, 39.162485131002725)	(100, 39.12860352670219)	(105, 39.10607120934179)	(110, 39.070570530551606)	(115, 39.04250109112193)	(120, 38.99092669318244)	(125, 38.92416687582309)	(130, 38.882152743524735)	(135, 38.78567669400982)	(140, 38.69055900859364)	(145, 38.59923957276847)	(150, 38.552654098896994)
CHa_47_T0_B_TWS042_10_LPART27_2	(1, 38.432932762803816)	(2, 38.31731525899796)	(3, 38.77935854186877)	(4, 38.84869158861885)	(5, 39.029104047096)	(6, 39.09638639051446)	(7, 38.995888727276125)	(8, 39.0318710960307)	(9, 39.263229114451875)	(10, 39.165370325578365)	(15, 39.21471493743955)	(20, 39.22772728583931)	(25, 39.20225325581827)	(30, 39.184131840832805)	(35, 39.18152189160007)	(40, 39.14999436207707)	(45, 39.12609372546699)	(50, 39.11683816484298)	(55, 39.07386426773537)	(60, 39.05466252850791)	(65, 39.024433044738245)	(70, 38.98221887814775)	(75, 38.95355459356457)	(80, 38.9365823898488)	(85, 38.886688187949574)	(90, 38.84767188409821)	(95, 38.811330948943706)	(100, 38.771444326997916)	(105, 38.75121853939908)	(110, 38.68002120879386)	(115, 38.620426340424665)	(120, 38.58275885965197)	(125, 38.527538207920614)	(130, 38.457895082891454)	(135, 38.371793083018694)	(140, 38.29553079112084)	(145, 38.196388118380106)	(150, 38.156725766086645)
CHa_47_T0_B_TWS042_10_LPART28_1	(1, 39.299868136229335)	(2, 39.34957321151065)	(3, 39.42822770404902)	(4, 39.411100214256926)	(5, 39.43835132930995)	(6, 39.533696442062165)	(7, 39.4210815267981)	(8, 39.32457315360424)	(9, 39.50388328693145)	(10, 39.44827353593539)	(15, 39.49484634861466)	(20, 39.531624719579156)	(25, 39.539288342031234)	(30, 39.48319683015332)	(35, 39.47325514924056)	(40, 39.47152280828026)	(45, 39.46912690719184)	(50, 39.472205639015634)	(55, 39.44527652496468)	(60, 39.45273288439916)	(65, 39.44306576315332)	(70, 39.396152804748)	(75, 39.38844220797392)	(80, 39.37805189724255)	(85, 39.35940972525283)	(90, 39.33834927369969)	(95, 39.31599331099585)	(100, 39.28443829299566)	(105, 39.266529718059644)	(110, 39.239203207521584)	(115, 39.20983750043511)	(120, 39.164005847843065)	(125, 39.10593305764653)	(130, 39.05818776733043)	(135, 38.9741621822969)	(140, 38.89277793338015)	(145, 38.79883255954879)	(150, 38.76371455201543)
CHa_47_T0_B_TWS042_10_LPART28_2	(1, 38.778655288986585)	(2, 38.80627581198231)	(3, 39.098378201967)	(4, 39.09933030421113)	(5, 39.273068400944645)	(6, 39.255687684152115)	(7, 39.22584519156673)	(8, 39.325807194215656)	(9, 39.493850866276354)	(10, 39.35496663142643)	(15, 39.40966845833299)	(20, 39.41017484730671)	(25, 39.40971933858319)	(30, 39.398282929671225)	(35, 39.38932193822669)	(40, 39.34522828449425)	(45, 39.317866848466096)	(50, 39.325101628162095)	(55, 39.29401035959857)	(60, 39.27284704208351)	(65, 39.24180883513543)	(70, 39.20707710444685)	(75, 39.177114171372295)	(80, 39.16441858536298)	(85, 39.12041018007205)	(90, 39.08786095125614)	(95, 39.05176109612641)	(100, 39.007309976337694)	(105, 38.991056514293675)	(110, 38.911204320033974)	(115, 38.879057597441744)	(120, 38.83071038467271)	(125, 38.78332522222665)	(130, 38.696893735359254)	(135, 38.60088719923876)	(140, 38.5444004808376)	(145, 38.445113887767945)	(150, 38.42890900046615)
CHa_47_T0_B_TWS042_10_LPART29_1	(1, 39.44371859052154)	(2, 39.39639343442646)	(3, 39.446990890527324)	(4, 39.48306905421433)	(5, 39.49892107197966)	(6, 39.59323439547788)	(7, 39.474595002069805)	(8, 39.34279981987222)	(9, 39.592121693914)	(10, 39.505695196013995)	(15, 39.55805984271991)	(20, 39.58919038929325)	(25, 39.6041594311382)	(30, 39.547763311920384)	(35, 39.51653872629409)	(40, 39.51935965062764)	(45, 39.502832488069615)	(50, 39.525896306119385)	(55, 39.51750616718761)	(60, 39.50082833670745)	(65, 39.496122682701795)	(70, 39.47476228005379)	(75, 39.4494865243188)	(80, 39.43644343735867)	(85, 39.41668176415833)	(90, 39.38849513802025)	(95, 39.37533210664969)	(100, 39.3531165160618)	(105, 39.330009996736564)	(110, 39.290544540371656)	(115, 39.26571364621748)	(120, 39.24376506948879)	(125, 39.16925957539907)	(130, 39.1131085298903)	(135, 39.01822457414304)	(140, 38.988356787215274)	(145, 38.890624001334444)	(150, 38.835901010436714)
CHa_47_T0_B_TWS042_10_LPART29_2	(1, 38.985789552349914)	(2, 39.06419670674223)	(3, 39.22001749420602)	(4, 39.24495846580146)	(5, 39.38418056679681)	(6, 39.45141861411531)	(7, 39.38360323460025)	(8, 39.427661807424975)	(9, 39.55040423625195)	(10, 39.418068332196455)	(15, 39.429074018630686)	(20, 39.464190554406514)	(25, 39.473627498117956)	(30, 39.459980205326545)	(35, 39.45983079027387)	(40, 39.42218046626856)	(45, 39.389417766843685)	(50, 39.36283211619141)	(55, 39.32633508754968)	(60, 39.3152968762928)	(65, 39.30474128113219)	(70, 39.27359124704584)	(75, 39.24675881845019)	(80, 39.24121533745847)	(85, 39.211536873208914)	(90, 39.17471252288312)	(95, 39.148157792384964)	(100, 39.091471474585525)	(105, 39.076215299955365)	(110, 39.01189065532971)	(115, 38.94631880738246)	(120, 38.94994148767809)	(125, 38.89855480513931)	(130, 38.838265791556445)	(135, 38.733737942956964)	(140, 38.670020823851765)	(145, 38.55821761880928)	(150, 38.51416575091037)
CHa_47_T0_B_TWS042_10_LPART2_1	(1, 39.064133965013525)	(2, 38.98930261768804)	(3, 39.26382998418728)	(4, 39.399337022100866)	(5, 39.440864429002936)	(6, 39.580253965794824)	(7, 39.46303522150363)	(8, 39.4454680624017)	(9, 39.6229478301849)	(10, 39.60890634629171)	(15, 39.63452698785656)	(20, 39.67006227685332)	(25, 39.67215404799055)	(30, 39.63659729391484)	(35, 39.61307562205182)	(40, 39.62038763971977)	(45, 39.61211006919186)	(50, 39.61533464833714)	(55, 39.60833007559838)	(60, 39.599901472850824)	(65, 39.588881046261896)	(70, 39.57279329225517)	(75, 39.553576663285824)	(80, 39.53716699348649)	(85, 39.52506040876225)	(90, 39.506180928368984)	(95, 39.49076404954533)	(100, 39.472708371874816)	(105, 39.45469683992318)	(110, 39.431246872814086)	(115, 39.40434243245313)	(120, 39.37049313281971)	(125, 39.32753090473314)	(130, 39.27890185296467)	(135, 39.226239947750685)	(140, 39.15194412138624)	(145, 39.06835715592289)	(150, 39.02093732466951)
CHa_47_T0_B_TWS042_10_LPART2_2	(1, 38.291669005533045)	(2, 38.456647943762604)	(3, 38.878842996219554)	(4, 38.983259773462066)	(5, 39.176856099341656)	(6, 39.248184148734744)	(7, 39.22987415619064)	(8, 39.26402191430984)	(9, 39.41585076526567)	(10, 39.36864767744871)	(15, 39.40978045118793)	(20, 39.4135154044209)	(25, 39.409659509544184)	(30, 39.40571871500292)	(35, 39.39059924904386)	(40, 39.37193463151381)	(45, 39.36085166287422)	(50, 39.3470953765465)	(55, 39.330968812368056)	(60, 39.31662376126236)	(65, 39.29631495182915)	(70, 39.28084079557671)	(75, 39.265452315655736)	(80, 39.247820377196845)	(85, 39.21948600809112)	(90, 39.199765679032524)	(95, 39.16617632405441)	(100, 39.14040627031564)	(105, 39.12025451332393)	(110, 39.08681453611046)	(115, 39.04591140016369)	(120, 39.00855667835069)	(125, 38.96530198742215)	(130, 38.9188507918205)	(135, 38.85901557701335)	(140, 38.79570288669288)	(145, 38.720940180991974)	(150, 38.670167517325844)
CHa_47_T0_B_TWS042_10_LPART30_1	(1, 39.23383513672536)	(2, 39.29555960195931)	(3, 39.4168922119219)	(4, 39.36096392570109)	(5, 39.44228934294039)	(6, 39.62485745505436)	(7, 39.54178510401319)	(8, 39.526051815473544)	(9, 39.60281254427267)	(10, 39.57275522999897)	(15, 39.609504961600884)	(20, 39.62980646086849)	(25, 39.61952888367942)	(30, 39.58022411274062)	(35, 39.56312051820059)	(40, 39.55231631615662)	(45, 39.54328412216917)	(50, 39.53546510688947)	(55, 39.527573922503066)	(60, 39.521159181381016)	(65, 39.50968950378146)	(70, 39.494197610372126)	(75, 39.473073185757876)	(80, 39.452969594719974)	(85, 39.430857669767775)	(90, 39.40842558951646)	(95, 39.38972515900875)	(100, 39.368361576597174)	(105, 39.3413761860542)	(110, 39.31511805471554)	(115, 39.300312412816766)	(120, 39.277009118114634)	(125, 39.22632380512496)	(130, 39.16258599717264)	(135, 39.09440065338187)	(140, 39.00230892262766)	(145, 38.92417413374459)	(150, 38.858785436060614)
CHa_47_T0_B_TWS042_10_LPART30_2	(1, 38.9117960687086)	(2, 39.012266027058175)	(3, 39.237781132041626)	(4, 39.285200825706895)	(5, 39.429250352600405)	(6, 39.49605724226585)	(7, 39.46977150203629)	(8, 39.49395374611304)	(9, 39.60740081541214)	(10, 39.52584104761808)	(15, 39.55126779810378)	(20, 39.552047337330585)	(25, 39.535427949020956)	(30, 39.53377467078514)	(35, 39.51513784805803)	(40, 39.49126744990623)	(45, 39.49047014806937)	(50, 39.47008430033948)	(55, 39.455852438616134)	(60, 39.436016606957004)	(65, 39.42500678695473)	(70, 39.40824928868305)	(75, 39.39291766188723)	(80, 39.36170795482492)	(85, 39.34024580882398)	(90, 39.31366753226426)	(95, 39.28597764385301)	(100, 39.25117434661877)	(105, 39.200406020511956)	(110, 39.18070961400387)	(115, 39.13236816433353)	(120, 39.070137235436945)	(125, 39.008360787483774)	(130, 38.940153065323855)	(135, 38.84309907104573)	(140, 38.75548188537533)	(145, 38.65158428750253)	(150, 38.59065714930063)
