Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
CHa_47_T0_B_TWS042_10_LPART1_1	(1, 2.076079072731926e-05)	(2, 0.0388245518141376)	(3, 0.0)	(4, 0.030576586240898335)	(5, 0.0026174205933510476)	(6, 0.0003811868492940874)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0251310152235054)	(15, 0.008660621410583186)	(20, 0.0443349027424466)	(25, 0.16422871894658872)	(30, 0.05430389103812937)	(35, 0.010805289140800705)	(40, 0.001210744339829918)	(45, 0.04580985546111156)	(50, 0.08756661140680105)	(55, 0.0032807668811316183)	(60, 0.002492106587366898)	(65, 0.0011256719266991737)	(70, 0.017885936328949453)	(75, 0.0014576572629312235)	(80, 0.013901519128715505)	(85, 0.012515978296731812)	(90, 0.06640839982841597)	(95, 0.0274131412418017)	(100, 0.01935820419347524)	(105, 0.021111538823291337)	(110, 0.03954178250010667)	(115, 0.12417690781774189)	(120, 0.0016937995502416636)	(125, 0.002927458807957074)	(130, 0.028397327599213342)	(135, 0.0007809179236889683)	(140, 0.04428901046820727)	(145, 0.00028752914676482763)	(150, 0.0)
CHa_47_T0_B_TWS042_10_LPART1_2	(1, 0.08737092924698325)	(2, 0.030222091836825088)	(3, 0.00018310080844470295)	(4, 0.010666519644886518)	(5, 0.0002616171823983991)	(6, 8.913091357367893e-05)	(7, 0.00012643789841450075)	(8, 0.1783695335052665)	(9, 7.960904714987084e-05)	(10, 0.0008032084568909321)	(15, 0.035532452350999943)	(20, 0.09841691868328416)	(25, 0.04416978421288752)	(30, 0.01852159115601554)	(35, 0.036111631583440884)	(40, 0.03850199468662683)	(45, 0.0019961890524744673)	(50, 0.04850985092885924)	(55, 0.006500968447960982)	(60, 0.061768253833540496)	(65, 0.02356199895226689)	(70, 0.04076423405275274)	(75, 0.04405049551909942)	(80, 0.02049995402577527)	(85, 0.004210069824861111)	(90, 0.00256019573710567)	(95, 0.019197706110574267)	(100, 0.037475818459247905)	(105, 0.0015780074106813223)	(110, 0.0014416417957987201)	(115, 0.03920089968213434)	(120, 0.019149160201429934)	(125, 0.03894174881923588)	(130, 0.011686139833088393)	(135, 0.019706798162289145)	(140, 0.036006547641203056)	(145, 0.017297828395534055)	(150, 0.0)
CHa_47_T0_B_TWS042_10_LPART20_1	(1, 0.02003971313093359)	(2, 0.006567142747555406)	(3, 0.08808542025105882)	(4, 0.037916594818061505)	(5, 0.0024745241421901864)	(6, 0.0005002554993720423)	(7, 0.0)	(8, 0.0)	(9, 0.0004538400406674199)	(10, 0.00017876398192766412)	(15, 4.954205557569775e-05)	(20, 0.016914663441815147)	(25, 0.018276183563817407)	(30, 0.0010646545840372783)	(35, 0.0007702065178798294)	(40, 0.0012968608093901258)	(45, 0.0010022193454880743)	(50, 0.0011975188345792601)	(55, 0.007534421567185279)	(60, 0.0007348147306175548)	(65, 0.001546053803310568)	(70, 0.0014841987579951716)	(75, 0.09555411881803666)	(80, 0.01893712035599677)	(85, 0.02014704887918803)	(90, 0.027690141111922993)	(95, 0.002780866169640695)	(100, 0.008759499580370408)	(105, 0.0031210528023966574)	(110, 0.010883780407085299)	(115, 0.0012778755974616378)	(120, 0.001011631369058734)	(125, 0.012583359786652891)	(130, 0.0003475357470508609)	(135, 0.0008685170380528144)	(140, 0.0007220182465163498)	(145, 0.001507503186219784)	(150, 0.0017205952678144083)
CHa_47_T0_B_TWS042_10_LPART20_2	(1, 0.20565593831465473)	(2, 0.13876417107065833)	(3, 0.009350458621961067)	(4, 0.13094332744371662)	(5, 0.021207513178758918)	(6, 0.009666825099173477)	(7, 0.005772116852451578)	(8, 0.001091246773920135)	(9, 0.004081498235050571)	(10, 0.010985636552575997)	(15, 0.024862214824428998)	(20, 0.0020918867044939548)	(25, 0.02167060407820983)	(30, 0.002615543330962911)	(35, 0.006741651979101814)	(40, 0.004170396731652896)	(45, 0.01319588267676674)	(50, 0.019603633449812172)	(55, 0.05632045312627406)	(60, 0.02294667463005518)	(65, 0.02212763518166319)	(70, 0.07390662577030685)	(75, 0.03755278142750659)	(80, 0.005898212181932469)	(85, 0.007773815742045857)	(90, 0.03132363347160166)	(95, 0.0063854455665012695)	(100, 0.013758508948773118)	(105, 0.015259243213931812)	(110, 0.0065348453242067735)	(115, 0.006105953592593088)	(120, 0.0298035594319827)	(125, 0.022935973288187163)	(130, 0.005320243022187618)	(135, 0.014339927034963382)	(140, 0.007432662120566881)	(145, 0.004557256686772952)	(150, 0.0016525837276291633)
CHa_47_T0_B_TWS042_10_LPART21_1	(1, 0.016472492640275616)	(2, 0.0032884869828550853)	(3, 0.015729465653550916)	(4, 0.03130383344094085)	(5, 0.0005432719276491504)	(6, 2.146980428585008e-05)	(7, 0.0)	(8, 0.0)	(9, 8.416163280053232e-06)	(10, 4.3901455803706246e-05)	(15, 2.7103480930457142e-05)	(20, 0.00029903143409331994)	(25, 0.0010243329503996216)	(30, 0.0009686832176906983)	(35, 0.001106296075241283)	(40, 0.0017073131884976557)	(45, 0.0012135763932968186)	(50, 0.0011101778158561647)	(55, 0.004199802883493992)	(60, 0.0013398875458713318)	(65, 0.0013709758224772428)	(70, 0.001521127045730764)	(75, 0.0021507591141393177)	(80, 0.002015447819608176)	(85, 0.003537708471005233)	(90, 0.002621445927458866)	(95, 0.0029822073428348622)	(100, 0.08304156169886123)	(105, 0.0040838315886635446)	(110, 0.0031625193471491453)	(115, 0.03578631635558406)	(120, 0.0010855820080662947)	(125, 0.006525102918555556)	(130, 0.0011654840316965144)	(135, 0.0008624334502408833)	(140, 0.05253245453336541)	(145, 0.002612583192249667)	(150, 0.002025890732412814)
CHa_47_T0_B_TWS042_10_LPART21_2	(1, 0.1671800414624517)	(2, 0.04335835563449138)	(3, 0.006987991898958484)	(4, 0.0008407575358338891)	(5, 0.0034322487923531373)	(6, 0.011165328779247762)	(7, 0.004033918587659799)	(8, 0.0001350021293494253)	(9, 0.00303428450011062)	(10, 0.00796333934389951)	(15, 0.004931734275363764)	(20, 0.004523155311882323)	(25, 0.0034487376020446705)	(30, 0.003007455832675022)	(35, 0.006818603731064842)	(40, 0.004564342984424297)	(45, 0.012529709077848393)	(50, 0.009657805001512514)	(55, 0.006362104164417382)	(60, 0.007071294739587583)	(65, 0.00669500636175206)	(70, 0.0073017602067136115)	(75, 0.010866262993467586)	(80, 0.005541098848526476)	(85, 0.007449884680442548)	(90, 0.007212926744500478)	(95, 0.00611724534049812)	(100, 0.007696529792078394)	(105, 0.010864579760811574)	(110, 0.0061526275779612005)	(115, 0.007660288762443879)	(120, 0.006230915072309124)	(125, 0.01826788355387554)	(130, 0.004859527029589594)	(135, 0.012573782292086387)	(140, 0.005822301757140826)	(145, 0.04143191303553063)	(150, 0.0004960383582202802)
CHa_47_T0_B_TWS042_10_LPART22_1	(1, 0.019129997529504124)	(2, 0.011420192738745472)	(3, 0.03347089372487673)	(4, 0.018363078389025424)	(5, 0.00035586796497159205)	(6, 0.0)	(7, 1.0927368422873859e-05)	(8, 1.8212280704789766e-07)	(9, 0.0)	(10, 1.1036642107102598e-05)	(15, 0.0001031907824733388)	(20, 6.862387369564784e-05)	(25, 0.00045512489481269627)	(30, 0.0010639978633352276)	(35, 0.0009148028598015899)	(40, 0.0007020834211696454)	(45, 0.034207653328508295)	(50, 0.0005017847579783676)	(55, 0.0013062940458317507)	(60, 0.00047807236850073135)	(65, 0.001181357800196893)	(70, 0.0012245573300286542)	(75, 0.0012645150738949632)	(80, 0.0014242367756759694)	(85, 0.00262573735833236)	(90, 0.0017511472143269457)	(95, 0.001962773916116603)	(100, 0.04622794071647659)	(105, 0.0029358196496121103)	(110, 0.061796271782229205)	(115, 0.035062064265492805)	(120, 0.034476320893465355)	(125, 0.0034708600321574235)	(130, 0.05969493883451056)	(135, 0.000811976322942347)	(140, 0.0006204559790507777)	(145, 0.0018767026775057664)	(150, 0.0007372331229298897)
CHa_47_T0_B_TWS042_10_LPART22_2	(1, 0.16062630576361314)	(2, 0.05232679642977377)	(3, 0.0038586359129238077)	(4, 0.005069752579792327)	(5, 0.0016349164388689773)	(6, 0.012792852335465475)	(7, 0.0014198294037454102)	(8, 0.0015864717721942366)	(9, 0.002535331596913783)	(10, 0.005557368183382368)	(15, 0.003347162221610492)	(20, 0.002257047947744596)	(25, 0.0013548844107521298)	(30, 0.003951227148026959)	(35, 0.0025666202951646123)	(40, 0.0034738832707544194)	(45, 0.005554818464083698)	(50, 0.005529430544781221)	(55, 0.0063701822712371355)	(60, 0.006380745394045913)	(65, 0.0064005239308913145)	(70, 0.004051977484885856)	(75, 0.005833211386937114)	(80, 0.004966962467494494)	(85, 0.005227616628941445)	(90, 0.0049534125306501305)	(95, 0.0040522324568157235)	(100, 0.006746375141475273)	(105, 0.0068121578993809734)	(110, 0.006805382930958791)	(115, 0.006515152025647263)	(120, 0.0051779699517401885)	(125, 0.010571828278954955)	(130, 0.0033310989900288677)	(135, 0.007848181699553645)	(140, 0.005450789916697938)	(145, 0.0038386388287099484)	(150, 0.007761527667960255)
CHa_47_T0_B_TWS042_10_LPART23_1	(1, 0.034134787936618956)	(2, 0.016897365368886925)	(3, 0.06575606998257852)	(4, 0.02261764580951343)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0419775931453721)	(9, 0.0)	(10, 0.00840137943870599)	(15, 2.8053742103115796e-05)	(20, 2.0030944918566433e-05)	(25, 0.008783556322769977)	(30, 0.000905794640569869)	(35, 0.0016997129372837653)	(40, 0.009572759923735812)	(45, 0.0007704229621020018)	(50, 0.0013330867347755436)	(55, 0.001321599547897666)	(60, 0.0013401978504618485)	(65, 0.0008039728412373901)	(70, 0.0018118497615678077)	(75, 0.0018759539949157814)	(80, 0.002491000381674157)	(85, 0.012674560861190804)	(90, 0.002404755311940251)	(95, 0.002474720354919795)	(100, 0.0028990429722454743)	(105, 0.0035188040547519126)	(110, 0.003310628096638541)	(115, 0.01961810948811863)	(120, 0.0014755434808869088)	(125, 0.002806572420280701)	(130, 0.0008728438664190411)	(135, 0.017434085290924713)	(140, 0.0005057748471831008)	(145, 0.004203007995162816)	(150, 3.803014249818855e-05)
CHa_47_T0_B_TWS042_10_LPART23_2	(1, 0.14981883469011553)	(2, 0.0677589039940071)	(3, 0.00031830708310127677)	(4, 0.00018650398649796575)	(5, 0.0005057227510974867)	(6, 0.015876933291923544)	(7, 0.001115898153850957)	(8, 0.0030039905367147905)	(9, 0.00023846983189788776)	(10, 0.0062009189265008705)	(15, 0.02934194806013492)	(20, 0.01855175471168655)	(25, 0.0036987699825053273)	(30, 0.0017260735566044273)	(35, 0.004206342144642109)	(40, 0.004434288567245978)	(45, 0.02124665917245373)	(50, 0.055981698207516695)	(55, 0.02123900104786848)	(60, 0.005745104225421555)	(65, 0.004532463640585479)	(70, 0.007177017234606774)	(75, 0.00664136528232407)	(80, 0.0055996780024301935)	(85, 0.005358889894722485)	(90, 0.007625173811100839)	(95, 0.024196261395787552)	(100, 0.005355191072643894)	(105, 0.017446744639728905)	(110, 0.005692773707422335)	(115, 0.0070507102750357355)	(120, 0.004439237695379303)	(125, 0.0074810499902498275)	(130, 0.004481643909069064)	(135, 0.0056359108299747)	(140, 0.004531551959087235)	(145, 0.004054846727676723)	(150, 0.00683135970655817)
CHa_47_T0_B_TWS042_10_LPART24_1	(1, 0.0)	(2, 0.12216570912890086)	(3, 0.002999423515440831)	(4, 0.03549809566684076)	(5, 1.8619284548147647e-05)	(6, 0.0038647905711324316)	(7, 0.0011830406951361505)	(8, 0.00024376940231497917)	(9, 0.0)	(10, 0.0001643653149804172)	(15, 1.1458021260398551e-07)	(20, 0.03285398539068488)	(25, 0.003107587236138993)	(30, 0.011861630059296092)	(35, 0.006118755223371733)	(40, 0.004436316671601112)	(45, 0.0030431358665492514)	(50, 0.0019327963163103296)	(55, 0.018000837850617634)	(60, 0.0025184157829293)	(65, 0.002896988805372868)	(70, 0.0021969037063625163)	(75, 0.010409898765603593)	(80, 0.0030123137893587793)	(85, 0.003900711467783781)	(90, 0.0019828678692182713)	(95, 0.0021074165603188035)	(100, 0.0011479218599730289)	(105, 0.009968306626227833)	(110, 0.0017580614920892517)	(115, 0.0004877679650551664)	(120, 0.0021160100762641024)	(125, 0.007270859261104806)	(130, 0.001320937981005047)	(135, 0.0015357758796375198)	(140, 0.010398498034449498)	(145, 7.791454457071015e-05)	(150, 0.0013563432666996787)
CHa_47_T0_B_TWS042_10_LPART24_2	(1, 0.10309612434521956)	(2, 0.05195897546006082)	(3, 0.00018160963697731706)	(4, 0.0019349733403498056)	(5, 0.00017072451677993842)	(6, 5.270689779783334e-05)	(7, 2.578054783589674e-06)	(8, 0.00025179001719725816)	(9, 0.0001733025715635281)	(10, 0.0027613831237560506)	(15, 0.00028117984173018046)	(20, 0.0006603830553430706)	(25, 0.0013966755015362815)	(30, 0.04730850837110286)	(35, 0.005961894912316876)	(40, 0.02021991282811902)	(45, 0.0036462861056966315)	(50, 0.0019095938232580225)	(55, 0.003978339561822981)	(60, 0.0028165534961248698)	(65, 0.02570607069770415)	(70, 0.003397417883920775)	(75, 0.006274240571875341)	(80, 0.004896241644993509)	(85, 0.01104135031726416)	(90, 0.008520986670720591)	(95, 0.004930672998881007)	(100, 0.00438538576709864)	(105, 0.002770492250658068)	(110, 0.002627725305753502)	(115, 0.0028996814403690614)	(120, 0.0024161529431802426)	(125, 0.01595443525351045)	(130, 0.0010431955456529861)	(135, 0.00937592692706523)	(140, 0.013461685438204448)	(145, 0.0015520462698272858)	(150, 9.051836795714856e-05)
CHa_47_T0_B_TWS042_10_LPART25_1	(1, 0.00015359886190778366)	(2, 0.07745343365522245)	(3, 0.00023474543046283916)	(4, 0.011330572649788644)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.016655719608156358)	(25, 0.0)	(30, 0.00010085359234699757)	(35, 0.0001014332106938194)	(40, 0.0010850455452504565)	(45, 0.016808159233370496)	(50, 0.00037791116212782997)	(55, 4.636946774574601e-06)	(60, 3.342465800005858e-05)	(65, 0.00012944809745687427)	(70, 8.597672144523739e-05)	(75, 1.0819542474007401e-05)	(80, 0.00010201282904064123)	(85, 9.66030578036375e-07)	(90, 0.0004874590296771549)	(95, 8.88748131793465e-06)	(100, 0.0001771700080118712)	(105, 0.0)	(110, 0.0)	(115, 1.1592366936436502e-06)	(120, 2.7048856185018504e-06)	(125, 0.00034313406131852045)	(130, 0.00030584528100631637)	(135, 4.4050994358458705e-05)	(140, 4.250534543360051e-05)	(145, 0.0006167139210184219)	(150, 0.000932219507805102)
CHa_47_T0_B_TWS042_10_LPART25_2	(1, 3.8641223121455e-06)	(2, 0.014104046439331077)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0001439385561274199)	(9, 0.0)	(10, 6.453084261282986e-05)	(15, 0.00018528466486737675)	(20, 3.6902368080989536e-05)	(25, 0.00014451817447424172)	(30, 0.0003692168869255026)	(35, 2.5116795028945755e-05)	(40, 5.796183468218251e-07)	(45, 0.0004070852855845285)	(50, 0.00027184100465943597)	(55, 0.008390748394708348)	(60, 0.00032516589256704386)	(65, 0.0003526011609832769)	(70, 2.8980917341091255e-06)	(75, 0.0002554184848328176)	(80, 5.796183468218251e-05)	(85, 0.00030661810546874543)	(90, 0.00011611687547997229)	(95, 3.8641223121455006e-05)	(100, 0.00022933565922583549)	(105, 0.00021252672716800253)	(110, 0.0013935957118752747)	(115, 4.095969650874231e-05)	(120, 7.612320954926637e-05)	(125, 9.467099664756477e-06)	(130, 3.2845039653236754e-06)	(135, 0.00031763085405836017)	(140, 8.655633979205921e-05)	(145, 5.332488790760791e-05)	(150, 0.00011592366936436502)
CHa_47_T0_B_TWS042_10_LPART26_1	(1, 0.0009268590388895756)	(2, 0.021574123160536078)	(3, 0.0)	(4, 0.0)	(5, 0.0001232525317672308)	(6, 0.0)	(7, 0.0)	(8, 0.0795225334962173)	(9, 0.0)	(10, 0.0)	(15, 0.0165178112973172)	(20, 6.211927601068433e-05)	(25, 0.0008292430337299288)	(30, 0.06916833480751577)	(35, 0.0002642534281089428)	(40, 0.0002553792458217022)	(45, 0.0001400148760875742)	(50, 0.0002484771040427373)	(55, 0.0004851219650358204)	(60, 0.0006014723550240862)	(65, 5.521713423171939e-05)	(70, 0.000623164800615119)	(75, 5.916121524827077e-06)	(80, 6.507733677309785e-05)	(85, 0.0004013102434341035)	(90, 0.00018339976726963942)	(95, 0.00010254610643033601)	(100, 0.00021396639514791266)	(105, 2.0706425336894772e-05)	(110, 0.0008578376210999263)	(115, 0.0)	(120, 0.0003125684205616973)	(125, 0.00015579120015377974)	(130, 0.00020213415209825847)	(135, 2.169244559103262e-05)	(140, 0.00010550416719274955)	(145, 1.873438482861908e-05)	(150, 0.0)
CHa_47_T0_B_TWS042_10_LPART26_2	(1, 0.06393848337956864)	(2, 0.013700751431245373)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00012916865329205785)	(15, 0.008433431233641)	(20, 1.577632406620554e-05)	(25, 0.00030369423827445667)	(30, 0.0003096103597992838)	(35, 0.00019325996981101788)	(40, 9.662998490550894e-05)	(45, 0.00018142772676136372)	(50, 0.00020114813184412067)	(55, 0.017224787819534036)	(60, 0.0004673736004613391)	(65, 0.00022382659768929112)	(70, 0.0001745255849823988)	(75, 0.0009603837275302624)	(80, 0.0005925981727368457)	(85, 0.0002366448609930831)	(90, 0.00014790303812067695)	(95, 0.0007069765222168357)	(100, 0.0006537314284933921)	(105, 0.00031355444081583513)	(110, 0.00020805027362308558)	(115, 0.0002583373065841157)	(120, 0.00034214902818583266)	(125, 0.0004989262485937502)	(130, 0.00011240630897171449)	(135, 1.7748364574481234e-05)	(140, 4.6342951944478774e-05)	(145, 0.0)	(150, 0.0)
CHa_47_T0_B_TWS042_10_LPART27_1	(1, 0.0011178055280849665)	(2, 0.06694096032044074)	(3, 0.0028136543258303094)	(4, 0.04567342251460996)	(5, 0.0002965038324808193)	(6, 0.0)	(7, 0.0)	(8, 2.992879060252401e-05)	(9, 0.0)	(10, 2.8536753830313593e-06)	(15, 0.015159210847532852)	(20, 0.030948944751038415)	(25, 0.00041795904085617833)	(30, 0.00030652649724073426)	(35, 0.0004407188420818187)	(40, 0.002101697118683291)	(45, 0.049433592243704735)	(50, 0.016591129473267102)	(55, 0.01727350589900465)	(60, 0.0008446879133772822)	(65, 0.0004354291023474191)	(70, 0.0012358502463684102)	(75, 0.00040167221062131645)	(80, 0.00013934288089826295)	(85, 0.00032796386353277476)	(90, 0.0010456980232844669)	(95, 0.000720657436973334)	(100, 0.017859622981943844)	(105, 0.0003111898204276392)	(110, 0.0002540467109284015)	(115, 2.92327722164188e-06)	(120, 0.0006696392892718221)	(125, 0.0004962611092930144)	(130, 0.0006954615713963254)	(135, 0.0016348079852839161)	(140, 0.001419251091107133)	(145, 0.0006258597327858045)	(150, 0.0)
CHa_47_T0_B_TWS042_10_LPART27_2	(1, 0.09244933815281056)	(2, 0.0924886631916255)	(3, 3.4800919305260475e-05)	(4, 0.0029208411572905118)	(5, 1.4616386108209402e-05)	(6, 0.0)	(7, 0.00019349311133724827)	(8, 9.431049131725589e-05)	(9, 0.0007001944964218408)	(10, 0.0007134884475964503)	(15, 0.0020161564590309607)	(20, 0.0006747202234903902)	(25, 0.0002251619479050353)	(30, 0.0002814698353409467)	(35, 0.0005258418907024858)	(40, 0.0002628165425933271)	(45, 0.000765689826554341)	(50, 0.00018896899182756438)	(55, 0.00037487550275626586)	(60, 0.017898808817081568)	(65, 0.0009347526925392964)	(70, 0.0017582816469789804)	(75, 0.0006021951076582273)	(80, 0.002250157840439532)	(85, 0.0007104259666975874)	(90, 0.0004799742790581525)	(95, 0.0003149483197126073)	(100, 0.0005142183836545288)	(105, 0.0002816090390181678)	(110, 0.00022843323431972977)	(115, 0.00036617527292995077)	(120, 0.00036158155158165636)	(125, 0.0004294433442269143)	(130, 0.0005416415080670741)	(135, 0.00037550191930376054)	(140, 0.0004178894390175678)	(145, 0.0003104242002029234)	(150, 0.0001158870612865174)
CHa_47_T0_B_TWS042_10_LPART28_1	(1, 0.00029692148206715975)	(2, 0.006545707966657024)	(3, 0.0008174073741613574)	(4, 0.000195350151550068)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 2.058297332700854e-05)	(15, 0.03185905699919198)	(20, 0.05471685193967035)	(25, 0.03437834844468417)	(30, 0.041435728706501626)	(35, 0.03431337503802005)	(40, 0.016946665953051936)	(45, 5.374144471803796e-08)	(50, 0.01689039866043215)	(55, 0.042075520605869866)	(60, 0.00016681344440478983)	(65, 0.0001305379692201142)	(70, 0.05908581642946796)	(75, 0.016947579557612145)	(80, 0.008726374568980849)	(85, 2.1442836442497146e-05)	(90, 0.0)	(95, 2.0206783213982272e-05)	(100, 0.016434026311886573)	(105, 2.2248958113267714e-05)	(110, 0.0)	(115, 0.00017422976377587905)	(120, 0.00036925746665763886)	(125, 0.0)	(130, 0.008474972090589868)	(135, 0.01709117669789874)	(140, 2.7945551253379737e-05)	(145, 0.016995516926300632)	(150, 0.0001029148666350427)
CHa_47_T0_B_TWS042_10_LPART28_2	(1, 0.007168840018162674)	(2, 0.1242655364998484)	(3, 8.061216707705693e-07)	(4, 0.0)	(5, 5.8040760295481e-05)	(6, 0.2050459142988728)	(7, 0.1651136025083583)	(8, 0.0)	(9, 0.0)	(10, 0.025203716485310158)	(15, 0.024999069063823872)	(20, 0.05154100126405789)	(25, 9.367133814354016e-05)	(30, 0.0)	(35, 0.0)	(40, 0.025176577055727553)	(45, 0.04203193629420354)	(50, 1.9346920098493663e-05)	(55, 2.9127863037176572e-05)	(60, 0.008803171093482927)	(65, 0.00028509836422919136)	(70, 0.00010162507196180979)	(75, 3.761901130262657e-07)	(80, 0.0)	(85, 3.5469353513905054e-06)	(90, 4.981831925362118e-05)	(95, 0.0)	(100, 0.008545749573283523)	(105, 6.733803023170157e-05)	(110, 0.042602509212774954)	(115, 1.9884334545674046e-05)	(120, 8.270808342106042e-05)	(125, 0.00017777669912726957)	(130, 0.03390843325206964)	(135, 0.05876213170793122)	(140, 0.0002793480296443613)	(145, 0.016904747626171866)	(150, 0.0)
CHa_47_T0_B_TWS042_10_LPART29_1	(1, 4.397488778355381e-05)	(2, 0.023292585372598228)	(3, 0.00923348186225054)	(4, 0.012519152723059465)	(5, 0.0)	(6, 0.0)	(7, 0.0007737091105313948)	(8, 0.0)	(9, 0.0)	(10, 4.978289183043828e-07)	(15, 0.0)	(20, 2.6550875642900414e-06)	(25, 8.29714863840638e-08)	(30, 6.753878991662793e-05)	(35, 0.0002702381311528958)	(40, 4.6132146429539465e-05)	(45, 0.00024011948159548063)	(50, 1.1035207689080484e-05)	(55, 2.655087564290041e-05)	(60, 1.3275437821450207e-06)	(65, 8.463091611174508e-06)	(70, 4.8123462102757006e-05)	(75, 0.0)	(80, 6.056918506036657e-06)	(85, 2.6799790102052606e-05)	(90, 0.0007766960840412211)	(95, 0.0)	(100, 6.637718910725104e-07)	(105, 7.965262692870124e-06)	(110, 0.0004397488778355381)	(115, 0.0)	(120, 0.0)	(125, 8.29714863840638e-08)	(130, 1.659429727681276e-07)	(135, 0.00015341427832413394)	(140, 0.0004286306986600736)	(145, 0.0004894487981795923)	(150, 0.0)
CHa_47_T0_B_TWS042_10_LPART29_2	(1, 0.032903172640464336)	(2, 0.06744254299242242)	(3, 7.301490801797615e-05)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 5.608872479562712e-05)	(15, 0.00013142683443235703)	(20, 0.00012586774484462477)	(25, 3.4848024281306794e-06)	(30, 0.00010802887527205105)	(35, 2.4061731051378496e-06)	(40, 0.0001023868141979347)	(45, 3.418425239023428e-05)	(50, 3.916254157327811e-05)	(55, 0.0004472992830964879)	(60, 3.8166883736669346e-06)	(65, 5.4761181013482096e-05)	(70, 0.00040465193909507916)	(75, 0.0)	(80, 6.795364734854824e-05)	(85, 0.00019423624962509333)	(90, 0.00011674088134237775)	(95, 6.787067586216418e-05)	(100, 3.451613833577054e-05)	(105, 5.808004046884466e-07)	(110, 0.0008856376456634968)	(115, 0.00039743341977966555)	(120, 0.0)	(125, 2.845921982973388e-05)	(130, 7.51721666639618e-05)	(135, 0.0)	(140, 4.480460264739445e-06)	(145, 0.00016810023141411323)	(150, 0.0)
CHa_47_T0_B_TWS042_10_LPART2_1	(1, 0.0)	(2, 0.13923439652396757)	(3, 0.02560999434637755)	(4, 0.03414771247421748)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00038875479154237407)	(15, 0.0)	(20, 0.0001714846822518926)	(25, 0.0)	(30, 0.0)	(35, 0.0)	(40, 1.2640148568935573e-06)	(45, 7.696446017529661e-05)	(50, 0.0)	(55, 1.2640148568935573e-06)	(60, 0.0)	(65, 3.2653717136416894e-05)	(70, 0.0)	(75, 0.00035799709669129753)	(80, 1.1305910664436818e-05)	(85, 8.216096569808122e-06)	(90, 0.0)	(95, 0.0)	(100, 0.0005863624475034002)	(105, 2.429717447139838e-05)	(110, 4.213382856311858e-07)	(115, 0.0004991454223777448)	(120, 0.0)	(125, 0.0)	(130, 0.0004190209250602143)	(135, 0.0)	(140, 0.0)	(145, 6.6009664748885775e-06)	(150, 0.0)
CHa_47_T0_B_TWS042_10_LPART2_2	(1, 0.06781193926567317)	(2, 0.04661125007842598)	(3, 0.0)	(4, 0.0006123449751173233)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.017300992684587752)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.0)	(35, 0.00016670951501473915)	(40, 0.008660889353339444)	(45, 0.00012899973845074806)	(50, 0.0)	(55, 0.00021396962605303718)	(60, 0.0)	(65, 0.0004275179138204432)	(70, 1.7555761901299408e-06)	(75, 0.0)	(80, 0.00010266609559879893)	(85, 0.0)	(90, 0.0003776595500207528)	(95, 5.91278060835764e-05)	(100, 0.0)	(105, 9.128996188675691e-07)	(110, 9.128996188675691e-07)	(115, 3.792044570680672e-06)	(120, 0.0)	(125, 5.5897545893737315e-05)	(130, 7.022304760519762e-08)	(135, 0.00010512390226498084)	(140, 0.0)	(145, 0.0)	(150, 0.0)
CHa_47_T0_B_TWS042_10_LPART30_1	(1, 8.56636512977426e-05)	(2, 0.06644475917717846)	(3, 0.0007180629594075482)	(4, 0.02917351230519298)	(5, 3.0234229869791505e-05)	(6, 0.0)	(7, 5.039038311631917e-06)	(8, 0.0)	(9, 0.0022373330103645714)	(10, 0.0009977295857031196)	(15, 0.0003164516059704844)	(20, 0.00040967381473567486)	(25, 0.00222927054906596)	(30, 0.01903244770303375)	(35, 0.001587800971995217)	(40, 0.007749033115627562)	(45, 0.003976305131708746)	(50, 0.003155445790743906)	(55, 0.002515487925166653)	(60, 0.003900719557034267)	(65, 0.0018518465795247295)	(70, 0.0022700867593901785)	(75, 0.0030602079666540633)	(80, 0.0028687245108120507)	(85, 0.0034300733787278456)	(90, 0.004977562044230008)	(95, 0.002294274143286012)	(100, 0.003187695635938351)	(105, 0.00510101848286499)	(110, 0.0008153163988220441)	(115, 0.0003426546051909704)	(120, 0.0002660612228541652)	(125, 0.0009196244918728249)	(130, 0.000730660555186628)	(135, 0.0012496815012847154)	(140, 0.02613849953009708)	(145, 0.0006429812885642327)	(150, 0.004472146501573326)
