Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
CHa_47_T0_B_TWS042_10_LPART41_2	(1, 0.1072525340664959)	(2, 0.050787095074706926)	(3, 0.00874779439861976)	(4, 0.0012784605535576812)	(5, 0.003120101479582894)	(6, 0.011309854012783185)	(7, 0.0020843252731807993)	(8, 0.000889108533801713)	(9, 0.004868515206307563)	(10, 0.0038150331727627206)	(15, 0.002547495617044347)	(20, 0.0026177903934618274)	(25, 0.0034603587348568123)	(30, 0.006127155804108436)	(35, 0.0037177832565159804)	(40, 0.004570599249109672)	(45, 0.0070561978783979405)	(50, 0.004102407849787732)	(55, 0.006439342129451232)	(60, 0.006527195918524373)	(65, 0.03857726825607756)	(70, 0.0071115175771325)	(75, 0.005722358900310867)	(80, 0.007760848690622957)	(85, 0.006004389530005895)	(90, 0.00682493569833776)	(95, 0.007869785040041861)	(100, 0.007480491746080727)	(105, 0.006125628933442726)	(110, 0.007591336683831766)	(115, 0.005236667214128101)	(120, 0.0064112418366226885)	(125, 0.0058456830694643405)	(130, 0.004578028062156297)	(135, 0.007099008982832647)	(140, 0.006837238752355689)	(145, 0.0034627664924450465)	(150, 0.01089642441714487)
CHa_47_T0_B_TWS042_10_LPART4_1	(1, 0.023642162673116925)	(2, 0.016106256407383498)	(3, 0.10560508988869789)	(4, 4.747887292308944e-05)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0005389431087416054)	(25, 0.004781304478129376)	(30, 0.0)	(35, 0.005612796851251439)	(40, 2.871892801201507e-05)	(45, 0.0)	(50, 1.4260205038224074e-05)	(55, 0.0)	(60, 4.334308259877851e-05)	(65, 9.422984674910015e-05)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.00028427768373183584)	(90, 0.005382350614380834)	(95, 0.00037490112131813687)	(100, 0.0009178807614162697)	(105, 1.4227118715629586e-06)	(110, 8.073062713054927e-06)	(115, 7.278990970787231e-07)	(120, 1.6543161297243707e-07)	(125, 2.3425116396897085e-05)	(130, 0.0)	(135, 1.4888845167519336e-06)	(140, 6.78269613186992e-06)	(145, 0.0)	(150, 0.0)
CHa_47_T0_B_TWS042_10_LPART4_2	(1, 0.0357140383349416)	(2, 0.017990191615913614)	(3, 0.009625307537575305)	(4, 0.0)	(5, 5.8397359379270283e-05)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0001209305090828515)	(10, 1.611303910351537e-05)	(15, 7.146645680409281e-05)	(20, 0.02659845868325697)	(25, 0.0)	(30, 2.1373764396038867e-05)	(35, 7.487434803132502e-05)	(40, 1.3234529037794965e-07)	(45, 0.026523187299354514)	(50, 1.3234529037794965e-07)	(55, 0.000499338780596004)	(60, 0.004296887629023486)	(65, 5.955538067007734e-07)	(70, 0.0)	(75, 5.2772684538207425e-05)	(80, 0.00017826910613909816)	(85, 0.0003689455832511291)	(90, 5.237564866707357e-05)	(95, 3.39134806593496e-05)	(100, 2.1903145557550666e-05)	(105, 0.0)	(110, 0.0088774904742947)	(115, 0.0)	(120, 0.01755818350179739)	(125, 0.00034929230763000357)	(130, 0.0001584503989050002)	(135, 4.1920370727215547e-05)	(140, 1.5716003232381522e-05)	(145, 0.0)	(150, 0.0)
CHa_47_T0_B_TWS042_10_LPART5_1	(1, 0.026503208706679653)	(2, 0.03828745592876835)	(3, 0.08021007259539195)	(4, 0.1598235886434517)	(5, 0.2498167939179436)	(6, 0.170874122059098)	(7, 0.34019976262659757)	(8, 8.739722574337891e-05)	(9, 0.08558753931742166)	(10, 0.07581184949883661)	(15, 0.07473331134785638)	(20, 0.15186099656189322)	(25, 0.1606461375009642)	(30, 0.28089459896125946)	(35, 0.15496932118443668)	(40, 0.08665271415065919)	(45, 0.09640469394767967)	(50, 0.0632553773056715)	(55, 0.09658388645310706)	(60, 0.018436613926486576)	(65, 0.026925703811515232)	(70, 0.03589835408878596)	(75, 0.03617495221193702)	(80, 0.03518251442464076)	(85, 0.0007369277689374779)	(90, 0.051781756739466854)	(95, 0.12147224816193027)	(100, 0.12540145827543178)	(105, 0.2009095883184834)	(110, 0.0010064495360686723)	(115, 0.20166952129264884)	(120, 0.0012037135323675183)	(125, 0.11870547753612261)	(130, 0.09732366168004457)	(135, 0.027571090034649883)	(140, 0.00015193020952615128)	(145, 0.06258518154748711)	(150, 0.302202268138723)
CHa_47_T0_B_TWS042_10_LPART5_2	(1, 0.0972774821136679)	(2, 0.363960812893945)	(3, 0.07057748868579831)	(4, 0.0007877027378290346)	(5, 0.0006622454299070874)	(6, 0.08669593348842197)	(7, 0.0005979661800055054)	(8, 0.26833753472237154)	(9, 0.0040191446780568066)	(10, 0.1253025866397279)	(15, 0.16775015051388112)	(20, 0.05444644176707555)	(25, 0.17563332389062694)	(30, 0.04491966488593832)	(35, 0.0541188431338052)	(40, 0.018243888947395693)	(45, 0.09630751387118372)	(50, 0.06190782485532246)	(55, 0.08863454491867744)	(60, 0.12825306059551744)	(65, 0.0625478826669521)	(70, 0.17180712973288875)	(75, 0.13987830125206013)	(80, 0.09916424725420012)	(85, 0.07259791519641098)	(90, 0.059234541068406754)	(95, 0.1323015820184854)	(100, 0.017096955419107905)	(105, 0.2215704334474855)	(110, 0.06018226530730657)	(115, 0.060910425161016246)	(120, 0.1065497639119711)	(125, 0.05093439834690459)	(130, 0.11027722739727275)	(135, 0.18327480164921217)	(140, 0.12672735876791924)	(145, 0.017546318122696202)	(150, 0.22135165845659244)
CHa_47_T0_B_TWS042_10_LPART6_1	(1, 0.0003427746727343766)	(2, 0.057059210875569796)	(3, 0.01209915688370409)	(4, 0.0)	(5, 0.04076571170302625)	(6, 0.0)	(7, 0.05931553218017443)	(8, 0.03674683580928141)	(9, 0.0)	(10, 7.676654785389474e-06)	(15, 1.1501608215043461e-05)	(20, 0.0005014968661019764)	(25, 0.01637762140006985)	(30, 0.0012243060726022542)	(35, 0.0013629940693348132)	(40, 0.00039621702904520654)	(45, 0.0008507445369480752)	(50, 0.019355601750353255)	(55, 0.00012745386777833045)	(60, 0.0010914223758293799)	(65, 0.0005619471790461584)	(70, 0.0007575012666279786)	(75, 0.0011157094927113787)	(80, 9.471440625457883e-05)	(85, 0.0005909151829924189)	(90, 0.0003048728614768962)	(95, 0.0001786493982983146)	(100, 0.016060070021630325)	(105, 0.00024862197292750926)	(110, 0.0001464448952961929)	(115, 0.00041411139159372754)	(120, 0.00013205451106434782)	(125, 0.010474247122179264)	(130, 0.013568580950917177)	(135, 0.00014360961513155428)	(140, 0.05823135849231313)	(145, 5.0419840663620753e-05)	(150, 0.000157010326098384)
CHa_47_T0_B_TWS042_10_LPART6_2	(1, 0.10240109151224885)	(2, 0.05711016567475505)	(3, 0.05498651408351463)	(4, 0.010357733156168267)	(5, 0.001142938881462342)	(6, 0.0)	(7, 0.00037794819553154443)	(8, 0.0)	(9, 2.1398340865197136e-06)	(10, 0.0007364773967279225)	(15, 0.000793076008316369)	(20, 0.017614418754152164)	(25, 0.00027908786073433365)	(30, 0.01704016752910852)	(35, 0.0002793820879212301)	(40, 0.00068817064222474)	(45, 0.0006616901954040585)	(50, 0.00020866057136175356)	(55, 0.00012467208346585482)	(60, 0.0005085048227353284)	(65, 0.0003132717102664861)	(70, 0.009994523067907627)	(75, 0.00040935026075122124)	(80, 0.0)	(85, 0.035651534984170216)	(90, 0.0004920815961212897)	(95, 0.001147459280970115)	(100, 0.00020432740733655115)	(105, 0.0003579407468225851)	(110, 0.00018742271805304543)	(115, 0.017448126897703503)	(120, 0.0004947831366555208)	(125, 0.00021911901045961867)	(130, 0.00018707499501398596)	(135, 0.0004330221753333456)	(140, 0.0005497501247529959)	(145, 0.019252060528491783)	(150, 0.0033539224513588362)
CHa_47_T0_B_TWS042_10_LPART7_1	(1, 4.0463150877241624e-05)	(2, 0.0286047991730615)	(3, 0.010251743906257937)	(4, 0.0018396755469750985)	(5, 0.0005354378401537537)	(6, 0.0010026033093728161)	(7, 0.1463937670703642)	(8, 0.017981382833654788)	(9, 0.0016483951973735927)	(10, 0.1057541379998056)	(15, 0.1008287867085512)	(20, 0.10736951526606336)	(25, 0.21468738483773434)	(30, 0.11076406463332997)	(35, 0.044168810376198554)	(40, 0.07932607977746314)	(45, 0.17766663284290576)	(50, 0.07063144620019975)	(55, 0.026951106981391252)	(60, 0.03710529790935242)	(65, 0.07022972803829049)	(70, 0.08567997157503378)	(75, 0.009661246753165044)	(80, 0.04523029860550254)	(85, 0.07641773563113748)	(90, 0.02627267972297385)	(95, 0.009639146515849547)	(100, 0.006992856448477944)	(105, 0.03579326184981656)	(110, 0.05129829984978415)	(115, 0.035021931196985004)	(120, 0.03438123030905824)	(125, 0.003996052497398105)	(130, 0.07041006126634557)	(135, 0.017246954574423285)	(140, 0.10038751765589357)	(145, 0.025751838044881993)	(150, 0.00210055251608546)
CHa_47_T0_B_TWS042_10_LPART7_2	(1, 0.08420690688887954)	(2, 0.01083779746969086)	(3, 0.023753488090975924)	(4, 0.0038198685815420724)	(5, 3.649040515474881e-05)	(6, 0.0011036876172006887)	(7, 0.0)	(8, 0.20739454194558904)	(9, 0.08524629488086803)	(10, 0.009577465960039583)	(15, 0.051229733201388544)	(20, 0.023708287072977785)	(25, 0.008997592223286095)	(30, 0.0051565356645573955)	(35, 0.04586523165519517)	(40, 0.05996956779665009)	(45, 0.004199309939659275)	(50, 0.0008699724577337412)	(55, 0.08589829602329432)	(60, 0.008653640726956496)	(65, 0.024823274944678005)	(70, 0.062171763747739174)	(75, 0.06669098271517045)	(80, 0.03419857228906185)	(85, 0.03469513607662735)	(90, 0.0018247851074522736)	(95, 0.000576371834968476)	(100, 0.03490077716632202)	(105, 0.030713768024529426)	(110, 0.04542225579326418)	(115, 0.04227386952206167)	(120, 0.0034226822925310686)	(125, 0.053576537096776365)	(130, 0.05431926398040597)	(135, 0.0021380728923534476)	(140, 0.02666486329514912)	(145, 0.008872818579853729)	(150, 7.356936523134841e-07)
CHa_47_T0_B_TWS042_10_LPART8_1	(1, 0.0021945808107437627)	(2, 0.002285078988506392)	(3, 0.0011953300979480632)	(4, 0.05723632667745632)	(5, 0.0)	(6, 1.1312272220328674e-05)	(7, 0.0)	(8, 0.0002601822610675595)	(9, 0.2439868580054556)	(10, 0.15678130561042322)	(15, 0.06529745186166253)	(20, 0.17597521496239557)	(25, 0.17705214327777083)	(30, 0.11956770076294865)	(35, 0.10619357839259476)	(40, 0.13980912652252342)	(45, 0.016156941336554768)	(50, 0.008961582052944376)	(55, 0.0012232337027582073)	(60, 0.00010030214702024757)	(65, 0.009673501051343725)	(70, 0.017365846161167223)	(75, 0.06119260534864592)	(80, 0.003584481990881479)	(85, 0.016655435465730586)	(90, 0.010377878534929524)	(95, 0.0009155398983652673)	(100, 0.004590520067009375)	(105, 0.00028959416884041404)	(110, 0.05067143803225891)	(115, 0.060480686350246574)	(120, 0.026116265799332128)	(125, 0.01755212157706197)	(130, 0.03424978952574845)	(135, 5.505305813893288e-05)	(140, 0.0015384690219646994)	(145, 0.0010610911342668295)	(150, 0.0008220251146772169)
CHa_47_T0_B_TWS042_10_LPART8_2	(1, 0.10408421669924413)	(2, 0.07598076174654092)	(3, 0.003197602280946238)	(4, 0.0)	(5, 0.0005580720962028812)	(6, 0.00010181044998295807)	(7, 0.0842010128933131)	(8, 0.001127456464626091)	(9, 0.1283528113692559)	(10, 0.01754910497113655)	(15, 0.00043891616214875257)	(20, 0.0011018153142600129)	(25, 0.0009977424098329892)	(30, 0.017707476782221152)	(35, 0.0009110149894771358)	(40, 0.0014592831164223989)	(45, 0.01483717624418309)	(50, 0.0006266998810062085)	(55, 0.0091161831066222)	(60, 0.00020588335440998185)	(65, 0.008944990720354559)	(70, 0.0008650117491144658)	(75, 0.0027006164547331317)	(80, 0.003455522087569732)	(85, 0.009375611216208404)	(90, 0.010317546416421106)	(95, 0.002788852178051696)	(100, 0.017527988729658602)	(105, 0.0018061927978458116)	(110, 0.026328936517074308)	(115, 0.0029645694732074674)	(120, 0.0013401271823682702)	(125, 0.010246656177173713)	(130, 0.00800758042902999)	(135, 0.031041629124063237)	(140, 0.01008375945720098)	(145, 0.009624481205055635)	(150, 0.0012179546423887204)
CHa_47_T0_B_TWS042_10_LPART9_1	(1, 0.01791643587661121)	(2, 0.08680470873350153)	(3, 0.0005901934892587601)	(4, 0.014078656294703486)	(5, 0.002703506225681437)	(6, 2.6328899856050926e-05)	(7, 0.0)	(8, 0.00034394979002702364)	(9, 8.705277871480422e-05)	(10, 0.017186349180718447)	(15, 0.0003595949397680759)	(20, 0.00010775064218545696)	(25, 0.0007097236508017796)	(30, 0.001176490910099515)	(35, 0.0005391184673414728)	(40, 0.001707908554708524)	(45, 0.0009722212604648815)	(50, 0.0013309030591974874)	(55, 0.02161974022202872)	(60, 0.001974545737065757)	(65, 0.0015706330190428715)	(70, 0.0010996348729474588)	(75, 0.0010765019667155528)	(80, 0.0026545618661802466)	(85, 0.0019977090813321783)	(90, 0.0017668365895308533)	(95, 0.0029829882586042806)	(100, 0.05794479499336945)	(105, 0.00237791057046736)	(110, 0.010865465181057224)	(115, 0.0006761504987310003)	(120, 0.0004950137553282731)	(125, 0.028326913317728263)	(130, 0.00036132990773546885)	(135, 0.000920720106064375)	(140, 0.0005848363951840029)	(145, 0.00031929498206933435)	(150, 0.005372617472360172)
CHa_47_T0_B_TWS042_10_LPART9_2	(1, 0.3092542354334791)	(2, 0.09030264766004185)	(3, 0.0015967792906918282)	(4, 0.0017864082457244262)	(5, 0.08633596300196028)	(6, 0.01720144644583822)	(7, 7.396442387306791e-05)	(8, 0.00012510032185938648)	(9, 0.0005095326977922456)	(10, 0.020198162258009064)	(15, 0.023878425011298218)	(20, 0.005924398162060162)	(25, 0.002854813695258812)	(30, 0.0022334516586560104)	(35, 0.02325316690627741)	(40, 0.008949786602744765)	(45, 0.045920949532749535)	(50, 0.03198383009854389)	(55, 0.0051059194139339075)	(60, 0.007195125227020177)	(65, 0.004748729078892571)	(70, 0.005417361383098201)	(75, 0.02908564220410026)	(80, 0.005375691713846255)	(85, 0.008145705044944421)	(90, 0.006936371495602503)	(95, 0.005793636365780862)	(100, 0.023309599022269457)	(105, 0.03145557800952452)	(110, 0.008398736425873151)	(115, 0.005302275174594469)	(120, 0.004468364342968772)	(125, 0.05122569018813978)	(130, 0.005981469476777035)	(135, 0.08222092336364936)	(140, 0.005038712233723318)	(145, 0.00447603472766672)	(150, 0.004490979802613912)
