SAMPLE_ID	GENE	REGIONS	MUTTYPES	DEPTH	N_MUTS	N_MUTATED	MUTDENSITY_MB	MUTDENSITY_MB_ADJUSTED	MUTREADSRATE_MB	MUTREADSRATE_MB_ADJUSTED
P19_0046_BTR_01	ALL_GENES	synonymous	all_types	54291358	18.0	18.0	0.3315444789574061	0.49806121371541034	0.3315444789574061	0.49806121371541034
P19_0046_BTR_01	ALL_GENES	synonymous	SNV	54291358	18.0	18.0	0.3315444789574061	0.49806121371541034	0.3315444789574061	0.49806121371541034
P19_0046_BTR_01	ALL_GENES	synonymous	DELETION-INSERTION	54291358	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	ALL_GENES	synonymous	DELETION-INSERTION-SNV	54291358	18.0	18.0	0.3315444789574061	0.49806121371541034	0.3315444789574061	0.49806121371541034
P19_0046_BTR_01	ARID1A	synonymous	all_types	5573017	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	CDKN1A	synonymous	all_types	1200845	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	CREBBP	synonymous	all_types	4809135	1.0	1.0	0.2079376020843665	0.3098393513946954	0.2079376020843665	0.3098393513946954
P19_0046_BTR_01	EP300	synonymous	all_types	5686750	3.0	3.0	0.5275420934628742	0.7881731984331116	0.5275420934628742	0.7881731984331116
P19_0046_BTR_01	FGFR3	synonymous	all_types	1718976	2.0	2.0	1.1634833761495216	1.7226667340420767	1.1634833761495216	1.7226667340420767
P19_0046_BTR_01	FOXQ1	synonymous	all_types	3993187	1.0	1.0	0.2504265390025561	0.3367372228428165	0.2504265390025561	0.3367372228428165
P19_0046_BTR_01	KDM6A	synonymous	all_types	4225025	3.0	3.0	0.7100549700889344	1.098682569730636	0.7100549700889344	1.098682569730636
P19_0046_BTR_01	KMT2C	synonymous	all_types	4509731	2.0	2.0	0.4434854318361783	0.6995911356206388	0.4434854318361783	0.6995911356206388
P19_0046_BTR_01	KMT2D	synonymous	all_types	9697619	4.0	4.0	0.4124723811071563	0.593606912908665	0.4124723811071563	0.593606912908665
P19_0046_BTR_01	NOTCH2	synonymous	all_types	4955959	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	PIK3CA	synonymous	all_types	218291	1.0	1.0	4.581040904114232	7.964425565806067	4.581040904114232	7.964425565806067
P19_0046_BTR_01	RB1	synonymous	all_types	3369014	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	RBM10	synonymous	all_types	944318	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	STAG2	synonymous	all_types	2506667	1.0	1.0	0.3989361171627504	0.6839722279916546	0.3989361171627504	0.6839722279916546
P19_0046_BTR_01	TERTpromoter	synonymous	all_types	164251	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	TP53	synonymous	all_types	718573	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	ARID1A	synonymous	SNV	5573017	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	CDKN1A	synonymous	SNV	1200845	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	CREBBP	synonymous	SNV	4809135	1.0	1.0	0.2079376020843665	0.3098393513946954	0.2079376020843665	0.3098393513946954
P19_0046_BTR_01	EP300	synonymous	SNV	5686750	3.0	3.0	0.5275420934628742	0.7881731984331116	0.5275420934628742	0.7881731984331116
P19_0046_BTR_01	FGFR3	synonymous	SNV	1718976	2.0	2.0	1.1634833761495216	1.7226667340420767	1.1634833761495216	1.7226667340420767
P19_0046_BTR_01	FOXQ1	synonymous	SNV	3993187	1.0	1.0	0.2504265390025561	0.3367372228428165	0.2504265390025561	0.3367372228428165
P19_0046_BTR_01	KDM6A	synonymous	SNV	4225025	3.0	3.0	0.7100549700889344	1.098682569730636	0.7100549700889344	1.098682569730636
P19_0046_BTR_01	KMT2C	synonymous	SNV	4509731	2.0	2.0	0.4434854318361783	0.6995911356206388	0.4434854318361783	0.6995911356206388
P19_0046_BTR_01	KMT2D	synonymous	SNV	9697619	4.0	4.0	0.4124723811071563	0.593606912908665	0.4124723811071563	0.593606912908665
P19_0046_BTR_01	NOTCH2	synonymous	SNV	4955959	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	PIK3CA	synonymous	SNV	218291	1.0	1.0	4.581040904114232	7.964425565806067	4.581040904114232	7.964425565806067
P19_0046_BTR_01	RB1	synonymous	SNV	3369014	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	RBM10	synonymous	SNV	944318	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	STAG2	synonymous	SNV	2506667	1.0	1.0	0.3989361171627504	0.6839722279916546	0.3989361171627504	0.6839722279916546
P19_0046_BTR_01	TERTpromoter	synonymous	SNV	164251	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	TP53	synonymous	SNV	718573	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	ARID1A	synonymous	DELETION-INSERTION	5573017	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	CDKN1A	synonymous	DELETION-INSERTION	1200845	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	CREBBP	synonymous	DELETION-INSERTION	4809135	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	EP300	synonymous	DELETION-INSERTION	5686750	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	FGFR3	synonymous	DELETION-INSERTION	1718976	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	FOXQ1	synonymous	DELETION-INSERTION	3993187	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	KDM6A	synonymous	DELETION-INSERTION	4225025	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	KMT2C	synonymous	DELETION-INSERTION	4509731	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	KMT2D	synonymous	DELETION-INSERTION	9697619	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	NOTCH2	synonymous	DELETION-INSERTION	4955959	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	PIK3CA	synonymous	DELETION-INSERTION	218291	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	RB1	synonymous	DELETION-INSERTION	3369014	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	RBM10	synonymous	DELETION-INSERTION	944318	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	STAG2	synonymous	DELETION-INSERTION	2506667	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	TERTpromoter	synonymous	DELETION-INSERTION	164251	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	TP53	synonymous	DELETION-INSERTION	718573	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	ARID1A	synonymous	DELETION-INSERTION-SNV	5573017	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	CDKN1A	synonymous	DELETION-INSERTION-SNV	1200845	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	CREBBP	synonymous	DELETION-INSERTION-SNV	4809135	1.0	1.0	0.2079376020843665	0.3098393513946954	0.2079376020843665	0.3098393513946954
P19_0046_BTR_01	EP300	synonymous	DELETION-INSERTION-SNV	5686750	3.0	3.0	0.5275420934628742	0.7881731984331116	0.5275420934628742	0.7881731984331116
P19_0046_BTR_01	FGFR3	synonymous	DELETION-INSERTION-SNV	1718976	2.0	2.0	1.1634833761495216	1.7226667340420767	1.1634833761495216	1.7226667340420767
P19_0046_BTR_01	FOXQ1	synonymous	DELETION-INSERTION-SNV	3993187	1.0	1.0	0.2504265390025561	0.3367372228428165	0.2504265390025561	0.3367372228428165
P19_0046_BTR_01	KDM6A	synonymous	DELETION-INSERTION-SNV	4225025	3.0	3.0	0.7100549700889344	1.098682569730636	0.7100549700889344	1.098682569730636
P19_0046_BTR_01	KMT2C	synonymous	DELETION-INSERTION-SNV	4509731	2.0	2.0	0.4434854318361783	0.6995911356206388	0.4434854318361783	0.6995911356206388
P19_0046_BTR_01	KMT2D	synonymous	DELETION-INSERTION-SNV	9697619	4.0	4.0	0.4124723811071563	0.593606912908665	0.4124723811071563	0.593606912908665
P19_0046_BTR_01	NOTCH2	synonymous	DELETION-INSERTION-SNV	4955959	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	PIK3CA	synonymous	DELETION-INSERTION-SNV	218291	1.0	1.0	4.581040904114232	7.964425565806067	4.581040904114232	7.964425565806067
P19_0046_BTR_01	RB1	synonymous	DELETION-INSERTION-SNV	3369014	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	RBM10	synonymous	DELETION-INSERTION-SNV	944318	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	STAG2	synonymous	DELETION-INSERTION-SNV	2506667	1.0	1.0	0.3989361171627504	0.6839722279916546	0.3989361171627504	0.6839722279916546
P19_0046_BTR_01	TERTpromoter	synonymous	DELETION-INSERTION-SNV	164251	0.0	0.0	0.0	0.0	0.0	0.0
P19_0046_BTR_01	TP53	synonymous	DELETION-INSERTION-SNV	718573	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	ALL_GENES	synonymous	all_types	58851273	7.0	8.0	0.1189439011795038	0.1789762268349472	0.13593588706229007	0.20454425923993966
P19_0045_BTR_01	ALL_GENES	synonymous	SNV	58851273	7.0	8.0	0.1189439011795038	0.1789762268349472	0.13593588706229007	0.20454425923993966
P19_0045_BTR_01	ALL_GENES	synonymous	DELETION-INSERTION	58851273	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	ALL_GENES	synonymous	DELETION-INSERTION-SNV	58851273	7.0	8.0	0.1189439011795038	0.1789762268349472	0.13593588706229007	0.20454425923993966
P19_0045_BTR_01	ARID1A	synonymous	all_types	5007905	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	CDKN1A	synonymous	all_types	560317	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	CREBBP	synonymous	all_types	7084616	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	EP300	synonymous	all_types	7601396	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	FGFR3	synonymous	all_types	880385	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	FOXQ1	synonymous	all_types	640303	1.0	1.0	1.5617606039640608	2.083250871319677	1.5617606039640608	2.083250871319677
P19_0045_BTR_01	KDM6A	synonymous	all_types	1667022	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	KMT2C	synonymous	all_types	4430934	1.0	2.0	0.2256860517443952	0.3513228182413834	0.4513721034887904	0.7026456364827668
P19_0045_BTR_01	KMT2D	synonymous	all_types	16173507	3.0	3.0	0.18548852762731052	0.26523761355816877	0.18548852762731052	0.26523761355816877
P19_0045_BTR_01	NOTCH2	synonymous	all_types	6256357	1.0	1.0	0.15983742615710708	0.2504558923380283	0.15983742615710708	0.2504558923380283
P19_0045_BTR_01	PIK3CA	synonymous	all_types	342435	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	RB1	synonymous	all_types	3178619	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	RBM10	synonymous	all_types	1464402	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	STAG2	synonymous	all_types	1815379	1.0	1.0	0.5508491615249488	0.9440751886655591	0.5508491615249488	0.9440751886655591
P19_0045_BTR_01	TERTpromoter	synonymous	all_types	490314	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	TP53	synonymous	all_types	1257382	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	ARID1A	synonymous	SNV	5007905	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	CDKN1A	synonymous	SNV	560317	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	CREBBP	synonymous	SNV	7084616	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	EP300	synonymous	SNV	7601396	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	FGFR3	synonymous	SNV	880385	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	FOXQ1	synonymous	SNV	640303	1.0	1.0	1.5617606039640608	2.083250871319677	1.5617606039640608	2.083250871319677
P19_0045_BTR_01	KDM6A	synonymous	SNV	1667022	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	KMT2C	synonymous	SNV	4430934	1.0	2.0	0.2256860517443952	0.3513228182413834	0.4513721034887904	0.7026456364827668
P19_0045_BTR_01	KMT2D	synonymous	SNV	16173507	3.0	3.0	0.18548852762731052	0.26523761355816877	0.18548852762731052	0.26523761355816877
P19_0045_BTR_01	NOTCH2	synonymous	SNV	6256357	1.0	1.0	0.15983742615710708	0.2504558923380283	0.15983742615710708	0.2504558923380283
P19_0045_BTR_01	PIK3CA	synonymous	SNV	342435	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	RB1	synonymous	SNV	3178619	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	RBM10	synonymous	SNV	1464402	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	STAG2	synonymous	SNV	1815379	1.0	1.0	0.5508491615249488	0.9440751886655591	0.5508491615249488	0.9440751886655591
P19_0045_BTR_01	TERTpromoter	synonymous	SNV	490314	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	TP53	synonymous	SNV	1257382	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	ARID1A	synonymous	DELETION-INSERTION	5007905	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	CDKN1A	synonymous	DELETION-INSERTION	560317	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	CREBBP	synonymous	DELETION-INSERTION	7084616	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	EP300	synonymous	DELETION-INSERTION	7601396	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	FGFR3	synonymous	DELETION-INSERTION	880385	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	FOXQ1	synonymous	DELETION-INSERTION	640303	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	KDM6A	synonymous	DELETION-INSERTION	1667022	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	KMT2C	synonymous	DELETION-INSERTION	4430934	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	KMT2D	synonymous	DELETION-INSERTION	16173507	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	NOTCH2	synonymous	DELETION-INSERTION	6256357	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	PIK3CA	synonymous	DELETION-INSERTION	342435	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	RB1	synonymous	DELETION-INSERTION	3178619	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	RBM10	synonymous	DELETION-INSERTION	1464402	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	STAG2	synonymous	DELETION-INSERTION	1815379	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	TERTpromoter	synonymous	DELETION-INSERTION	490314	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	TP53	synonymous	DELETION-INSERTION	1257382	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	ARID1A	synonymous	DELETION-INSERTION-SNV	5007905	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	CDKN1A	synonymous	DELETION-INSERTION-SNV	560317	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	CREBBP	synonymous	DELETION-INSERTION-SNV	7084616	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	EP300	synonymous	DELETION-INSERTION-SNV	7601396	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	FGFR3	synonymous	DELETION-INSERTION-SNV	880385	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	FOXQ1	synonymous	DELETION-INSERTION-SNV	640303	1.0	1.0	1.5617606039640608	2.083250871319677	1.5617606039640608	2.083250871319677
P19_0045_BTR_01	KDM6A	synonymous	DELETION-INSERTION-SNV	1667022	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	KMT2C	synonymous	DELETION-INSERTION-SNV	4430934	1.0	2.0	0.2256860517443952	0.3513228182413834	0.4513721034887904	0.7026456364827668
P19_0045_BTR_01	KMT2D	synonymous	DELETION-INSERTION-SNV	16173507	3.0	3.0	0.18548852762731052	0.26523761355816877	0.18548852762731052	0.26523761355816877
P19_0045_BTR_01	NOTCH2	synonymous	DELETION-INSERTION-SNV	6256357	1.0	1.0	0.15983742615710708	0.2504558923380283	0.15983742615710708	0.2504558923380283
P19_0045_BTR_01	PIK3CA	synonymous	DELETION-INSERTION-SNV	342435	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	RB1	synonymous	DELETION-INSERTION-SNV	3178619	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	RBM10	synonymous	DELETION-INSERTION-SNV	1464402	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	STAG2	synonymous	DELETION-INSERTION-SNV	1815379	1.0	1.0	0.5508491615249488	0.9440751886655591	0.5508491615249488	0.9440751886655591
P19_0045_BTR_01	TERTpromoter	synonymous	DELETION-INSERTION-SNV	490314	0.0	0.0	0.0	0.0	0.0	0.0
P19_0045_BTR_01	TP53	synonymous	DELETION-INSERTION-SNV	1257382	0.0	0.0	0.0	0.0	0.0	0.0
P19_0050_BDO_01	ALL_GENES	protein_affecting	all_types	390824641	913.0	1190.0	2.336086070888248	2.529396156849147	3.044843838288078	3.2968033150607723
P19_0050_BDO_01	ALL_GENES	protein_affecting	SNV	390824641	641.0	875.0	1.64012176499383	1.775841113406685	2.2388557634471162	2.424120084603509
P19_0050_BDO_01	ALL_GENES	protein_affecting	DELETION-INSERTION	390824641	265.0	307.0	0.6780534597868408	0.7341620827656341	0.7855185364323024	0.8505198468266025
P19_0050_BDO_01	ALL_GENES	protein_affecting	DELETION-INSERTION-SNV	390824641	906.0	1182.0	2.318175224780671	2.510003196172319	3.024374299879418	3.2746399314301113
P19_0050_BDO_01	ARID1A	protein_affecting	all_types	46959458	133.0	167.0	2.832230303850611	3.047179014458452	3.556259103331218	3.8261571083801615
P19_0050_BDO_01	CDKN1A	protein_affecting	all_types	1282880	7.0	7.0	5.456472935894238	5.904598557590923	5.456472935894238	5.904598557590923
P19_0050_BDO_01	CREBBP	protein_affecting	all_types	38218510	44.0	53.0	1.1512746048969467	1.2443490761905325	1.386762592262231	1.4988750235931414
P19_0050_BDO_01	EP300	protein_affecting	all_types	54018837	47.0	51.0	0.8700668620466597	0.9390060245627594	0.9441151056250989	1.0189214309085262
P19_0050_BDO_01	FGFR3	protein_affecting	all_types	2278213	0.0	0.0	0.0	0.0	0.0	0.0
P19_0050_BDO_01	FOXQ1	protein_affecting	all_types	1933985	25.0	37.0	12.926677301013193	13.77661458249143	19.131482405499526	20.389389582087315
P19_0050_BDO_01	KDM6A	protein_affecting	all_types	13999705	105.0	135.0	7.500158039044394	8.16946192370703	9.643060335914221	10.503593901909037
P19_0050_BDO_01	KMT2C	protein_affecting	all_types	37310443	19.0	20.0	0.5092408042434661	0.5534792638702486	0.5360429518352275	0.5826097514423669
P19_0050_BDO_01	KMT2D	protein_affecting	all_types	94440411	295.0	379.0	3.1236628142162575	3.3709078849447205	4.013112564704954	4.330759621674742
P19_0050_BDO_01	NOTCH2	protein_affecting	all_types	47409692	33.0	35.0	0.6960602064236148	0.7558180179854304	0.7382456734795915	0.8016251705906079
P19_0050_BDO_01	PIK3CA	protein_affecting	all_types	2410080	1.0	1.0	0.4149239859257784	0.45626064893343754	0.4149239859257784	0.45626064893343754
P19_0050_BDO_01	RB1	protein_affecting	all_types	18486147	4.0	4.0	0.21637824258348698	0.23798082786787222	0.21637824258348698	0.23798082786787222
P19_0050_BDO_01	RBM10	protein_affecting	all_types	10909534	171.0	269.0	15.67436335960821	16.963799351387642	24.657331834705314	26.685742839317406
P19_0050_BDO_01	STAG2	protein_affecting	all_types	13819405	26.0	28.0	1.881412405237418	2.0671377178826096	2.026136436409527	2.226148311565887
P19_0050_BDO_01	TERTpromoter	protein_affecting	all_types	61246	0.0	0.0	0.0	0.0	0.0	0.0
P19_0050_BDO_01	TP53	protein_affecting	all_types	7286095	3.0	4.0	0.4117431902823117	0.4445091781514256	0.5489909203764156	0.5926789042019007
P19_0050_BDO_01	ARID1A	protein_affecting	SNV	46959458	84.0	110.0	1.7887770340109121	1.9245341143948116	2.3424461159666707	2.5202232450408246
P19_0050_BDO_01	CDKN1A	protein_affecting	SNV	1282880	2.0	2.0	1.5589922673983536	1.6870281593116923	1.5589922673983536	1.6870281593116923
P19_0050_BDO_01	CREBBP	protein_affecting	SNV	38218510	43.0	51.0	1.1251092729674705	1.2160684153680204	1.334431928403279	1.4423137019481171
P19_0050_BDO_01	EP300	protein_affecting	SNV	54018837	35.0	38.0	0.6479221313113425	0.6992598055254591	0.7034583139951717	0.7591963602847841
P19_0050_BDO_01	FGFR3	protein_affecting	SNV	2278213	0.0	0.0	0.0	0.0	0.0	0.0
P19_0050_BDO_01	FOXQ1	protein_affecting	SNV	1933985	8.0	10.0	4.136536736324222	4.408516666397257	5.170670920405277	5.510645832996572
P19_0050_BDO_01	KDM6A	protein_affecting	SNV	13999705	68.0	95.0	4.857245206238274	5.2906991505912195	6.785857273421119	7.391417930973026
P19_0050_BDO_01	KMT2C	protein_affecting	SNV	37310443	16.0	17.0	0.428834361468182	0.4660878011538936	0.45563650905994335	0.4952182887260119
P19_0050_BDO_01	KMT2D	protein_affecting	SNV	94440411	219.0	294.0	2.318922563774103	2.5024705993318435	3.11307412671044	3.3594810785550773
P19_0050_BDO_01	NOTCH2	protein_affecting	SNV	47409692	26.0	28.0	0.5484110717276965	0.5954929838673088	0.5905965387836731	0.6413001364724864
P19_0050_BDO_01	PIK3CA	protein_affecting	SNV	2410080	1.0	1.0	0.4149239859257784	0.45626064893343754	0.4149239859257784	0.45626064893343754
P19_0050_BDO_01	RB1	protein_affecting	SNV	18486147	3.0	3.0	0.16228368193761525	0.17848562090090417	0.16228368193761525	0.17848562090090417
P19_0050_BDO_01	RBM10	protein_affecting	SNV	10909534	115.0	202.0	10.54123851669558	11.408403072570637	18.515914611934846	20.03910800573277
P19_0050_BDO_01	STAG2	protein_affecting	SNV	13819405	18.0	20.0	1.3025162805489818	1.4310953431494988	1.4472403117210906	1.5901059368327766
P19_0050_BDO_01	TERTpromoter	protein_affecting	SNV	61246	0.0	0.0	0.0	0.0	0.0	0.0
P19_0050_BDO_01	TP53	protein_affecting	SNV	7286095	3.0	4.0	0.4117431902823117	0.4445091781514256	0.5489909203764156	0.5926789042019007
P19_0050_BDO_01	ARID1A	protein_affecting	DELETION-INSERTION	46959458	49.0	57.0	1.0434532698396988	1.1226449000636403	1.2138129873645473	1.3059338633393367
P19_0050_BDO_01	CDKN1A	protein_affecting	DELETION-INSERTION	1282880	5.0	5.0	3.8974806684958847	4.217570398279231	3.8974806684958847	4.217570398279231
P19_0050_BDO_01	CREBBP	protein_affecting	DELETION-INSERTION	38218510	1.0	2.0	0.026165331929476055	0.028280660822512103	0.05233066385895211	0.056561321645024205
P19_0050_BDO_01	EP300	protein_affecting	DELETION-INSERTION	54018837	11.0	12.0	0.2036326698407076	0.21976736745085856	0.22214473073531738	0.23974621903730026
P19_0050_BDO_01	FGFR3	protein_affecting	DELETION-INSERTION	2278213	0.0	0.0	0.0	0.0	0.0	0.0
P19_0050_BDO_01	FOXQ1	protein_affecting	DELETION-INSERTION	1933985	17.0	27.0	8.790140564688972	9.368097916094172	13.960811485094247	14.878743749090743
P19_0050_BDO_01	KDM6A	protein_affecting	DELETION-INSERTION	13999705	37.0	40.0	2.6429128328061195	2.8787627731158105	2.8572030624931024	3.1121759709360113
P19_0050_BDO_01	KMT2C	protein_affecting	DELETION-INSERTION	37310443	3.0	3.0	0.08040644277528412	0.08739146271635505	0.08040644277528412	0.08739146271635505
P19_0050_BDO_01	KMT2D	protein_affecting	DELETION-INSERTION	94440411	72.0	80.0	0.7623855004188832	0.8227300600543046	0.8470950004654257	0.9141445111714496
P19_0050_BDO_01	NOTCH2	protein_affecting	DELETION-INSERTION	47409692	7.0	7.0	0.14764913469591828	0.1603250341181216	0.14764913469591828	0.1603250341181216
P19_0050_BDO_01	PIK3CA	protein_affecting	DELETION-INSERTION	2410080	0.0	0.0	0.0	0.0	0.0	0.0
P19_0050_BDO_01	RB1	protein_affecting	DELETION-INSERTION	18486147	1.0	1.0	0.054094560645871745	0.059495206966968056	0.054094560645871745	0.059495206966968056
P19_0050_BDO_01	RBM10	protein_affecting	DELETION-INSERTION	10909534	55.0	66.0	5.041461899289191	5.456192773838131	6.049754279147029	6.547431328605757
P19_0050_BDO_01	STAG2	protein_affecting	DELETION-INSERTION	13819405	7.0	7.0	0.5065341091023817	0.5565370778914718	0.5065341091023817	0.5565370778914718
P19_0050_BDO_01	TERTpromoter	protein_affecting	DELETION-INSERTION	61246	0.0	0.0	0.0	0.0	0.0	0.0
P19_0050_BDO_01	TP53	protein_affecting	DELETION-INSERTION	7286095	0.0	0.0	0.0	0.0	0.0	0.0
P19_0050_BDO_01	ARID1A	protein_affecting	DELETION-INSERTION-SNV	46959458	133.0	167.0	2.832230303850611	3.047179014458452	3.556259103331218	3.8261571083801615
P19_0050_BDO_01	CDKN1A	protein_affecting	DELETION-INSERTION-SNV	1282880	7.0	7.0	5.456472935894238	5.904598557590923	5.456472935894238	5.904598557590923
P19_0050_BDO_01	CREBBP	protein_affecting	DELETION-INSERTION-SNV	38218510	44.0	53.0	1.1512746048969467	1.2443490761905325	1.386762592262231	1.4988750235931414
P19_0050_BDO_01	EP300	protein_affecting	DELETION-INSERTION-SNV	54018837	46.0	50.0	0.85155480115205	0.9190271729763176	0.925603044730489	0.9989425793220843
P19_0050_BDO_01	FGFR3	protein_affecting	DELETION-INSERTION-SNV	2278213	0.0	0.0	0.0	0.0	0.0	0.0
P19_0050_BDO_01	FOXQ1	protein_affecting	DELETION-INSERTION-SNV	1933985	25.0	37.0	12.926677301013193	13.77661458249143	19.131482405499526	20.389389582087315
P19_0050_BDO_01	KDM6A	protein_affecting	DELETION-INSERTION-SNV	13999705	105.0	135.0	7.500158039044394	8.16946192370703	9.643060335914221	10.503593901909037
P19_0050_BDO_01	KMT2C	protein_affecting	DELETION-INSERTION-SNV	37310443	19.0	20.0	0.5092408042434661	0.5534792638702486	0.5360429518352275	0.5826097514423669
P19_0050_BDO_01	KMT2D	protein_affecting	DELETION-INSERTION-SNV	94440411	291.0	374.0	3.0813080641929864	3.3252006593861476	3.9601691271758654	4.273625589726527
P19_0050_BDO_01	NOTCH2	protein_affecting	DELETION-INSERTION-SNV	47409692	33.0	35.0	0.6960602064236148	0.7558180179854304	0.7382456734795915	0.8016251705906079
P19_0050_BDO_01	PIK3CA	protein_affecting	DELETION-INSERTION-SNV	2410080	1.0	1.0	0.4149239859257784	0.45626064893343754	0.4149239859257784	0.45626064893343754
