GENE	SAMPLE	Observed_synonymous	Estimated_synonymous
FOXQ1	BladderlocationTrigone_SexF	27.0	37.58436835682189
FOXQ1	BladderlocationTrigone_SexM	34.0	44.3211564150117
FOXQ1	HistoryofsmokingNo	23.0	19.51158068388096
FOXQ1	HistoryofsmokingUnknown	10.0	13.033125482406245
FOXQ1	HistoryofsmokingYes	97.0	95.99679148652896
FOXQ1	P19_0001_BDO_01	0.0	0.1585391771547514
FOXQ1	P19_0001_BTR_01	1.0	0.2019733113845119
FOXQ1	P19_0002_BDO_01	3.0	4.150135592662056
FOXQ1	P19_0002_BTR_01	0.0	2.1109302385367905
FOXQ1	P19_0003_BDO_01	1.0	0.9487699966255198
FOXQ1	P19_0004_BDO_01	5.0	1.3730853780650487
FOXQ1	P19_0004_BTR_01	4.0	1.899422478727011
FOXQ1	P19_0005_BDO_01	1.0	0.847521010790341
FOXQ1	P19_0005_BTR_01	1.0	0.7438203940732302
FOXQ1	P19_0006_BDO_01	1.0	0.2866745151618551
FOXQ1	P19_0007_BDO_01	1.0	0.3483923964694146
FOXQ1	P19_0007_BTR_01	0.0	0.4917980901959362
FOXQ1	P19_0008_BDO_01	2.0	2.045186811949247
FOXQ1	P19_0008_BTR_01	3.0	5.649487330834519
FOXQ1	P19_0009_BDO_01	2.0	0.6315741265750351
FOXQ1	P19_0009_BTR_01	6.0	11.96726303490368
FOXQ1	P19_0011_BDO_01	0.0	0.4973179104562635
FOXQ1	P19_0011_BTR_01	1.0	0.7535841449233834
FOXQ1	P19_0012_BDO_01	3.0	1.6184999178488972
FOXQ1	P19_0012_BTR_01	2.0	4.474831008761112
FOXQ1	P19_0013_BDO_01	1.0	0.967402410376932
FOXQ1	P19_0013_BTR_01	0.0	0.384632244498335
FOXQ1	P19_0014_BDO_01	4.0	1.4317349265665078
FOXQ1	P19_0014_BTR_01	2.0	0.9334333829543164
FOXQ1	P19_0015_BDO_01	1.0	0.7820381407589604
FOXQ1	P19_0015_BTR_01	1.0	1.1921187156411108
FOXQ1	P19_0016_BDO_01	2.0	0.8804293719803482
FOXQ1	P19_0016_BTR_01	1.0	1.271949472774646
FOXQ1	P19_0018_BDO_01	1.0	0.981936583117075
FOXQ1	P19_0018_BTR_01	0.0	0.5705881065732712
FOXQ1	P19_0019_BDO_01	0.0	0.6665635982612781
FOXQ1	P19_0019_BTR_01	1.0	0.7087853384566357
FOXQ1	P19_0020_BDO_01	0.0	0.5972223474577348
FOXQ1	P19_0020_BTR_01	2.0	0.6300822051932976
FOXQ1	P19_0023_BDO_01	0.0	1.2789016610083686
FOXQ1	P19_0023_BTR_01	1.0	1.6922215869677504
FOXQ1	P19_0024_BDO_01	0.0	0.8343413754691515
FOXQ1	P19_0024_BTR_01	0.0	0.4489267661822886
FOXQ1	P19_0025_BDO_01	1.0	0.3542040796801434
FOXQ1	P19_0025_BTR_01	0.0	0.4640538347497669
FOXQ1	P19_0026_BDO_01	0.0	1.169449758235147
FOXQ1	P19_0026_BTR_01	0.0	0.5590081657931165
FOXQ1	P19_0027_BTR_01	0.0	0.6344429365676809
FOXQ1	P19_0028_BDO_01	5.0	2.190209616343958
FOXQ1	P19_0028_BTR_01	3.0	1.7047358471305647
FOXQ1	P19_0029_BDO_01	0.0	0.5656286084438501
FOXQ1	P19_0029_BTR_01	2.0	1.8589860680618355
FOXQ1	P19_0030_BTR_01	0.0	0.4070175857653024
FOXQ1	P19_0031_BTR_01	4.0	4.709226545894793
FOXQ1	P19_0033_BDO_01	0.0	0.4231661911037627
FOXQ1	P19_0033_BTR_01	6.0	2.5570456447263363
FOXQ1	P19_0034_BDO_01	0.0	0.7981186300729757
FOXQ1	P19_0034_BTR_01	1.0	0.8873059425227766
FOXQ1	P19_0035_BDO_01	3.0	1.618490235345273
FOXQ1	P19_0036_BTR_01	1.0	0.3121014901776042
FOXQ1	P19_0038_BDO_01	1.0	1.6460222219718292
FOXQ1	P19_0039_BTR_01	2.0	1.0422119127006455
FOXQ1	P19_0040_BDO_01	0.0	1.1248606950791316
FOXQ1	P19_0040_BTR_01	1.0	0.5603284667635026
FOXQ1	P19_0041_BDO_01	0.0	0.5740968958737944
FOXQ1	P19_0041_BTR_01	2.0	0.8969779448876459
FOXQ1	P19_0042_BDO_01	15.0	9.892422802388024
FOXQ1	P19_0042_BTR_01	4.0	3.911223430895243
FOXQ1	P19_0043_BTR_01	4.0	4.808581024824191
FOXQ1	P19_0045_BDO_01	1.0	0.4713010267726758
FOXQ1	P19_0045_BTR_01	1.0	0.2973617024605348
FOXQ1	P19_0046_BDO_01	3.0	2.7267464322969928
FOXQ1	P19_0046_BTR_01	1.0	3.683216316993312
FOXQ1	P19_0047_BDO_01	0.0	1.0077010630547123
FOXQ1	P19_0047_BTR_01	0.0	0.5718788562901342
FOXQ1	P19_0048_BTR_01	0.0	2.1307504756738083
FOXQ1	P19_0050_BDO_01	4.0	0.9368321465779677
FOXQ1	P19_0050_BTR_01	1.0	1.5884210203605096
FOXQ1	P19_0051_BDO_01	3.0	0.6825451456291394
FOXQ1	P19_0051_BTR_01	1.0	0.7986328807625072
FOXQ1	P19_0052_BDO_01	1.0	0.2706653213511833
FOXQ1	P19_0052_BTR_01	1.0	0.4385577190640561
FOXQ1	P19_0053_BDO_01	4.0	1.0458263367926417
FOXQ1	P19_0053_BTR_01	0.0	0.8946109565174187
FOXQ1	SexF	42.0	50.471026606603175
FOXQ1	SexM	88.0	79.67750983416242
FOXQ1	all_samples	130.0	130.0
KDM6A	BladderlocationDome	42.0	43.48902383082397
KDM6A	BladderlocationDome_SexF	20.0	20.536853659810973
KDM6A	BladderlocationDome_SexM	22.0	21.945044323941325
KDM6A	BladderlocationTrigone	46.0	44.42315053694756
KDM6A	BladderlocationTrigone_SexF	21.0	21.38995921330517
KDM6A	BladderlocationTrigone_SexM	25.0	22.88995802394283
KDM6A	HistoryofsmokingNo	18.0	21.263551717235423
KDM6A	HistoryofsmokingUnknown	8.0	5.1097900988058855
KDM6A	HistoryofsmokingYes	62.0	60.30113596555323
KDM6A	P19_0001_BDO_01	0.0	0.1852648121544001
KDM6A	P19_0001_BTR_01	1.0	0.2689496622708319
KDM6A	P19_0002_BDO_01	4.0	2.610799167324559
KDM6A	P19_0002_BTR_01	3.0	4.425611959425654
KDM6A	P19_0003_BDO_01	1.0	2.2594044096754184
KDM6A	P19_0004_BDO_01	1.0	0.7356360404685921
KDM6A	P19_0004_BTR_01	0.0	0.6314829646644519
KDM6A	P19_0005_BDO_01	1.0	1.9519838539189611
KDM6A	P19_0005_BTR_01	1.0	1.8778194653275304
KDM6A	P19_0006_BDO_01	3.0	0.8660160999605094
KDM6A	P19_0007_BDO_01	1.0	0.3810313516357357
KDM6A	P19_0007_BTR_01	0.0	0.3292865066961973
KDM6A	P19_0008_BDO_01	2.0	1.66998195203722
KDM6A	P19_0008_BTR_01	2.0	2.3069680547487423
KDM6A	P19_0009_BDO_01	1.0	0.9439851345968484
KDM6A	P19_0009_BTR_01	1.0	1.7539688494743877
KDM6A	P19_0011_BDO_01	0.0	0.6277099244109098
KDM6A	P19_0011_BTR_01	1.0	0.7406573717518509
KDM6A	P19_0012_BDO_01	2.0	2.4528923168092143
KDM6A	P19_0012_BTR_01	5.0	4.053978362244688
KDM6A	P19_0013_BDO_01	0.0	0.9573677623885944
KDM6A	P19_0013_BTR_01	0.0	0.5968973639572638
KDM6A	P19_0014_BDO_01	1.0	1.2525618433622696
KDM6A	P19_0014_BTR_01	1.0	0.8393158169294951
KDM6A	P19_0015_BDO_01	1.0	1.0369368948302675
KDM6A	P19_0015_BTR_01	1.0	0.8848653843942436
KDM6A	P19_0016_BDO_01	0.0	0.7357497673113541
KDM6A	P19_0016_BTR_01	0.0	0.9157560382848776
KDM6A	P19_0018_BDO_01	0.0	1.0399142140197588
KDM6A	P19_0018_BTR_01	1.0	0.9093331058629274
KDM6A	P19_0019_BDO_01	1.0	1.0633818141445823
KDM6A	P19_0019_BTR_01	2.0	1.15367924099522
KDM6A	P19_0020_BDO_01	2.0	1.301707638976196
KDM6A	P19_0020_BTR_01	1.0	0.9049655352108176
KDM6A	P19_0023_BDO_01	3.0	1.851137007598573
KDM6A	P19_0023_BTR_01	5.0	2.4621773595470864
KDM6A	P19_0024_BDO_01	0.0	0.9239374378035397
KDM6A	P19_0024_BTR_01	0.0	0.3419327397361099
KDM6A	P19_0025_BDO_01	1.0	0.4455055969941023
KDM6A	P19_0025_BTR_01	0.0	1.1773991221707267
KDM6A	P19_0026_BDO_01	0.0	0.9500777927639024
KDM6A	P19_0026_BTR_01	0.0	0.5423317579088359
KDM6A	P19_0027_BTR_01	1.0	0.755665775287796
KDM6A	P19_0028_BDO_01	3.0	0.9472028752464844
KDM6A	P19_0028_BTR_01	1.0	0.6583596896766184
KDM6A	P19_0029_BDO_01	3.0	1.2813163283715994
KDM6A	P19_0029_BTR_01	2.0	1.1731420401565655
KDM6A	P19_0030_BTR_01	1.0	0.6827199679418172
KDM6A	P19_0031_BTR_01	2.0	0.6500962442681595
KDM6A	P19_0033_BDO_01	0.0	0.5603026698787793
KDM6A	P19_0033_BTR_01	2.0	1.1533704268656066
KDM6A	P19_0034_BDO_01	1.0	0.4976593741821397
KDM6A	P19_0034_BTR_01	0.0	0.4734446422210835
KDM6A	P19_0035_BDO_01	1.0	1.511944753774453
KDM6A	P19_0036_BTR_01	1.0	0.0979149786892182
KDM6A	P19_0038_BDO_01	1.0	2.721453972008141
KDM6A	P19_0039_BTR_01	0.0	0.9434672703572798
KDM6A	P19_0040_BDO_01	2.0	0.8201064139675399
KDM6A	P19_0040_BTR_01	1.0	0.6445787697924261
KDM6A	P19_0041_BDO_01	0.0	0.89549606242021
KDM6A	P19_0041_BTR_01	1.0	0.6380202557292907
KDM6A	P19_0042_BDO_01	2.0	1.5716492452253346
KDM6A	P19_0042_BTR_01	1.0	1.1215558574565463
KDM6A	P19_0043_BTR_01	2.0	1.4982125945973197
KDM6A	P19_0045_BDO_01	0.0	0.2513332566319317
KDM6A	P19_0045_BTR_01	0.0	0.1380554577639439
KDM6A	P19_0046_BDO_01	0.0	1.1846156321534334
KDM6A	P19_0046_BTR_01	3.0	0.9534892574722644
KDM6A	P19_0047_BDO_01	0.0	0.5761479467192681
KDM6A	P19_0047_BTR_01	0.0	0.2490130566539981
KDM6A	P19_0048_BTR_01	1.0	1.5381131330465976
KDM6A	P19_0050_BDO_01	0.0	1.4333940750182597
KDM6A	P19_0050_BTR_01	2.0	1.7355649447932704
KDM6A	P19_0051_BDO_01	3.0	0.8419400167416092
KDM6A	P19_0051_BTR_01	0.0	0.9310322429852286
KDM6A	P19_0052_BDO_01	0.0	0.2981111270222329
KDM6A	P19_0052_BTR_01	0.0	0.4554431356468526
KDM6A	P19_0053_BDO_01	1.0	1.2399294382176134
KDM6A	P19_0053_BTR_01	0.0	1.078083582112844
KDM6A	SexF	41.0	42.04480023361919
KDM6A	SexM	47.0	44.83454242498728
KDM6A	all_samples	88.0	87.99999999999999
KMT2C	BladderlocationDome	55.0	64.50896369841837
KMT2C	BladderlocationDome_SexF	19.0	21.126226382645225
KMT2C	BladderlocationDome_SexM	36.0	43.60817798545691
KMT2C	BladderlocationTrigone	75.0	65.37097418516416
KMT2C	BladderlocationTrigone_SexF	23.0	20.331670026824916
KMT2C	BladderlocationTrigone_SexM	52.0	44.93580167675811
KMT2C	HistoryofsmokingNo	30.0	27.995379418038382
KMT2C	HistoryofsmokingUnknown	6.0	5.899363804002201
KMT2C	HistoryofsmokingYes	94.0	96.48789493075276
KMT2C	P19_0001_BDO_01	0.0	0.3900397529107386
KMT2C	P19_0001_BTR_01	0.0	0.563383315744536
KMT2C	P19_0002_BDO_01	3.0	2.503602892594535
KMT2C	P19_0002_BTR_01	4.0	4.459848832380755
KMT2C	P19_0003_BDO_01	0.0	2.410298399940543
KMT2C	P19_0004_BDO_01	1.0	1.5220716808059838
KMT2C	P19_0004_BTR_01	1.0	1.365711414395987
KMT2C	P19_0005_BDO_01	3.0	1.919134096040968
KMT2C	P19_0005_BTR_01	4.0	1.8073734868920408
KMT2C	P19_0006_BDO_01	1.0	0.8922158257719907
KMT2C	P19_0007_BDO_01	2.0	0.8842701684149118
KMT2C	P19_0007_BTR_01	2.0	0.902779191446522
KMT2C	P19_0008_BDO_01	2.0	3.5853730267798296
KMT2C	P19_0008_BTR_01	5.0	4.203890649480771
KMT2C	P19_0009_BDO_01	0.0	1.022080987995554
KMT2C	P19_0009_BTR_01	1.0	1.2753542873343444
KMT2C	P19_0011_BDO_01	1.0	1.3563551969730017
KMT2C	P19_0011_BTR_01	4.0	1.5283381731154586
KMT2C	P19_0012_BDO_01	6.0	2.818970511755834
KMT2C	P19_0012_BTR_01	5.0	4.150781436906295
KMT2C	P19_0013_BDO_01	1.0	0.9737852981268807
KMT2C	P19_0013_BTR_01	2.0	0.6916167330351646
KMT2C	P19_0014_BDO_01	2.0	2.714416772314693
KMT2C	P19_0014_BTR_01	4.0	1.9017709352662835
KMT2C	P19_0015_BDO_01	1.0	1.9982661710195293
KMT2C	P19_0015_BTR_01	3.0	1.7433246565481355
KMT2C	P19_0016_BDO_01	2.0	1.246582210624379
KMT2C	P19_0016_BTR_01	1.0	1.484816079217823
KMT2C	P19_0018_BDO_01	1.0	2.0727479976923857
KMT2C	P19_0018_BTR_01	2.0	2.042634675892258
KMT2C	P19_0019_BDO_01	0.0	1.0498455854246624
KMT2C	P19_0019_BTR_01	1.0	1.1567003801559836
KMT2C	P19_0020_BDO_01	0.0	1.3767974144321904
KMT2C	P19_0020_BTR_01	1.0	1.008007550790064
KMT2C	P19_0023_BDO_01	5.0	3.400516861108261
KMT2C	P19_0023_BTR_01	8.0	4.33464031657118
KMT2C	P19_0024_BDO_01	2.0	1.7293509871541808
KMT2C	P19_0024_BTR_01	1.0	0.8228000226716304
KMT2C	P19_0025_BDO_01	1.0	0.4529561621593639
KMT2C	P19_0025_BTR_01	2.0	1.309928127002041
KMT2C	P19_0026_BDO_01	0.0	1.748280209493106
KMT2C	P19_0026_BTR_01	0.0	1.1046895990848546
KMT2C	P19_0027_BTR_01	2.0	1.6265252349054102
KMT2C	P19_0028_BDO_01	3.0	2.220764343300031
KMT2C	P19_0028_BTR_01	2.0	1.7409011449863665
KMT2C	P19_0029_BDO_01	2.0	1.2330792083374598
KMT2C	P19_0029_BTR_01	0.0	1.1383947851202267
KMT2C	P19_0030_BTR_01	1.0	0.7640901186805855
KMT2C	P19_0031_BTR_01	1.0	0.7448192812835971
KMT2C	P19_0033_BDO_01	0.0	0.5346953170110991
KMT2C	P19_0033_BTR_01	0.0	0.6985542366588255
KMT2C	P19_0034_BDO_01	1.0	1.0275516185756122
KMT2C	P19_0034_BTR_01	1.0	1.0650103760033882
KMT2C	P19_0035_BDO_01	3.0	3.2416740499878185
KMT2C	P19_0036_BTR_01	0.0	0.130054176774702
KMT2C	P19_0038_BDO_01	1.0	3.1761159768563805
KMT2C	P19_0039_BTR_01	1.0	2.1860308207040093
KMT2C	P19_0040_BDO_01	1.0	1.4704868379184068
KMT2C	P19_0040_BTR_01	0.0	1.0698123364347765
KMT2C	P19_0041_BDO_01	1.0	0.8525565205288287
KMT2C	P19_0041_BTR_01	0.0	0.642807896069229
KMT2C	P19_0042_BDO_01	0.0	1.7591628839059612
KMT2C	P19_0042_BTR_01	0.0	1.510991501364001
KMT2C	P19_0043_BTR_01	2.0	1.0550347363997308
KMT2C	P19_0045_BDO_01	1.0	0.5681515397683783
KMT2C	P19_0045_BTR_01	1.0	0.302167037913393
KMT2C	P19_0046_BDO_01	2.0	1.994483977361216
KMT2C	P19_0046_BTR_01	2.0	0.843114416798087
KMT2C	P19_0047_BDO_01	2.0	1.1221803725049826
KMT2C	P19_0047_BTR_01	0.0	0.5401597149772239
KMT2C	P19_0048_BTR_01	1.0	2.9046796935480783
KMT2C	P19_0050_BDO_01	1.0	3.3388616627156957
KMT2C	P19_0050_BTR_01	2.0	3.744560476477688
KMT2C	P19_0051_BDO_01	2.0	1.9051415586332456
KMT2C	P19_0051_BTR_01	1.0	1.9532701465531992
KMT2C	P19_0052_BDO_01	0.0	0.2923948727449216
KMT2C	P19_0052_BTR_01	0.0	0.4588275237215119
KMT2C	P19_0053_BDO_01	1.0	2.6929319406783825
KMT2C	P19_0053_BTR_01	7.0	2.3573986476010704
KMT2C	SexF	42.0	41.69598063622391
KMT2C	SexM	88.0	88.52914026928573
KMT2C	all_samples	130.0	129.99999999999997
KMT2D	BladderlocationDome	451.0	465.42144755197614
KMT2D	BladderlocationDome_SexF	161.0	156.09367704047625
KMT2D	BladderlocationDome_SexM	290.0	310.51947049841505
KMT2D	BladderlocationTrigone	526.0	511.62566543703576
KMT2D	BladderlocationTrigone_SexF	170.0	173.8483760343543
KMT2D	BladderlocationTrigone_SexM	356.0	337.3243221261514
KMT2D	HistoryofsmokingNo	184.0	198.70095311827777
KMT2D	HistoryofsmokingUnknown	38.0	44.85766297610435
KMT2D	HistoryofsmokingYes	755.0	736.400271470374
KMT2D	P19_0001_BDO_01	2.0	2.428026881793649
KMT2D	P19_0001_BTR_01	2.0	3.312219783360388
KMT2D	P19_0002_BDO_01	20.0	20.12522339413889
KMT2D	P19_0002_BTR_01	21.0	32.33930916749317
KMT2D	P19_0003_BDO_01	20.0	14.591109462114494
KMT2D	P19_0004_BDO_01	15.0	16.107741351514125
KMT2D	P19_0004_BTR_01	24.0	18.00475161438215
KMT2D	P19_0005_BDO_01	9.0	12.004377490101067
KMT2D	P19_0005_BTR_01	9.0	10.757755397125454
KMT2D	P19_0006_BDO_01	5.0	5.154172064970084
KMT2D	P19_0007_BDO_01	2.0	4.383220078932304
KMT2D	P19_0007_BTR_01	6.0	6.663625173288441
KMT2D	P19_0008_BDO_01	32.0	25.11050844318634
KMT2D	P19_0008_BTR_01	60.0	52.66965959124609
KMT2D	P19_0009_BDO_01	7.0	10.321084568906617
KMT2D	P19_0009_BTR_01	33.0	29.19826612878446
KMT2D	P19_0011_BDO_01	9.0	9.648582365828888
KMT2D	P19_0011_BTR_01	7.0	10.517641204007742
KMT2D	P19_0012_BDO_01	19.0	19.71368426389131
KMT2D	P19_0012_BTR_01	31.0	33.676111641476695
KMT2D	P19_0013_BDO_01	11.0	8.026015957962763
KMT2D	P19_0013_BTR_01	3.0	4.692091807802447
KMT2D	P19_0014_BDO_01	10.0	17.532605357842307
KMT2D	P19_0014_BTR_01	9.0	13.432859364000302
KMT2D	P19_0015_BDO_01	15.0	12.829905227355551
KMT2D	P19_0015_BTR_01	11.0	13.035481651336074
KMT2D	P19_0016_BDO_01	8.0	7.757450271713882
KMT2D	P19_0016_BTR_01	9.0	8.210919696719571
KMT2D	P19_0018_BDO_01	16.0	13.849035752927696
KMT2D	P19_0018_BTR_01	11.0	12.645317060709976
KMT2D	P19_0019_BDO_01	13.0	8.179863555233304
KMT2D	P19_0019_BTR_01	10.0	9.060246325303376
KMT2D	P19_0020_BDO_01	6.0	9.08465716547729
KMT2D	P19_0020_BTR_01	7.0	7.424121216228698
KMT2D	P19_0023_BDO_01	22.0	24.793122715988307
KMT2D	P19_0023_BTR_01	30.0	31.983776422967065
KMT2D	P19_0024_BDO_01	10.0	12.4541800953564
KMT2D	P19_0024_BTR_01	8.0	8.714794318209789
KMT2D	P19_0025_BDO_01	1.0	3.377628916374418
KMT2D	P19_0025_BTR_01	11.0	8.63069883645884
KMT2D	P19_0026_BDO_01	19.0	14.898073553950024
KMT2D	P19_0026_BTR_01	13.0	9.035620952155377
KMT2D	P19_0027_BTR_01	9.0	9.47293909722328
KMT2D	P19_0028_BDO_01	17.0	18.24852859599404
KMT2D	P19_0028_BTR_01	18.0	14.806714978014076
KMT2D	P19_0029_BDO_01	9.0	8.339012262726735
KMT2D	P19_0029_BTR_01	18.0	14.411905477067103
KMT2D	P19_0030_BTR_01	5.0	5.141098514106735
KMT2D	P19_0031_BTR_01	4.0	7.303077555592908
KMT2D	P19_0033_BDO_01	4.0	4.206774167812443
KMT2D	P19_0033_BTR_01	2.0	2.805219827589021
KMT2D	P19_0034_BDO_01	5.0	9.049192527194744
KMT2D	P19_0034_BTR_01	9.0	9.660329890689148
KMT2D	P19_0035_BDO_01	20.0	22.88185415187731
KMT2D	P19_0036_BTR_01	0.0	1.346010511901809
KMT2D	P19_0038_BDO_01	30.0	24.708019109351284
KMT2D	P19_0039_BTR_01	19.0	15.920584585873309
KMT2D	P19_0040_BDO_01	9.0	11.918025823043966
KMT2D	P19_0040_BTR_01	6.0	5.371612113097639
KMT2D	P19_0041_BDO_01	6.0	5.622208531119696
KMT2D	P19_0041_BTR_01	6.0	6.573999669564314
KMT2D	P19_0042_BDO_01	10.0	13.103999808804938
KMT2D	P19_0042_BTR_01	16.0	9.571406265210506
KMT2D	P19_0043_BTR_01	10.0	7.820284568758264
KMT2D	P19_0045_BDO_01	3.0	3.9119677156868007
KMT2D	P19_0045_BTR_01	3.0	2.370639707593569
KMT2D	P19_0046_BDO_01	17.0	18.427168097531087
KMT2D	P19_0046_BTR_01	4.0	3.442912751535112
KMT2D	P19_0047_BDO_01	5.0	8.536426028888544
KMT2D	P19_0047_BTR_01	4.0	4.626726040290619
KMT2D	P19_0048_BTR_01	32.0	21.490247007728065
KMT2D	P19_0050_BDO_01	20.0	16.443136000083502
KMT2D	P19_0050_BTR_01	23.0	22.868508609704712
KMT2D	P19_0051_BDO_01	9.0	9.995179002644278
KMT2D	P19_0051_BTR_01	8.0	11.254589284698383
KMT2D	P19_0052_BDO_01	1.0	2.2005460170576243
KMT2D	P19_0052_BTR_01	4.0	3.470238912190303
KMT2D	P19_0053_BDO_01	15.0	15.607788400568417
KMT2D	P19_0053_BTR_01	11.0	12.96878178607162
KMT2D	SexF	331.0	330.1114867042588
KMT2D	SexM	646.0	647.8117420232738
KMT2D	all_samples	977.0	977.0
NOTCH2	BladderlocationDome	122.0	110.4347168772951
NOTCH2	BladderlocationDome_SexF	47.0	36.90230322162185
NOTCH2	BladderlocationDome_SexM	75.0	73.81868504250771
NOTCH2	BladderlocationTrigone	102.0	113.3636053983826
NOTCH2	BladderlocationTrigone_SexF	31.0	35.70976606043816
NOTCH2	BladderlocationTrigone_SexM	71.0	77.4738689700409
NOTCH2	HistoryofsmokingNo	44.0	47.76168796249353
NOTCH2	HistoryofsmokingUnknown	8.0	10.48399834294132
NOTCH2	HistoryofsmokingYes	172.0	165.69869589393986
NOTCH2	P19_0001_BDO_01	1.0	0.633430320845448
NOTCH2	P19_0001_BTR_01	0.0	0.9246209705537632
NOTCH2	P19_0002_BDO_01	8.0	4.62178615147533
NOTCH2	P19_0002_BTR_01	5.0	8.484089332675628
NOTCH2	P19_0003_BDO_01	6.0	3.659323262398654
NOTCH2	P19_0004_BDO_01	3.0	2.965441212838188
NOTCH2	P19_0004_BTR_01	2.0	2.690737934637446
NOTCH2	P19_0005_BDO_01	5.0	3.1766030427977663
NOTCH2	P19_0005_BTR_01	2.0	3.05719361260991
NOTCH2	P19_0006_BDO_01	2.0	1.3175396275955924
NOTCH2	P19_0007_BDO_01	2.0	1.2104912711805589
NOTCH2	P19_0007_BTR_01	0.0	1.194983497384411
NOTCH2	P19_0008_BDO_01	5.0	6.226210874633468
NOTCH2	P19_0008_BTR_01	10.0	7.8273513851817
NOTCH2	P19_0009_BDO_01	5.0	1.8787212425734845
NOTCH2	P19_0009_BTR_01	3.0	2.55305008554082
NOTCH2	P19_0011_BDO_01	2.0	2.341216424592265
NOTCH2	P19_0011_BTR_01	1.0	2.589552977751998
NOTCH2	P19_0012_BDO_01	4.0	4.81364875426715
NOTCH2	P19_0012_BTR_01	8.0	7.420574219734974
NOTCH2	P19_0013_BDO_01	1.0	1.6841922119695134
NOTCH2	P19_0013_BTR_01	1.0	0.9909408472519624
NOTCH2	P19_0014_BDO_01	5.0	4.3614410712935365
NOTCH2	P19_0014_BTR_01	4.0	3.3346506131467937
NOTCH2	P19_0015_BDO_01	3.0	3.466825346953727
NOTCH2	P19_0015_BTR_01	3.0	3.0700153735828835
NOTCH2	P19_0016_BDO_01	1.0	2.2927376002648976
NOTCH2	P19_0016_BTR_01	1.0	2.5208597355960967
NOTCH2	P19_0018_BDO_01	3.0	3.480328531583628
NOTCH2	P19_0018_BTR_01	5.0	3.4765164203817003
NOTCH2	P19_0019_BDO_01	3.0	2.16405002340929
NOTCH2	P19_0019_BTR_01	1.0	2.3776401750881018
NOTCH2	P19_0020_BDO_01	3.0	2.39531473996538
NOTCH2	P19_0020_BTR_01	0.0	1.8103744838150988
NOTCH2	P19_0023_BDO_01	7.0	6.553104885469365
NOTCH2	P19_0023_BTR_01	8.0	8.308860181552362
NOTCH2	P19_0024_BDO_01	1.0	3.045081390061413
NOTCH2	P19_0024_BTR_01	1.0	1.678738533804795
NOTCH2	P19_0025_BDO_01	1.0	0.7921872331221194
NOTCH2	P19_0025_BTR_01	0.0	2.019488173690517
NOTCH2	P19_0026_BDO_01	2.0	3.0606487830399622
NOTCH2	P19_0026_BTR_01	1.0	2.2627692935582524
NOTCH2	P19_0027_BTR_01	3.0	2.3246547408668383
NOTCH2	P19_0028_BDO_01	5.0	3.74192807772456
NOTCH2	P19_0028_BTR_01	0.0	2.874514596010229
NOTCH2	P19_0029_BDO_01	0.0	2.1461592708078885
NOTCH2	P19_0029_BTR_01	3.0	2.1301047087080978
NOTCH2	P19_0030_BTR_01	3.0	1.208280315227813
NOTCH2	P19_0031_BTR_01	2.0	1.3308968378256327
NOTCH2	P19_0033_BDO_01	1.0	0.9761269921414392
NOTCH2	P19_0033_BTR_01	0.0	0.7160296577788278
NOTCH2	P19_0034_BDO_01	2.0	1.8407538532423189
NOTCH2	P19_0034_BTR_01	0.0	1.90040094411058
NOTCH2	P19_0035_BDO_01	5.0	5.564579717078204
NOTCH2	P19_0036_BTR_01	0.0	0.2697854262680026
NOTCH2	P19_0038_BDO_01	5.0	5.175278683539174
NOTCH2	P19_0039_BTR_01	3.0	3.7580330601843728
NOTCH2	P19_0040_BDO_01	6.0	2.9075141375590285
NOTCH2	P19_0040_BTR_01	2.0	1.6394840551254408
NOTCH2	P19_0041_BDO_01	2.0	1.5120705504694052
NOTCH2	P19_0041_BTR_01	3.0	1.2041146167730572
NOTCH2	P19_0042_BDO_01	3.0	2.5071686924014625
NOTCH2	P19_0042_BTR_01	3.0	2.4518926937345844
NOTCH2	P19_0043_BTR_01	1.0	1.619538034471251
NOTCH2	P19_0045_BDO_01	1.0	0.9553562542762608
NOTCH2	P19_0045_BTR_01	1.0	0.6079079136974788
NOTCH2	P19_0046_BDO_01	3.0	3.7172185791967753
NOTCH2	P19_0046_BTR_01	0.0	1.2106737834458396
NOTCH2	P19_0047_BDO_01	2.0	1.8174399509560253
NOTCH2	P19_0047_BTR_01	1.0	1.081047174606675
NOTCH2	P19_0048_BTR_01	7.0	5.447927418111928
NOTCH2	P19_0050_BDO_01	5.0	5.217257994567494
NOTCH2	P19_0050_BTR_01	9.0	5.660783752944722
NOTCH2	P19_0051_BDO_01	2.0	2.675341912479756
NOTCH2	P19_0051_BTR_01	4.0	2.938910930535827
NOTCH2	P19_0052_BDO_01	1.0	0.5111000087829278
NOTCH2	P19_0052_BTR_01	1.0	0.7532781698275788
NOTCH2	P19_0053_BDO_01	6.0	3.903835817071069
NOTCH2	P19_0053_BTR_01	0.0	3.3328886378730007
NOTCH2	SexF	78.0	73.03608229184599
NOTCH2	SexM	146.0	151.2770531401634
NOTCH2	all_samples	224.0	223.99999999999997
PIK3CA	BladderlocationDome	4.0	4.009109959090439
PIK3CA	BladderlocationDome_SexF	0.0	1.3218712873647056
PIK3CA	BladderlocationDome_SexM	4.0	2.700344387718678
PIK3CA	BladderlocationTrigone	4.0	3.98071747040303
