GENE	SAMPLE	Observed_synonymous	Estimated_synonymous
PIK3CA	BladderlocationTrigone_SexF	1.0	1.2239145879557871
PIK3CA	BladderlocationTrigone_SexM	3.0	2.751392074296012
PIK3CA	HistoryofsmokingNo	2.0	1.775500493479739
PIK3CA	HistoryofsmokingUnknown	1.0	0.3466992146104842
PIK3CA	HistoryofsmokingYes	5.0	5.888506730643423
PIK3CA	P19_0001_BDO_01	0.0	0.0219785909035057
PIK3CA	P19_0001_BTR_01	0.0	0.0291857547759289
PIK3CA	P19_0002_BDO_01	0.0	0.1852651628142702
PIK3CA	P19_0002_BTR_01	1.0	0.2771356463346329
PIK3CA	P19_0003_BDO_01	0.0	0.1380033801088827
PIK3CA	P19_0004_BDO_01	0.0	0.0826254461317815
PIK3CA	P19_0004_BTR_01	0.0	0.0698413352243957
PIK3CA	P19_0005_BDO_01	0.0	0.1148167959560918
PIK3CA	P19_0005_BTR_01	0.0	0.1186827249165454
PIK3CA	P19_0006_BDO_01	0.0	0.0457328844112932
PIK3CA	P19_0007_BDO_01	0.0	0.0401969965494323
PIK3CA	P19_0007_BTR_01	0.0	0.0469707024641241
PIK3CA	P19_0008_BDO_01	1.0	0.200480092769331
PIK3CA	P19_0008_BTR_01	0.0	0.1673485071576071
PIK3CA	P19_0009_BDO_01	0.0	0.06328776544124
PIK3CA	P19_0009_BTR_01	0.0	0.0571099869514277
PIK3CA	P19_0011_BDO_01	0.0	0.086563959109874
PIK3CA	P19_0011_BTR_01	0.0	0.1005900907645781
PIK3CA	P19_0012_BDO_01	0.0	0.1506008586043271
PIK3CA	P19_0012_BTR_01	0.0	0.2286778469307746
PIK3CA	P19_0013_BDO_01	0.0	0.0734203490635952
PIK3CA	P19_0013_BTR_01	0.0	0.0455431119055729
PIK3CA	P19_0014_BDO_01	1.0	0.1704051997512413
PIK3CA	P19_0014_BTR_01	0.0	0.1142181656672732
PIK3CA	P19_0015_BDO_01	0.0	0.1252591040596828
PIK3CA	P19_0015_BTR_01	0.0	0.1094515449372134
PIK3CA	P19_0016_BDO_01	0.0	0.0880193291923429
PIK3CA	P19_0016_BTR_01	0.0	0.1104235263343266
PIK3CA	P19_0018_BDO_01	0.0	0.1252303523437972
PIK3CA	P19_0018_BTR_01	0.0	0.1268776365852985
PIK3CA	P19_0019_BDO_01	0.0	0.0817499753232588
PIK3CA	P19_0019_BTR_01	0.0	0.0832519803952938
PIK3CA	P19_0020_BDO_01	0.0	0.0913810250668259
PIK3CA	P19_0020_BTR_01	0.0	0.0644023212310205
PIK3CA	P19_0023_BDO_01	0.0	0.2203622454595942
PIK3CA	P19_0023_BTR_01	0.0	0.2639978955829486
PIK3CA	P19_0024_BDO_01	0.0	0.1191391596225971
PIK3CA	P19_0024_BTR_01	1.0	0.0530189688965152
PIK3CA	P19_0025_BDO_01	0.0	0.036847823991915
PIK3CA	P19_0025_BTR_01	0.0	0.0921850681600203
PIK3CA	P19_0026_BDO_01	0.0	0.1034121041763079
PIK3CA	P19_0026_BTR_01	1.0	0.0621550515823603
PIK3CA	P19_0027_BTR_01	0.0	0.0939469806984111
PIK3CA	P19_0028_BDO_01	0.0	0.1366587530454209
PIK3CA	P19_0028_BTR_01	0.0	0.0973205218952553
PIK3CA	P19_0029_BDO_01	0.0	0.0768530802128115
PIK3CA	P19_0029_BTR_01	0.0	0.065703224301468
PIK3CA	P19_0030_BTR_01	0.0	0.0418915768830437
PIK3CA	P19_0031_BTR_01	0.0	0.0282799069488085
PIK3CA	P19_0033_BDO_01	0.0	0.0354150545062216
PIK3CA	P19_0033_BTR_01	0.0	0.0346778753884439
PIK3CA	P19_0034_BDO_01	0.0	0.0695306516614784
PIK3CA	P19_0034_BTR_01	0.0	0.0693699533858807
PIK3CA	P19_0035_BDO_01	1.0	0.2109869424981846
PIK3CA	P19_0036_BTR_01	0.0	0.009364862161051
PIK3CA	P19_0038_BDO_01	0.0	0.1711447609426207
PIK3CA	P19_0039_BTR_01	0.0	0.1233573521387025
PIK3CA	P19_0040_BDO_01	0.0	0.1032733005997234
PIK3CA	P19_0040_BTR_01	0.0	0.0953882331545855
PIK3CA	P19_0041_BDO_01	0.0	0.0597824422016745
PIK3CA	P19_0041_BTR_01	0.0	0.0398458289463222
PIK3CA	P19_0042_BDO_01	0.0	0.1162054813951534
PIK3CA	P19_0042_BTR_01	0.0	0.1296441197072214
PIK3CA	P19_0043_BTR_01	0.0	0.0612290046379091
PIK3CA	P19_0045_BDO_01	0.0	0.0431126170015266
PIK3CA	P19_0045_BTR_01	0.0	0.0252562876487226
PIK3CA	P19_0046_BDO_01	0.0	0.1179143079896952
PIK3CA	P19_0046_BTR_01	1.0	0.0445319548388713
PIK3CA	P19_0047_BDO_01	0.0	0.080903860873615
PIK3CA	P19_0047_BTR_01	0.0	0.0434360862163948
PIK3CA	P19_0048_BTR_01	0.0	0.1979317434379711
PIK3CA	P19_0050_BDO_01	1.0	0.2124426704520871
PIK3CA	P19_0050_BTR_01	0.0	0.2236535551336073
PIK3CA	P19_0051_BDO_01	0.0	0.1049234419563561
PIK3CA	P19_0051_BTR_01	0.0	0.1127506424115428
PIK3CA	P19_0052_BDO_01	0.0	0.0165772238932149
PIK3CA	P19_0052_BTR_01	0.0	0.0274195861146472
PIK3CA	P19_0053_BDO_01	0.0	0.160554975087197
PIK3CA	P19_0053_BTR_01	0.0	0.1403031289366844
PIK3CA	SexF	1.0	2.563659625384916
PIK3CA	SexM	7.0	5.451272605372324
PIK3CA	all_samples	8.0	7.999999999999998
RB1	BladderlocationDome	25.0	25.350496312050325
RB1	BladderlocationDome_SexF	7.0	8.1540958661218
RB1	BladderlocationDome_SexM	18.0	17.30730448008178
RB1	BladderlocationTrigone	26.0	25.593433762476284
RB1	BladderlocationTrigone_SexF	11.0	8.077887950910252
RB1	BladderlocationTrigone_SexM	15.0	17.489252439713976
RB1	HistoryofsmokingNo	12.0	11.355833862404689
RB1	HistoryofsmokingUnknown	4.0	2.497256172504017
RB1	HistoryofsmokingYes	35.0	37.10389783331184
RB1	P19_0001_BDO_01	1.0	0.1456892178459628
RB1	P19_0001_BTR_01	1.0	0.1996796387847116
RB1	P19_0002_BDO_01	0.0	1.165725447869489
RB1	P19_0002_BTR_01	4.0	1.5509944844260628
RB1	P19_0003_BDO_01	0.0	0.7955429225374921
RB1	P19_0004_BDO_01	0.0	0.5820932699044725
RB1	P19_0004_BTR_01	0.0	0.4711502144673725
RB1	P19_0005_BDO_01	0.0	0.7537684797537592
RB1	P19_0005_BTR_01	0.0	0.7280739526681638
RB1	P19_0006_BDO_01	0.0	0.2960664626502948
RB1	P19_0007_BDO_01	0.0	0.2743918561089302
RB1	P19_0007_BTR_01	0.0	0.2760362566606322
RB1	P19_0008_BDO_01	2.0	1.200014437253645
RB1	P19_0008_BTR_01	1.0	1.3417194551384226
RB1	P19_0009_BDO_01	0.0	0.3558594745266251
RB1	P19_0009_BTR_01	1.0	0.6101596807994621
RB1	P19_0011_BDO_01	1.0	0.5450162764792333
RB1	P19_0011_BTR_01	0.0	0.6644166668998837
RB1	P19_0012_BDO_01	1.0	0.8070758724076291
RB1	P19_0012_BTR_01	2.0	1.3848628536586018
RB1	P19_0013_BDO_01	0.0	0.4630307411362723
RB1	P19_0013_BTR_01	1.0	0.2760757376266401
RB1	P19_0014_BDO_01	2.0	0.9822347419003866
RB1	P19_0014_BTR_01	1.0	0.7135247281142147
RB1	P19_0015_BDO_01	0.0	0.8058032999583467
RB1	P19_0015_BTR_01	0.0	0.7070915538722177
RB1	P19_0016_BDO_01	0.0	0.6089508845635351
RB1	P19_0016_BTR_01	0.0	0.686469076014285
RB1	P19_0018_BDO_01	0.0	0.7644655313355013
RB1	P19_0018_BTR_01	0.0	0.7054294793854109
RB1	P19_0019_BDO_01	0.0	0.4955489428537335
RB1	P19_0019_BTR_01	0.0	0.5089812222891332
RB1	P19_0020_BDO_01	1.0	0.5531397872807406
RB1	P19_0020_BTR_01	1.0	0.3692221208197957
RB1	P19_0023_BDO_01	3.0	1.4004791245446688
RB1	P19_0023_BTR_01	2.0	1.8249986623637693
RB1	P19_0024_BDO_01	1.0	0.7626584916693313
RB1	P19_0024_BTR_01	0.0	0.3389736936667814
RB1	P19_0025_BDO_01	0.0	0.2324351484848441
RB1	P19_0025_BTR_01	1.0	0.5134804185214029
RB1	P19_0026_BDO_01	0.0	0.7453877688258742
RB1	P19_0026_BTR_01	0.0	0.4500417553563863
RB1	P19_0027_BTR_01	0.0	0.5343142745645675
RB1	P19_0028_BDO_01	0.0	0.904919123612669
RB1	P19_0028_BTR_01	0.0	0.5748297834698315
RB1	P19_0029_BDO_01	1.0	0.4958110330406363
RB1	P19_0029_BTR_01	0.0	0.4493812372892094
RB1	P19_0030_BTR_01	0.0	0.2371785938745574
RB1	P19_0031_BTR_01	0.0	0.2950366298121274
RB1	P19_0033_BDO_01	2.0	0.2123942070665541
RB1	P19_0033_BTR_01	0.0	0.4075466830064346
RB1	P19_0034_BDO_01	0.0	0.4747877208012617
RB1	P19_0034_BTR_01	0.0	0.5147474856671119
RB1	P19_0035_BDO_01	0.0	1.3013912718502534
RB1	P19_0036_BTR_01	0.0	0.0620096664149969
RB1	P19_0038_BDO_01	2.0	1.022765841062679
RB1	P19_0039_BTR_01	0.0	0.7225973573623229
RB1	P19_0040_BDO_01	2.0	0.6698864899970859
RB1	P19_0040_BTR_01	1.0	0.568963420589603
RB1	P19_0041_BDO_01	0.0	0.3855018917075192
RB1	P19_0041_BTR_01	0.0	0.3038448182832242
RB1	P19_0042_BDO_01	1.0	0.9867014864600808
RB1	P19_0042_BTR_01	0.0	0.7967153358797435
RB1	P19_0043_BTR_01	1.0	0.495594426274657
RB1	P19_0045_BDO_01	0.0	0.3117486618811622
RB1	P19_0045_BTR_01	0.0	0.1563515064902098
RB1	P19_0046_BDO_01	2.0	0.8932494703154257
RB1	P19_0046_BTR_01	0.0	0.4831824859777056
RB1	P19_0047_BDO_01	0.0	0.5160378283553451
RB1	P19_0047_BTR_01	0.0	0.2673145304163901
RB1	P19_0048_BTR_01	4.0	1.2608929394733848
RB1	P19_0050_BDO_01	1.0	1.1569859727069305
RB1	P19_0050_BTR_01	2.0	1.2749393342046664
RB1	P19_0051_BDO_01	0.0	0.6046971866196558
RB1	P19_0051_BTR_01	1.0	0.6920095112435404
RB1	P19_0052_BDO_01	0.0	0.117056556870078
RB1	P19_0052_BTR_01	0.0	0.1736292993693944
RB1	P19_0053_BDO_01	2.0	0.8893816053132869
RB1	P19_0053_BTR_01	2.0	0.8190947258246916
RB1	SexF	18.0	16.307016493597686
RB1	SexM	33.0	34.793789800847144
RB1	all_samples	51.0	50.99999999999999
RBM10	BladderlocationDome	65.0	70.13682020193679
RBM10	BladderlocationDome_SexF	32.0	34.49740567921913
RBM10	BladderlocationDome_SexM	33.0	34.54981371159692
RBM10	BladderlocationTrigone	83.0	77.92229429555555
RBM10	BladderlocationTrigone_SexF	43.0	38.59744380565097
RBM10	BladderlocationTrigone_SexM	40.0	40.139966281516685
RBM10	HistoryofsmokingNo	36.0	32.11827582415525
RBM10	HistoryofsmokingUnknown	6.0	7.6462029663409075
RBM10	HistoryofsmokingYes	106.0	106.89354377050168
RBM10	P19_0001_BDO_01	1.0	0.2569907339134698
RBM10	P19_0001_BTR_01	0.0	0.370162185250281
RBM10	P19_0002_BDO_01	2.0	4.413343359312881
RBM10	P19_0002_BTR_01	10.0	7.821160461571767
RBM10	P19_0003_BDO_01	5.0	3.5598551188078407
RBM10	P19_0004_BDO_01	1.0	1.996282413607339
RBM10	P19_0004_BTR_01	3.0	2.685509375230246
RBM10	P19_0005_BDO_01	3.0	2.248275222266743
RBM10	P19_0005_BTR_01	7.0	2.135266540774633
RBM10	P19_0006_BDO_01	1.0	1.2983539670205426
RBM10	P19_0007_BDO_01	0.0	0.5872048345849997
RBM10	P19_0007_BTR_01	1.0	0.8578217511425357
RBM10	P19_0008_BDO_01	2.0	3.096908568928157
RBM10	P19_0008_BTR_01	11.0	7.344542149761061
RBM10	P19_0009_BDO_01	2.0	2.0708934280321256
RBM10	P19_0009_BTR_01	4.0	5.746231709030323
RBM10	P19_0011_BDO_01	0.0	1.0725196555562602
RBM10	P19_0011_BTR_01	1.0	1.1864246556404
RBM10	P19_0012_BDO_01	2.0	5.187951678699582
RBM10	P19_0012_BTR_01	6.0	8.777749359763856
RBM10	P19_0013_BDO_01	2.0	1.286937933644764
RBM10	P19_0013_BTR_01	0.0	0.8760906584791811
RBM10	P19_0014_BDO_01	2.0	1.9762143145537507
RBM10	P19_0014_BTR_01	0.0	1.5358053994226186
RBM10	P19_0015_BDO_01	0.0	1.2675909186050969
RBM10	P19_0015_BTR_01	1.0	1.5276557077198234
RBM10	P19_0016_BDO_01	0.0	0.8695667545926449
RBM10	P19_0016_BTR_01	1.0	0.9312404494934264
RBM10	P19_0018_BDO_01	3.0	1.5019155046784691
RBM10	P19_0018_BTR_01	0.0	1.4742950214960222
RBM10	P19_0019_BDO_01	3.0	1.7262666518849406
RBM10	P19_0019_BTR_01	3.0	1.9164593681287083
RBM10	P19_0020_BDO_01	2.0	1.998253952266377
RBM10	P19_0020_BTR_01	2.0	1.770705278825797
RBM10	P19_0023_BDO_01	2.0	2.291365498475256
RBM10	P19_0023_BTR_01	2.0	2.869587938437687
RBM10	P19_0024_BDO_01	0.0	1.236479002463035
RBM10	P19_0024_BTR_01	0.0	0.8862716261974928
RBM10	P19_0025_BDO_01	1.0	0.7809138235048181
RBM10	P19_0025_BTR_01	1.0	2.191443108771802
RBM10	P19_0026_BDO_01	1.0	1.462637059970132
RBM10	P19_0026_BTR_01	1.0	0.9712833607125516
RBM10	P19_0027_BTR_01	0.0	1.0861922536190844
RBM10	P19_0028_BDO_01	2.0	2.005411668558013
RBM10	P19_0028_BTR_01	3.0	1.8108152674586515
RBM10	P19_0029_BDO_01	0.0	1.816045749879948
RBM10	P19_0029_BTR_01	3.0	2.7988028405356045
RBM10	P19_0030_BTR_01	2.0	1.258835046715257
RBM10	P19_0031_BTR_01	0.0	0.852643358967778
RBM10	P19_0033_BDO_01	1.0	0.9196892019151566
RBM10	P19_0033_BTR_01	0.0	0.2883532666128763
RBM10	P19_0034_BDO_01	1.0	0.9387982377496286
RBM10	P19_0034_BTR_01	2.0	1.0542748531693935
RBM10	P19_0035_BDO_01	4.0	2.50717125274411
RBM10	P19_0036_BTR_01	0.0	0.134144985107328
RBM10	P19_0038_BDO_01	3.0	4.841330704826993
RBM10	P19_0039_BTR_01	3.0	1.9729509637253129
RBM10	P19_0040_BDO_01	0.0	1.2912671197053085
RBM10	P19_0040_BTR_01	0.0	0.5704271529685023
RBM10	P19_0041_BDO_01	3.0	1.3690875122869652
RBM10	P19_0041_BTR_01	2.0	1.3738192899578128
RBM10	P19_0042_BDO_01	2.0	1.2442822696336755
RBM10	P19_0042_BTR_01	2.0	1.1029382760646045
RBM10	P19_0043_BTR_01	2.0	1.695681812179083
RBM10	P19_0045_BDO_01	1.0	0.3955649228355221
RBM10	P19_0045_BTR_01	0.0	0.2519322387705119
RBM10	P19_0046_BDO_01	2.0	2.0782110418806714
RBM10	P19_0046_BTR_01	0.0	0.3680939386785939
RBM10	P19_0047_BDO_01	2.0	0.9567094932297018
RBM10	P19_0047_BTR_01	1.0	0.515073367089485
RBM10	P19_0048_BTR_01	1.0	2.4535471074097224
RBM10	P19_0050_BDO_01	5.0	2.01139363358468
RBM10	P19_0050_BTR_01	6.0	2.7106107017015124
RBM10	P19_0051_BDO_01	1.0	1.2632106251163666
RBM10	P19_0051_BTR_01	1.0	1.2783276793217582
RBM10	P19_0052_BDO_01	2.0	0.4943283258482941
RBM10	P19_0052_BTR_01	1.0	0.7932903564530238
RBM10	P19_0053_BDO_01	1.0	1.7904876658734774
RBM10	P19_0053_BTR_01	0.0	1.5527454145102892
RBM10	SexF	75.0	73.12681776615995
RBM10	SexM	73.0	74.68050081066652
RBM10	all_samples	148.0	148.0
STAG2	BladderlocationDome	64.0	56.34226252038198
STAG2	BladderlocationDome_SexF	29.0	26.795441308643397
STAG2	BladderlocationDome_SexM	35.0	28.03181440825939
STAG2	BladderlocationTrigone	47.0	54.49410796709604
STAG2	BladderlocationTrigone_SexF	26.0	25.95213885041481
STAG2	BladderlocationTrigone_SexM	21.0	28.30658556277355
STAG2	HistoryofsmokingNo	24.0	27.783483711115583
STAG2	HistoryofsmokingUnknown	9.0	6.394528252040001
STAG2	HistoryofsmokingYes	78.0	74.76732583875926
STAG2	P19_0001_BDO_01	0.0	0.2523442826792712
STAG2	P19_0001_BTR_01	0.0	0.3512284376350036
STAG2	P19_0002_BDO_01	3.0	3.7004209776771626
STAG2	P19_0002_BTR_01	4.0	5.8136031593448125
STAG2	P19_0003_BDO_01	3.0	3.0330400970719698
STAG2	P19_0004_BDO_01	2.0	0.9306648561599222
STAG2	P19_0004_BTR_01	2.0	0.7392286839196194
STAG2	P19_0005_BDO_01	3.0	2.3769906476547136
STAG2	P19_0005_BTR_01	0.0	2.337888358649113
STAG2	P19_0006_BDO_01	1.0	1.1646822805508683
STAG2	P19_0007_BDO_01	1.0	0.5048502063550464
STAG2	P19_0007_BTR_01	0.0	0.4552421568852919
STAG2	P19_0008_BDO_01	3.0	2.1536421357670403
STAG2	P19_0008_BTR_01	1.0	2.4052182853087665
STAG2	P19_0009_BDO_01	3.0	1.1617464880584736
STAG2	P19_0009_BTR_01	1.0	1.2525280875623204
STAG2	P19_0011_BDO_01	2.0	0.8853967259987402
STAG2	P19_0011_BTR_01	0.0	1.065594274301606
STAG2	P19_0012_BDO_01	5.0	3.054043250092587
STAG2	P19_0012_BTR_01	7.0	5.136899579209702
STAG2	P19_0013_BDO_01	0.0	1.1972658248385817
STAG2	P19_0013_BTR_01	1.0	0.8395386276186758
STAG2	P19_0014_BDO_01	0.0	1.7019093426228014
STAG2	P19_0014_BTR_01	1.0	1.1200259304840616
STAG2	P19_0015_BDO_01	1.0	1.3157701324379454
STAG2	P19_0015_BTR_01	0.0	1.186603140607561
STAG2	P19_0016_BDO_01	2.0	0.9051898822819322
STAG2	P19_0016_BTR_01	0.0	1.0976663226911094
STAG2	P19_0018_BDO_01	2.0	1.3412204247368107
STAG2	P19_0018_BTR_01	1.0	1.249414411465747
STAG2	P19_0019_BDO_01	2.0	1.6073565769331135
STAG2	P19_0019_BTR_01	5.0	1.6038389352687168
STAG2	P19_0020_BDO_01	3.0	1.906631191055728
STAG2	P19_0020_BTR_01	2.0	1.3797006058744423
STAG2	P19_0023_BDO_01	3.0	2.285030844695114
STAG2	P19_0023_BTR_01	7.0	2.932205531035393
STAG2	P19_0024_BDO_01	1.0	1.185488079338874
STAG2	P19_0024_BTR_01	0.0	0.4917358875462276
STAG2	P19_0025_BDO_01	1.0	0.7624765486756117
STAG2	P19_0025_BTR_01	4.0	1.9102742642960877
STAG2	P19_0026_BDO_01	2.0	1.1999357517003322
STAG2	P19_0026_BTR_01	2.0	0.695650410912581
STAG2	P19_0027_BTR_01	1.0	0.9634879213228448
STAG2	P19_0028_BDO_01	2.0	1.3158442344492995
STAG2	P19_0028_BTR_01	1.0	0.9284723968676928
STAG2	P19_0029_BDO_01	1.0	1.5609514253646075
STAG2	P19_0029_BTR_01	2.0	1.3299542219217235
STAG2	P19_0030_BTR_01	0.0	0.8822200362481734
STAG2	P19_0031_BTR_01	1.0	0.4482827993408617
STAG2	P19_0033_BDO_01	0.0	0.6507799652491402
STAG2	P19_0033_BTR_01	0.0	0.9617215735644828
STAG2	P19_0034_BDO_01	1.0	0.6867728249192512
STAG2	P19_0034_BTR_01	0.0	0.6933439500123851
STAG2	P19_0035_BDO_01	3.0	2.004663832975133
STAG2	P19_0036_BTR_01	0.0	0.0813606149458697
STAG2	P19_0038_BDO_01	1.0	3.1729650788286
STAG2	P19_0039_BTR_01	0.0	1.1965216323347034
STAG2	P19_0040_BDO_01	2.0	1.03920121647014
STAG2	P19_0040_BTR_01	0.0	0.8674590687592125
STAG2	P19_0041_BDO_01	2.0	1.193456387954662
STAG2	P19_0041_BTR_01	0.0	0.8360720112602847
STAG2	P19_0042_BDO_01	2.0	1.5103588338033542
STAG2	P19_0042_BTR_01	0.0	1.3279730178955196
STAG2	P19_0043_BTR_01	0.0	1.4405767804448464
STAG2	P19_0045_BDO_01	0.0	0.4002328692640918
STAG2	P19_0045_BTR_01	1.0	0.1990740112232737
STAG2	P19_0046_BDO_01	2.0	1.4216849043305153
STAG2	P19_0046_BTR_01	1.0	0.7746548224689629
STAG2	P19_0047_BDO_01	2.0	0.8373946274132256
STAG2	P19_0047_BTR_01	0.0	0.3382039869424464
STAG2	P19_0048_BTR_01	0.0	2.0267172309127437
STAG2	P19_0050_BDO_01	0.0	1.8325275337175204
STAG2	P19_0050_BTR_01	1.0	2.2251955776596226
STAG2	P19_0051_BDO_01	0.0	1.0659105424655968
STAG2	P19_0051_BTR_01	1.0	1.166069971211932
STAG2	P19_0052_BDO_01	1.0	0.3618425404235778
STAG2	P19_0052_BTR_01	0.0	0.562414991561051
STAG2	P19_0053_BDO_01	2.0	1.5267141466026934
STAG2	P19_0053_BTR_01	0.0	1.3590760300579587
STAG2	SexF	55.0	53.04003918936496
STAG2	SexM	56.0	56.32983352365638
STAG2	all_samples	111.0	111.00000000000004
TERTpromoter	BladderlocationDome	14.0	13.100489560389706
TERTpromoter	BladderlocationDome_SexF	4.0	5.015449256509012
TERTpromoter	BladderlocationDome_SexM	10.0	8.057148657294432
TERTpromoter	BladderlocationTrigone	17.0	17.95458274694833
TERTpromoter	BladderlocationTrigone_SexF	3.0	6.334732579925758
TERTpromoter	BladderlocationTrigone_SexM	14.0	11.626459982910594
TERTpromoter	HistoryofsmokingNo	6.0	5.190837480642288
TERTpromoter	HistoryofsmokingUnknown	2.0	1.5907708773157307
TERTpromoter	HistoryofsmokingYes	23.0	24.615939182512644
TERTpromoter	P19_0001_BDO_01	0.0	0.0270481126243555
TERTpromoter	P19_0001_BTR_01	0.0	0.0387286163457438
TERTpromoter	P19_0002_BDO_01	1.0	0.6702797056896936
TERTpromoter	P19_0002_BTR_01	1.0	0.5508847644112488
TERTpromoter	P19_0003_BDO_01	0.0	0.3440706459974611
TERTpromoter	P19_0004_BDO_01	1.0	0.455952026081259
TERTpromoter	P19_0004_BTR_01	0.0	0.5925211189842478
TERTpromoter	P19_0005_BDO_01	1.0	0.1592180874429449
TERTpromoter	P19_0005_BTR_01	0.0	0.1474675392489595
TERTpromoter	P19_0006_BDO_01	0.0	0.1402150516980749
TERTpromoter	P19_0007_BDO_01	1.0	0.1112095253773256
TERTpromoter	P19_0007_BTR_01	0.0	0.3440698048153848
TERTpromoter	P19_0008_BDO_01	1.0	1.0244322827516288
TERTpromoter	P19_0008_BTR_01	3.0	3.650177039027579
TERTpromoter	P19_0009_BDO_01	0.0	0.2041323445924147
TERTpromoter	P19_0009_BTR_01	2.0	2.2254617194671567
TERTpromoter	P19_0011_BDO_01	0.0	0.1236380688180178
TERTpromoter	P19_0011_BTR_01	1.0	0.199559983273631
TERTpromoter	P19_0012_BDO_01	0.0	0.386085518340676
TERTpromoter	P19_0012_BTR_01	0.0	1.052669497568753
TERTpromoter	P19_0013_BDO_01	0.0	0.2986196723787011
TERTpromoter	P19_0013_BTR_01	0.0	0.0898377307397068
TERTpromoter	P19_0014_BDO_01	1.0	0.2805643404210952
TERTpromoter	P19_0014_BTR_01	1.0	0.279384320563895
TERTpromoter	P19_0015_BDO_01	0.0	0.161125664830459
TERTpromoter	P19_0015_BTR_01	0.0	0.3947714302860927
TERTpromoter	P19_0016_BDO_01	0.0	0.1846618569846758
TERTpromoter	P19_0016_BTR_01	0.0	0.1825978612551036
TERTpromoter	P19_0018_BDO_01	0.0	0.3759331727949225
TERTpromoter	P19_0018_BTR_01	1.0	0.372398316126017
TERTpromoter	P19_0019_BDO_01	0.0	0.2503875621859271
TERTpromoter	P19_0019_BTR_01	0.0	0.2270866556367494
TERTpromoter	P19_0020_BDO_01	1.0	0.2108952573356184
TERTpromoter	P19_0020_BTR_01	0.0	0.1871557232876233
TERTpromoter	P19_0023_BDO_01	0.0	0.4139773072632778
TERTpromoter	P19_0023_BTR_01	1.0	0.5628701461815129
TERTpromoter	P19_0024_BDO_01	0.0	0.2020657392612693
TERTpromoter	P19_0024_BTR_01	1.0	0.325991276427113
TERTpromoter	P19_0025_BDO_01	0.0	0.1654052756903021
TERTpromoter	P19_0025_BTR_01	0.0	0.164279435348158
TERTpromoter	P19_0026_BDO_01	0.0	0.1933792536297265
TERTpromoter	P19_0026_BTR_01	1.0	0.1569933273696718
TERTpromoter	P19_0027_BTR_01	0.0	0.283816535366445
TERTpromoter	P19_0028_BDO_01	0.0	0.5853202845012755
TERTpromoter	P19_0028_BTR_01	2.0	0.4368225846756545
TERTpromoter	P19_0029_BDO_01	0.0	0.0845005141828532
TERTpromoter	P19_0029_BTR_01	0.0	0.2624059157411207
TERTpromoter	P19_0030_BTR_01	0.0	0.1284876958889147
TERTpromoter	P19_0031_BTR_01	1.0	0.4792832096992472
TERTpromoter	P19_0033_BDO_01	0.0	0.082123599005705
TERTpromoter	P19_0033_BTR_01	0.0	0.0421246266857892
TERTpromoter	P19_0034_BDO_01	1.0	0.3216630207970066
TERTpromoter	P19_0034_BTR_01	0.0	0.3995074285253606
TERTpromoter	P19_0035_BDO_01	2.0	0.8132694890628454
TERTpromoter	P19_0036_BTR_01	0.0	0.1723371799867751
TERTpromoter	P19_0038_BDO_01	1.0	0.8197170645657558
TERTpromoter	P19_0039_BTR_01	0.0	0.4924148808086567
TERTpromoter	P19_0040_BDO_01	1.0	0.2857743764332519
TERTpromoter	P19_0040_BTR_01	0.0	0.1339738560724601
TERTpromoter	P19_0041_BDO_01	0.0	0.212910688698279
TERTpromoter	P19_0041_BTR_01	0.0	0.4107671990308649
TERTpromoter	P19_0042_BDO_01	1.0	0.3827292605809716
TERTpromoter	P19_0042_BTR_01	0.0	0.2178561568034902
TERTpromoter	P19_0043_BTR_01	0.0	0.4314123800260726
TERTpromoter	P19_0045_BDO_01	0.0	0.2340609214493055
TERTpromoter	P19_0045_BTR_01	0.0	0.1310843681438818
TERTpromoter	P19_0046_BDO_01	0.0	0.5689124021447033
TERTpromoter	P19_0046_BTR_01	0.0	0.0994083996137935
TERTpromoter	P19_0047_BDO_01	0.0	0.2340583114859783
TERTpromoter	P19_0047_BTR_01	0.0	0.2029319921325919
TERTpromoter	P19_0048_BTR_01	1.0	1.3975000482047262
TERTpromoter	P19_0050_BDO_01	1.0	0.5415400678666562
TERTpromoter	P19_0050_BTR_01	0.0	0.5309845525766037
TERTpromoter	P19_0051_BDO_01	0.0	0.2813325174280791
TERTpromoter	P19_0051_BTR_01	1.0	0.3372891865482654
TERTpromoter	P19_0052_BDO_01	0.0	0.1441126646160033
TERTpromoter	P19_0052_BTR_01	0.0	0.2080077890380885
TERTpromoter	P19_0053_BDO_01	0.0	0.461523112927146
TERTpromoter	P19_0053_BTR_01	0.0	0.3172033945270063
TERTpromoter	SexF	7.0	11.299823660226606
TERTpromoter	SexM	24.0	19.741992189522307
TERTpromoter	all_samples	31.0	31.0
TP53	BladderlocationDome	17.0	20.5009036141131
TP53	BladderlocationDome_SexF	7.0	6.832936741628252
TP53	BladderlocationDome_SexM	10.0	13.719935890903288
TP53	BladderlocationTrigone	26.0	22.49823771153032
TP53	BladderlocationTrigone_SexF	9.0	7.497661439621088
TP53	BladderlocationTrigone_SexM	17.0	14.975034052926082
TP53	HistoryofsmokingNo	11.0	8.727549298290144
TP53	HistoryofsmokingUnknown	2.0	2.044280163534417
TP53	HistoryofsmokingYes	30.0	32.34861293924193
TP53	P19_0001_BDO_01	0.0	0.102209862592101
